id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter
35,6,free,1,1,motor,3,3,1,2.600,1,0
35,6,free,1,2,motor,4,4,1,0.500,1,0
35,6,free,1,3,motor,1,1,1,0.381,1,0
35,6,free,1,4,motor,2,2,1,0.487,1,0
35,6,free,1,5,motor,7,7,1,0.361,1,0
35,6,free,1,6,motor,6,8,0,0.128,1,0
35,6,free,1,6,motor,6,3,0,0.372,2,0
35,6,free,1,6,motor,6,7,0,0.352,3,0
35,6,free,1,6,motor,6,7,0,0.677,4,0
35,6,free,1,6,motor,6,5,0,1.063,5,0
35,6,free,1,6,motor,6,6,1,1.075,6,0
35,6,free,1,7,motor,1,1,1,1.092,1,0
35,6,free,1,8,motor,7,7,1,0.742,1,0
35,6,free,1,9,motor,4,5,0,0.623,1,0
35,6,free,1,9,motor,4,3,0,0.306,2,0
35,6,free,1,9,motor,4,4,1,0.260,3,0
35,6,free,1,10,motor,7,7,1,0.634,1,0
35,6,free,1,11,motor,3,3,1,0.648,1,0
35,6,free,1,12,motor,8,8,1,0.562,1,0
35,6,free,1,13,motor,6,6,1,0.583,1,0
35,6,free,1,14,motor,5,5,1,0.489,1,0
35,6,free,1,15,motor,1,1,1,0.550,1,0
35,6,free,1,16,motor,3,3,1,0.606,1,0
35,6,free,1,17,motor,6,6,1,0.685,1,0
35,6,free,1,18,motor,3,3,1,0.473,1,0
35,6,free,1,19,motor,4,4,1,0.466,1,0
35,6,free,1,20,motor,2,2,1,0.546,1,0
35,6,free,1,21,motor,2,2,1,0.360,1,0
35,6,free,1,22,motor,1,1,1,0.422,1,0
35,6,free,1,23,motor,1,1,1,0.336,1,0
35,6,free,1,24,motor,3,3,1,0.449,1,0
35,6,free,1,25,motor,3,3,1,0.293,1,0
35,6,free,1,26,motor,4,4,1,0.393,1,0
35,6,free,1,27,motor,5,5,1,0.442,1,0
35,6,free,1,28,motor,2,2,1,0.506,1,0
35,6,free,1,29,motor,1,1,1,0.388,1,0
35,6,free,1,30,motor,8,8,1,0.482,1,0
35,6,free,1,31,motor,5,5,1,0.399,1,0
35,6,free,1,32,motor,7,7,1,0.480,1,0
35,6,free,1,33,motor,2,2,1,0.556,1,0
35,6,free,1,34,motor,7,7,1,0.518,1,0
35,6,free,1,35,motor,5,5,1,0.418,1,0
35,6,free,1,36,motor,3,3,1,0.524,1,0
35,6,free,1,37,motor,7,7,1,0.451,1,0
35,6,free,1,38,motor,2,2,1,0.494,1,0
35,6,free,1,39,motor,3,3,1,0.482,1,0
35,6,free,1,40,motor,5,5,1,0.426,1,0
35,6,free,1,41,motor,1,1,1,0.414,1,0
35,6,free,1,42,motor,6,6,1,0.855,1,0
35,6,free,1,43,motor,3,3,1,0.570,1,0
35,6,free,1,44,motor,1,1,1,0.474,1,0
35,6,free,1,45,motor,5,5,1,0.424,1,0
35,6,free,1,46,motor,1,1,1,0.366,1,0
35,6,free,1,47,motor,7,7,1,0.448,1,0
35,6,free,1,48,motor,3,3,1,0.614,1,0
35,6,free,1,49,motor,2,2,1,0.495,1,0
35,6,free,1,50,motor,1,1,1,0.447,1,0
35,6,free,1,51,motor,4,4,1,0.389,1,0
35,6,free,1,52,motor,8,8,1,0.585,1,0
35,6,free,1,53,motor,8,8,1,0.398,1,0
35,6,free,1,54,motor,6,6,1,0.672,1,0
35,6,free,1,55,motor,4,4,1,0.465,1,0
35,6,free,1,56,motor,6,6,1,0.510,1,0
35,6,free,1,57,motor,5,5,1,0.425,1,0
35,6,free,1,58,motor,4,4,1,0.464,1,0
35,6,free,1,59,motor,8,8,1,0.440,1,0
35,6,free,1,60,motor,5,5,1,0.429,1,0
35,6,free,1,61,motor,8,8,1,0.334,1,0
35,6,free,1,62,motor,5,5,1,0.365,1,0
35,6,free,1,63,motor,1,1,1,0.369,1,0
35,6,free,1,64,motor,4,4,1,0.505,1,0
35,6,free,1,65,motor,1,1,1,0.361,1,0
35,6,free,1,66,motor,1,1,1,0.318,1,0
35,6,free,1,67,motor,8,8,1,0.353,1,0
35,6,free,1,68,motor,2,2,1,0.516,1,0
35,6,free,1,69,motor,3,3,1,0.557,1,0
