"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"1516870","{""Q0"":""msl000293""}","1516906","HierDytc1oqd57","ji6n40zkg2","msl000293","","","","","","","","","","","","",""
"1012","","1517926","HierDytc1oqd57","ji6n40zkg2","msl000293","","","","","","","","","","","","",""
"","","1519812","HierDytc1oqd57","ji6n40zkg2","msl000293","fullscreen","","","","","","","","","","","",""
"16217","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","1536038","HierDytc1oqd57","ji6n40zkg2","msl000293","","[0,1,2]","","","","","","","","","","",""
"4481","{""Q0"":""19""}","1540534","HierDytc1oqd57","ji6n40zkg2","msl000293","","","","","","","","","","","","",""
"130218","","1670766","HierDytc1oqd57","ji6n40zkg2","msl000293","","","","","","","","","","","","",""
"853","","1671632","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","70","img/motor_4.png","70","motor","4","shape","1","1","0","0",""
"null","","1671740","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"579","","1672327","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","65","img/motor_1.png","65","motor","1","shape","2","1","0","0",""
"null","","1672436","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"435","","1672886","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","65","img/motor_1.png","65","motor","1","shape","3","1","0","0",""
"null","","1672995","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"588","","1673598","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","72","img/motor_5.png","72","motor","5","shape","4","1","0","0",""
"null","","1673707","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"525","","1674246","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","76","img/motor_8.png","76","motor","8","shape","5","1","0","0",""
"null","","1674361","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"493","","1674863","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","72","img/motor_5.png","72","motor","5","shape","6","1","0","0",""
"null","","1674978","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"477","","1675470","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","65","img/motor_1.png","65","motor","1","shape","7","1","0","0",""
"null","","1675585","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"605","","1676205","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","72","img/motor_5.png","72","motor","5","shape","8","1","0","0",""
"null","","1676315","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"428","","1676757","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","74","img/motor_6.png","74","motor","6","shape","9","1","0","0",""
"null","","1676866","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"453","","1677328","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","76","img/motor_8.png","76","motor","8","shape","10","1","0","0",""
"null","","1677436","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"595","","1678046","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","75","img/motor_7.png","75","motor","7","shape","11","1","0","0",""
"null","","1678155","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"716","","1678879","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","83","img/motor_2.png","83","motor","2","shape","12","1","0","0",""
"null","","1678994","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"565","","1679574","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","72","img/motor_5.png","72","motor","5","shape","13","1","0","0",""
"null","","1679683","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"484","","1680176","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","70","img/motor_4.png","70","motor","4","shape","14","1","0","0",""
"null","","1680284","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"467","","1680766","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","65","img/motor_1.png","65","motor","1","shape","15","1","0","0",""
"null","","1680875","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"964","","1681854","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","68","img/motor_3.png","68","motor","3","shape","16","1","0","0",""
"null","","1681969","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"742","","1682726","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","75","img/motor_7.png","75","motor","7","shape","17","1","0","0",""
"null","","1682834","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"661","","1683510","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","83","img/motor_2.png","83","motor","2","shape","18","1","0","0",""
"null","","1683619","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"477","","1684110","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","83","img/motor_2.png","83","motor","2","shape","19","1","0","0",""
"null","","1684218","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"604","","1684831","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","68","img/motor_3.png","68","motor","3","shape","20","1","0","0",""
"null","","1684940","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"484","","1685438","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","72","img/motor_5.png","72","motor","5","shape","21","1","0","0",""
"null","","1685546","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"438","","1685998","HierDytc1oqd57","ji6n40zkg2","msl000293","motor","","76","img/motor_8.png","76","motor","8","shape","22","1","0","0",""
"null","","1686113","HierDytc1oqd57","ji6n40zkg2","msl000293","iti","","null","img/motor_8.png","76","motor","","","","","","",""
