"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"50674","{""Q0"":""msl000264""}","50704","HierDysbn89c36","7zfpfkdowe","msl000264","","","","","","","","","","","","",""
"639","","51350","HierDysbn89c36","7zfpfkdowe","msl000264","","","","","","","","","","","","",""
"","","53156","HierDysbn89c36","7zfpfkdowe","msl000264","fullscreen","","","","","","","","","","","",""
"9533","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","62705","HierDysbn89c36","7zfpfkdowe","msl000264","","[0,1,2]","","","","","","","","","","",""
"4333","{""Q0"":""21""}","67056","HierDysbn89c36","7zfpfkdowe","msl000264","","","","","","","","","","","","",""
"59995","","127061","HierDysbn89c36","7zfpfkdowe","msl000264","","","","","","","","","","","","",""
"1127","","128196","HierDysbn89c36","7zfpfkdowe","msl000264","motor","","70","img/motor_4.png","70","motor","4","color","1","1","0","0",""
"null","","128312","HierDysbn89c36","7zfpfkdowe","msl000264","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"475","","128802","HierDysbn89c36","7zfpfkdowe","msl000264","motor","","74","img/motor_5.png","72","motor","5","color","2","0","1","0",""
"1841","","130653","HierDysbn89c36","7zfpfkdowe","msl000264","motorRepeat","","72","img/motor_5.png","72","motor","5","","2","1","0","0",""
"null","","130761","HierDysbn89c36","7zfpfkdowe","msl000264","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"643","","131418","HierDysbn89c36","7zfpfkdowe","msl000264","motor","","83","img/motor_2.png","83","motor","2","color","3","1","0","0",""
"null","","131527","HierDysbn89c36","7zfpfkdowe","msl000264","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"605","","132141","HierDysbn89c36","7zfpfkdowe","msl000264","motor","","75","img/motor_7.png","75","motor","7","color","4","1","0","0",""
"null","","132255","HierDysbn89c36","7zfpfkdowe","msl000264","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"429","","132700","HierDysbn89c36","7zfpfkdowe","msl000264","motor","","72","img/motor_5.png","72","motor","5","color","5","1","0","0",""
"null","","132808","HierDysbn89c36","7zfpfkdowe","msl000264","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"580","","133403","HierDysbn89c36","7zfpfkdowe","msl000264","motor","","65","img/motor_1.png","65","motor","1","color","6","1","0","0",""
"null","","133510","HierDysbn89c36","7zfpfkdowe","msl000264","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"502","","134020","HierDysbn89c36","7zfpfkdowe","msl000264","motor","","68","img/motor_3.png","68","motor","3","color","7","1","0","0",""
