"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","stimulus","key_press","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"15185","{""Q0"":""msl000943""}","15211","HierDykqeox95t","u8ykxsd413","msl000943","","","","","","","","","","","",""
"1832","","17050","HierDykqeox95t","u8ykxsd413","msl000943","","","","","","","","","","","",""
"","","19025","HierDykqeox95t","u8ykxsd413","msl000943","fullscreen","","","","","","","","","","",""
"35615","","54649","HierDykqeox95t","u8ykxsd413","msl000943","","","","","","","","","","","",""
"808","","55465","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_1.png","65","65","motor","1","1","1","0","0","",""
"null","","55575","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"726","","56311","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_7.png","75","75","motor","7","2","1","0","0","",""
"null","","56420","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"625","","57054","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_8.png","76","76","motor","8","3","1","0","0","",""
"null","","57164","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","76","motor","","","","","","",""
"715","","57887","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_2.png","83","83","motor","2","4","1","0","0","",""
"null","","57997","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"602","","58609","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_3.png","68","68","motor","3","5","1","0","0","",""
"null","","58718","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"575","","59301","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_2.png","83","83","motor","2","6","1","0","0","",""
"null","","59411","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"841","","60260","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_7.png","75","75","motor","7","7","1","0","0","",""
"null","","60371","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"688","","61067","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_2.png","83","83","motor","2","8","1","0","0","",""
"null","","61176","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"584","","61770","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_3.png","68","68","motor","3","9","1","0","0","",""
"null","","61878","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"581","","62467","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_7.png","75","75","motor","7","10","1","0","0","",""
"null","","62577","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"590","","63175","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_6.png","74","74","motor","6","11","1","0","0","",""
"null","","63285","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","74","motor","","","","","","",""
"611","","63904","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_5.png","72","72","motor","5","12","1","0","0","",""
"null","","64013","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"607","","64629","HierDykqeox95t","u8ykxsd413","msl000943","motor","img/motor_2.png","83","83","motor","2","13","1","0","0","",""
"null","","64739","HierDykqeox95t","u8ykxsd413","msl000943","iti","img/motor_blank.png","null","83","motor","","","","","","",""
