"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"2331711","{""Q0"":""msl000213""}","2331740","HierDye1hbllhl","61zviko1b5","msl000213","","","","","","","","","","","","",""
"6664","","2338424","HierDye1hbllhl","61zviko1b5","msl000213","","","","","","","","","","","","",""
"","","2341030","HierDye1hbllhl","61zviko1b5","msl000213","fullscreen","","","","","","","","","","","",""
"20362","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","2361406","HierDye1hbllhl","61zviko1b5","msl000213","","[0,1,2]","","","","","","","","","","",""
"6159","{""Q0"":""19""}","2367584","HierDye1hbllhl","61zviko1b5","msl000213","","","","","","","","","","","","",""
"105786","","2473379","HierDye1hbllhl","61zviko1b5","msl000213","","","","","","","","","","","","",""
"3480","","2476868","HierDye1hbllhl","61zviko1b5","msl000213","motor","","76","img/motor_8.png","76","motor","8","shape","1","1","0","0",""
"40","","2476985","HierDye1hbllhl","61zviko1b5","msl000213","iti","","75","img/motor_8.png","76","motor","","","","","","",""
"683","","2477683","HierDye1hbllhl","61zviko1b5","msl000213","motor","","75","img/motor_7.png","75","motor","7","shape","2","1","0","0",""
"null","","2477799","HierDye1hbllhl","61zviko1b5","msl000213","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"605","","2478413","HierDye1hbllhl","61zviko1b5","msl000213","motor","","72","img/motor_5.png","72","motor","5","shape","3","1","0","0",""
"null","","2478527","HierDye1hbllhl","61zviko1b5","msl000213","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"396","","2478931","HierDye1hbllhl","61zviko1b5","msl000213","motor","","76","img/motor_8.png","76","motor","8","shape","4","1","0","0",""
"null","","2479046","HierDye1hbllhl","61zviko1b5","msl000213","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"414","","2479468","HierDye1hbllhl","61zviko1b5","msl000213","motor","","72","img/motor_5.png","72","motor","5","shape","5","1","0","0",""
"null","","2479583","HierDye1hbllhl","61zviko1b5","msl000213","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"517","","2480109","HierDye1hbllhl","61zviko1b5","msl000213","motor","","70","img/motor_3.png","68","motor","3","shape","6","0","1","0",""
"360","","2480477","HierDye1hbllhl","61zviko1b5","msl000213","motorRepeat","","68","img/motor_3.png","68","motor","3","","6","1","0","0",""
"null","","2480584","HierDye1hbllhl","61zviko1b5","msl000213","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"492","","2481084","HierDye1hbllhl","61zviko1b5","msl000213","motor","","68","img/motor_3.png","68","motor","3","shape","7","1","0","0",""
"null","","2481199","HierDye1hbllhl","61zviko1b5","msl000213","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"452","","2481661","HierDye1hbllhl","61zviko1b5","msl000213","motor","","76","img/motor_8.png","76","motor","8","shape","8","1","0","0",""
"null","","2481775","HierDye1hbllhl","61zviko1b5","msl000213","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"525","","2482314","HierDye1hbllhl","61zviko1b5","msl000213","motor","","75","img/motor_7.png","75","motor","7","shape","9","1","0","0",""
