"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","stimulus","key_press","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"10731","{""Q0"":""msl000825""}","10758","HierDygdbm6ny7","cgrulqndu2","msl000825","","","","","","","","","","","",""
"978","","11744","HierDygdbm6ny7","cgrulqndu2","msl000825","","","","","","","","","","","",""
"","","13700","HierDygdbm6ny7","cgrulqndu2","msl000825","fullscreen","","","","","","","","","","",""
"52858","","66569","HierDygdbm6ny7","cgrulqndu2","msl000825","","","","","","","","","","","",""
"1015","","67591","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_5.png","72","72","motor","5","1","1","0","0","",""
"null","","67699","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"807","","68514","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_1.png","65","65","motor","1","2","1","0","0","",""
"null","","68621","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"851","","69479","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_3.png","68","68","motor","3","3","1","0","0","",""
"null","","69587","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"611","","70205","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_2.png","83","83","motor","2","4","1","0","0","",""
"null","","70313","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"619","","70938","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_8.png","76","76","motor","8","5","1","0","0","",""
"null","","71045","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","76","motor","","","","","","",""
"774","","71828","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_4.png","70","70","motor","4","6","1","0","0","",""
"null","","71936","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","70","motor","","","","","","",""
"554","","72499","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_5.png","72","72","motor","5","7","1","0","0","",""
"null","","72606","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"577","","73191","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_3.png","68","68","motor","3","8","1","0","0","",""
"null","","73298","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"641","","73947","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_2.png","83","83","motor","2","9","1","0","0","",""
"22","","74054","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","68","83","motor","","","","","","",""
"636","","74698","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_3.png","68","68","motor","3","10","1","0","0","",""
"null","","74805","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"552","","75369","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_5.png","72","72","motor","5","11","1","0","0","",""
"null","","75477","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"573","","76059","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_6.png","74","74","motor","6","12","1","0","0","",""
"null","","76168","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","74","motor","","","","","","",""
"541","","76715","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_3.png","68","68","motor","3","13","1","0","0","",""
"null","","76823","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"567","","77396","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_1.png","65","65","motor","1","14","1","0","0","",""
"null","","77504","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"499","","78010","HierDygdbm6ny7","cgrulqndu2","msl000825","motor","img/motor_5.png","72","72","motor","5","15","1","0","0","",""
"null","","78118","HierDygdbm6ny7","cgrulqndu2","msl000825","iti","img/motor_blank.png","null","72","motor","","","","","","",""
