"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","stimulus","key_press","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"23587","{""Q0"":""msl000872""}","23614","HierDypvo10zx5","8i6st4zplc","msl000872","","","","","","","","","","","",""
"984","","24604","HierDypvo10zx5","8i6st4zplc","msl000872","","","","","","","","","","","",""
"","","26531","HierDypvo10zx5","8i6st4zplc","msl000872","fullscreen","","","","","","","","","","",""
"48595","","75136","HierDypvo10zx5","8i6st4zplc","msl000872","","","","","","","","","","","",""
"1323","","76469","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_5.png","72","72","motor","5","1","1","0","0","",""
"null","","76579","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"883","","77470","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_3.png","68","68","motor","3","2","1","0","0","",""
"null","","77581","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"645","","78233","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_8.png","76","76","motor","8","3","1","0","0","",""
"null","","78344","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","76","motor","","","","","","",""
"839","","79192","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","74","75","motor","7","4","0","1","0","",""
"323","","79524","HierDypvo10zx5","8i6st4zplc","msl000872","motorRepeat","img/motor_7.png","75","75","motor","7","4","1","0","0","",""
"null","","79634","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"725","","80366","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_2.png","83","83","motor","2","5","1","0","0","",""
"null","","80476","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"399","","80884","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_2.png","83","83","motor","2","6","1","0","0","",""
"null","","80993","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"725","","81726","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_6.png","74","74","motor","6","7","1","0","0","",""
"null","","81836","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","74","motor","","","","","","",""
"309","","82155","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_5.png","74","72","motor","5","8","0","1","0","",""
"281","","82443","HierDypvo10zx5","8i6st4zplc","msl000872","motorRepeat","img/motor_5.png","72","72","motor","5","8","1","0","0","",""
"null","","82552","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"566","","83127","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","75","75","motor","7","9","1","0","0","",""
"null","","83236","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"315","","83559","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_2.png","83","83","motor","2","10","1","0","0","",""
"null","","83669","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"324","","84002","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_6.png","74","74","motor","6","11","1","0","0","",""
"null","","84114","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","74","motor","","","","","","",""
"340","","84461","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_3.png","83","68","motor","3","12","0","1","0","",""
"296","","84766","HierDypvo10zx5","8i6st4zplc","msl000872","motorRepeat","img/motor_3.png","68","68","motor","3","12","1","0","0","",""
"null","","84875","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"436","","85319","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","75","75","motor","7","13","1","0","0","",""
"null","","85428","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"465","","85902","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_4.png","70","70","motor","4","14","1","0","0","",""
"null","","86012","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","70","motor","","","","","","",""
"598","","86619","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_1.png","65","65","motor","1","15","1","0","0","",""
"null","","86728","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"606","","87342","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_2.png","83","83","motor","2","16","1","0","0","",""
"null","","87450","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"572","","88030","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","75","75","motor","7","17","1","0","0","",""
"null","","88139","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"369","","88515","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_1.png","83","65","motor","1","18","0","1","0","",""
"341","","88864","HierDypvo10zx5","8i6st4zplc","msl000872","motorRepeat","img/motor_1.png","65","65","motor","1","18","1","0","0","",""
"null","","88972","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"407","","89388","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_2.png","83","83","motor","2","19","1","0","0","",""
"null","","89498","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"409","","89916","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","75","75","motor","7","20","1","0","0","",""
"null","","90026","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"373","","90408","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","75","75","motor","7","21","1","0","0","",""
"null","","90515","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"595","","91117","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_5.png","74","72","motor","5","22","0","1","0","",""
"357","","91479","HierDypvo10zx5","8i6st4zplc","msl000872","motorRepeat","img/motor_5.png","72","72","motor","5","22","1","0","0","",""
"null","","91586","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"388","","91982","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_2.png","83","83","motor","2","23","1","0","0","",""
"null","","92093","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"440","","92541","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_4.png","70","70","motor","4","24","1","0","0","",""
"null","","92650","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","70","motor","","","","","","",""
"352","","93010","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_1.png","83","65","motor","1","25","0","1","0","",""
"319","","93337","HierDypvo10zx5","8i6st4zplc","msl000872","motorRepeat","img/motor_1.png","65","65","motor","1","25","1","0","0","",""
"null","","93447","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"337","","93793","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_1.png","65","65","motor","1","26","1","0","0","",""
"null","","93903","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"565","","94474","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","75","75","motor","7","27","1","0","0","",""
"null","","94582","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"719","","95309","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_3.png","68","68","motor","3","28","1","0","0","",""
"null","","95419","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"338","","95764","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_3.png","68","68","motor","3","29","1","0","0","",""
"null","","95874","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","68","motor","","","","","","",""
"324","","96205","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_6.png","75","74","motor","6","30","0","1","0","",""
"280","","96492","HierDypvo10zx5","8i6st4zplc","msl000872","motorRepeat","img/motor_6.png","74","74","motor","6","30","1","0","0","",""
"null","","96600","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","74","motor","","","","","","",""
"352","","96959","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_1.png","65","65","motor","1","31","1","0","0","",""
"null","","97065","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"374","","97445","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","76","75","motor","7","32","0","1","0","",""
"263","","97714","HierDypvo10zx5","8i6st4zplc","msl000872","motorRepeat","img/motor_7.png","75","75","motor","7","32","1","0","0","",""
"null","","97822","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"384","","98212","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_7.png","75","75","motor","7","33","1","0","0","",""
"null","","98319","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","75","motor","","","","","","",""
"386","","98709","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_1.png","65","65","motor","1","34","1","0","0","",""
"null","","98815","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"365","","99186","HierDypvo10zx5","8i6st4zplc","msl000872","motor","img/motor_2.png","83","83","motor","2","35","1","0","0","",""
"null","","99290","HierDypvo10zx5","8i6st4zplc","msl000872","iti","img/motor_blank.png","null","83","motor","","","","","","",""
