"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"304078","{""Q0"":""msl000288""}","304102","HierDynp5uqfqq","l7lj4a6904","msl000288","","","","","","","","","","","","",""
"719","","304837","HierDynp5uqfqq","l7lj4a6904","msl000288","","","","","","","","","","","","",""
"","","306623","HierDynp5uqfqq","l7lj4a6904","msl000288","fullscreen","","","","","","","","","","","",""
"15649","{""Vision"":""Yes"",""Handedness"":""Left"",""Gender"":""male""}","322287","HierDynp5uqfqq","l7lj4a6904","msl000288","","[0,1,2]","","","","","","","","","","",""
"5614","{""Q0"":""19""}","327922","HierDynp5uqfqq","l7lj4a6904","msl000288","","","","","","","","","","","","",""
"151678","","479621","HierDynp5uqfqq","l7lj4a6904","msl000288","","","","","","","","","","","","",""
"1210","","480840","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","70","img/motor_4.png","70","motor","4","shape","1","1","0","0",""
"null","","480957","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"731","","481702","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","65","img/motor_1.png","65","motor","1","shape","2","1","0","0",""
"null","","481811","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"2652","","484472","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","65","img/motor_1.png","65","motor","1","shape","3","1","0","0",""
"null","","484580","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"1012","","485606","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","72","img/motor_5.png","72","motor","5","shape","4","1","0","0",""
"null","","485715","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"693","","486422","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","76","img/motor_8.png","76","motor","8","shape","5","1","0","0",""
"null","","486531","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"645","","487190","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","72","img/motor_5.png","72","motor","5","shape","6","1","0","0",""
"null","","487300","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"565","","487878","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","65","img/motor_1.png","65","motor","1","shape","7","1","0","0",""
"null","","487993","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"574","","488575","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","72","img/motor_5.png","72","motor","5","shape","8","1","0","0",""
"null","","488684","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"780","","489478","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","74","img/motor_6.png","74","motor","6","shape","9","1","0","0",""
"null","","489594","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"549","","490158","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","76","img/motor_8.png","76","motor","8","shape","10","1","0","0",""
"null","","490274","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"1014","","491296","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","75","img/motor_7.png","75","motor","7","shape","11","1","0","0",""
"null","","491404","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"1156","","492568","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","83","img/motor_2.png","83","motor","2","shape","12","1","0","0",""
"null","","492676","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"788","","493479","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","72","img/motor_5.png","72","motor","5","shape","13","1","0","0",""
"null","","493594","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"805","","494406","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","70","img/motor_4.png","70","motor","4","shape","14","1","0","0",""
"null","","494521","HierDynp5uqfqq","l7lj4a6904","msl000288","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"623","","495159","HierDynp5uqfqq","l7lj4a6904","msl000288","motor","","65","img/motor_1.png","65","motor","1","shape","15","1","0","0",""
