"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"10326","{""Q0"":""msl000304""}","10351","HierDyexh4fa9j","srz3rnyqgf","msl000304","","","","","","","","","","","","",""
"458","","10823","HierDyexh4fa9j","srz3rnyqgf","msl000304","","","","","","","","","","","","",""
"","","12531","HierDyexh4fa9j","srz3rnyqgf","msl000304","fullscreen","","","","","","","","","","","",""
"10963","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","23508","HierDyexh4fa9j","srz3rnyqgf","msl000304","","[0,1,2]","","","","","","","","","","",""
"5219","{""Q0"":""19""}","28735","HierDyexh4fa9j","srz3rnyqgf","msl000304","","","","","","","","","","","","",""
"80514","","109259","HierDyexh4fa9j","srz3rnyqgf","msl000304","","","","","","","","","","","","",""
"5870","","115144","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","70","img/motor_4.png","70","motor","4","shape","1","1","0","0",""
"null","","115253","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"835","","116097","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","72","img/motor_5.png","72","motor","5","shape","2","1","0","0",""
"null","","116211","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"1173","","117399","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","83","img/motor_2.png","83","motor","2","shape","3","1","0","0",""
"null","","117514","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"949","","118479","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","75","img/motor_7.png","75","motor","7","shape","4","1","0","0",""
"null","","118588","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"685","","119281","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","72","img/motor_5.png","72","motor","5","shape","5","1","0","0",""
"null","","119395","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"661","","120065","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","65","img/motor_1.png","65","motor","1","shape","6","1","0","0",""
"null","","120173","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"749","","120929","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","70","img/motor_3.png","68","motor","3","shape","7","0","1","0",""
"1063","","122001","HierDyexh4fa9j","srz3rnyqgf","msl000304","motorRepeat","","83","img/motor_3.png","68","motor","3","","7","0","1","0",""
"1913","","123921","HierDyexh4fa9j","srz3rnyqgf","msl000304","motorRepeat","","68","img/motor_3.png","68","motor","3","","7","1","0","0",""
"null","","124036","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"1093","","125137","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","74","img/motor_6.png","74","motor","6","shape","8","1","0","0",""
"null","","125245","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"636","","125895","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","72","img/motor_5.png","72","motor","5","shape","9","1","0","0",""
"null","","126010","HierDyexh4fa9j","srz3rnyqgf","msl000304","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"855","","126873","HierDyexh4fa9j","srz3rnyqgf","msl000304","motor","","83","img/motor_2.png","83","motor","2","shape","10","1","0","0",""
