"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"703470","{""Q0"":""msl000315""}","703505","HierDyzfpsfpch","mjuk2doaxz","msl000315","","","","","","","","","","","","",""
"2538","","706053","HierDyzfpsfpch","mjuk2doaxz","msl000315","","","","","","","","","","","","",""
"","","710080","HierDyzfpsfpch","mjuk2doaxz","msl000315","fullscreen","","","","","","","","","","","",""
"10392","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","720485","HierDyzfpsfpch","mjuk2doaxz","msl000315","","[0,1,2]","","","","","","","","","","",""
"5703","{""Q0"":""20""}","726205","HierDyzfpsfpch","mjuk2doaxz","msl000315","","","","","","","","","","","","",""
"94401","","820621","HierDyzfpsfpch","mjuk2doaxz","msl000315","","","","","","","","","","","","",""
"3347","","823978","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","70","img/motor_4.png","70","motor","4","color","1","1","0","0",""
"null","","824093","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"550","","824657","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","72","img/motor_5.png","72","motor","5","color","2","1","0","0",""
"null","","824767","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"51","","824833","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","72","img/motor_2.png","83","motor","2","color","3","0","1","0",""
"648","","825498","HierDyzfpsfpch","mjuk2doaxz","msl000315","motorRepeat","","83","img/motor_2.png","83","motor","2","","3","1","0","0",""
"null","","825612","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"511","","826130","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","75","img/motor_7.png","75","motor","7","color","4","1","0","0",""
"null","","826245","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"518","","826777","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","72","img/motor_5.png","72","motor","5","color","5","1","0","0",""
"null","","826887","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"484","","827386","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","65","img/motor_1.png","65","motor","1","color","6","1","0","0",""
"null","","827495","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"740","","828242","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","68","img/motor_3.png","68","motor","3","color","7","1","0","0",""
"null","","828351","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"949","","829307","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","74","img/motor_6.png","74","motor","6","color","8","1","0","0",""
"null","","829415","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"541","","829970","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","72","img/motor_5.png","72","motor","5","color","9","1","0","0",""
"null","","830085","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"749","","830850","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","83","img/motor_2.png","83","motor","2","color","10","1","0","0",""
"null","","830959","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"477","","831442","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","68","img/motor_3.png","68","motor","3","color","11","1","0","0",""
"null","","831551","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"502","","832066","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","76","img/motor_8.png","76","motor","8","color","12","1","0","0",""
"null","","832173","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"710","","832890","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","74","img/motor_6.png","74","motor","6","color","13","1","0","0",""
"null","","832998","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"861","","833868","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","83","img/motor_2.png","83","motor","2","color","14","1","0","0",""
"null","","833976","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"717","","834700","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","74","img/motor_6.png","74","motor","6","color","15","1","0","0",""
"null","","834814","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"548","","835371","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","70","img/motor_4.png","70","motor","4","color","16","1","0","0",""
"null","","835486","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"701","","836201","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","72","img/motor_6.png","74","motor","6","color","17","0","1","0",""
"530","","836746","HierDyzfpsfpch","mjuk2doaxz","msl000315","motorRepeat","","74","img/motor_6.png","74","motor","6","","17","1","0","0",""
"null","","836855","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"541","","837409","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","75","img/motor_7.png","75","motor","7","color","18","1","0","0",""
"null","","837524","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"391","","837930","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","74","img/motor_6.png","74","motor","6","color","19","1","0","0",""
"null","","838038","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"973","","839019","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","70","img/motor_3.png","68","motor","3","color","20","0","1","0",""
"336","","839364","HierDyzfpsfpch","mjuk2doaxz","msl000315","motorRepeat","","68","img/motor_3.png","68","motor","3","","20","1","0","0",""
"null","","839472","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"668","","840148","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","72","img/motor_5.png","72","motor","5","color","21","1","0","0",""
"null","","840262","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"700","","840978","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","68","img/motor_3.png","68","motor","3","color","22","1","0","0",""
"null","","841086","HierDyzfpsfpch","mjuk2doaxz","msl000315","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"517","","841618","HierDyzfpsfpch","mjuk2doaxz","msl000315","motor","","65","img/motor_1.png","65","motor","1","color","23","1","0","0",""
