"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"2222298","{""Q0"":""msl000221""}","2222328","HierDyjansotq7","8gsw3pfcys","msl000221","","","","","","","","","","","","",""
"1931","","2224273","HierDyjansotq7","8gsw3pfcys","msl000221","","","","","","","","","","","","",""
"","","2225855","HierDyjansotq7","8gsw3pfcys","msl000221","fullscreen","","","","","","","","","","","",""
"17878","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","2243748","HierDyjansotq7","8gsw3pfcys","msl000221","","[0,1,2]","","","","","","","","","","",""
"6003","{""Q0"":""21""}","2249768","HierDyjansotq7","8gsw3pfcys","msl000221","","","","","","","","","","","","",""
"107528","","2357303","HierDyjansotq7","8gsw3pfcys","msl000221","","","","","","","","","","","","",""
"1669","","2358983","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","68","img/motor_3.png","68","motor","3","shape","1","1","0","0",""
"null","","2359091","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"620","","2359719","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","70","img/motor_4.png","70","motor","4","shape","2","1","0","0",""
"null","","2359827","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"1085","","2360919","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","75","img/motor_7.png","75","motor","7","shape","3","1","0","0",""
"null","","2361033","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"805","","2361854","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","83","img/motor_2.png","83","motor","2","shape","4","1","0","0",""
"null","","2361962","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"741","","2362712","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","76","img/motor_8.png","76","motor","8","shape","5","1","0","0",""
"null","","2362819","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"580","","2363407","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","75","img/motor_7.png","75","motor","7","shape","6","1","0","0",""
"null","","2363516","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"476","","2363998","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","76","img/motor_8.png","76","motor","8","shape","7","1","0","0",""
"null","","2364112","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"358","","2364486","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","75","img/motor_7.png","75","motor","7","shape","8","1","0","0",""
"null","","2364594","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"606","","2365207","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","72","img/motor_5.png","72","motor","5","shape","9","1","0","0",""
"null","","2365321","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"614","","2365943","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","72","img/motor_5.png","72","motor","5","shape","10","1","0","0",""
"null","","2366058","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"501","","2366567","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","70","img/motor_4.png","70","motor","4","shape","11","1","0","0",""
"null","","2366682","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"509","","2367200","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","65","img/motor_1.png","65","motor","1","shape","12","1","0","0",""
"null","","2367313","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"765","","2368087","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","68","img/motor_3.png","68","motor","3","shape","13","1","0","0",""
"null","","2368202","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"741","","2368951","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","76","img/motor_8.png","76","motor","8","shape","14","1","0","0",""
"null","","2369065","HierDyjansotq7","8gsw3pfcys","msl000221","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"741","","2369815","HierDyjansotq7","8gsw3pfcys","msl000221","motor","","72","img/motor_4.png","70","motor","4","shape","15","0","1","0",""
