"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","stimulus","key_press","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"7835","{""Q0"":""msl000686""}","7862","HierDycka5bq6n","zxjkr193f7","msl000686","","","","","","","","","","","",""
"1883","","9750","HierDycka5bq6n","zxjkr193f7","msl000686","","","","","","","","","","","",""
"","","11967","HierDycka5bq6n","zxjkr193f7","msl000686","fullscreen","","","","","","","","","","",""
"39731","","51705","HierDycka5bq6n","zxjkr193f7","msl000686","","","","","","","","","","","",""
"744","","52459","HierDycka5bq6n","zxjkr193f7","msl000686","motor","img/motor_1.png","65","65","motor","1","1","1","0","0","",""
"null","","52565","HierDycka5bq6n","zxjkr193f7","msl000686","iti","img/motor_blank.png","null","65","motor","","","","","","",""
"903","","53475","HierDycka5bq6n","zxjkr193f7","msl000686","motor","img/motor_5.png","72","72","motor","5","2","1","0","0","",""
"null","","53581","HierDycka5bq6n","zxjkr193f7","msl000686","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"591","","54180","HierDycka5bq6n","zxjkr193f7","msl000686","motor","img/motor_4.png","70","70","motor","4","3","1","0","0","",""
"null","","54287","HierDycka5bq6n","zxjkr193f7","msl000686","iti","img/motor_blank.png","null","70","motor","","","","","","",""
"593","","54885","HierDycka5bq6n","zxjkr193f7","msl000686","motor","img/motor_6.png","75","74","motor","6","4","0","1","0","",""
"354","","55246","HierDycka5bq6n","zxjkr193f7","msl000686","motorRepeat","img/motor_6.png","74","74","motor","6","4","1","0","0","",""
"null","","55351","HierDycka5bq6n","zxjkr193f7","msl000686","iti","img/motor_blank.png","null","74","motor","","","","","","",""
"537","","55894","HierDycka5bq6n","zxjkr193f7","msl000686","motor","img/motor_2.png","68","83","motor","2","5","0","1","0","",""
"461","","56360","HierDycka5bq6n","zxjkr193f7","msl000686","motorRepeat","img/motor_2.png","83","83","motor","2","5","1","0","0","",""
"null","","56466","HierDycka5bq6n","zxjkr193f7","msl000686","iti","img/motor_blank.png","null","83","motor","","","","","","",""
"568","","57038","HierDycka5bq6n","zxjkr193f7","msl000686","motor","img/motor_5.png","72","72","motor","5","6","1","0","0","",""
"null","","57145","HierDycka5bq6n","zxjkr193f7","msl000686","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"459","","57610","HierDycka5bq6n","zxjkr193f7","msl000686","motor","img/motor_5.png","72","72","motor","5","7","1","0","0","",""
"null","","57718","HierDycka5bq6n","zxjkr193f7","msl000686","iti","img/motor_blank.png","null","72","motor","","","","","","",""
"522","","58246","HierDycka5bq6n","zxjkr193f7","msl000686","motor","img/motor_8.png","76","76","motor","8","8","1","0","0","",""
"null","","58353","HierDycka5bq6n","zxjkr193f7","msl000686","iti","img/motor_blank.png","null","76","motor","","","","","","",""
