"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"389536","{""Q0"":""msl000224""}","389573","HierDyqlbubra9","c0qak9zd10","msl000224","","","","","","","","","","","","",""
"1180","","390760","HierDyqlbubra9","c0qak9zd10","msl000224","","","","","","","","","","","","",""
"","","392770","HierDyqlbubra9","c0qak9zd10","msl000224","fullscreen","","","","","","","","","","","",""
"16693","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","409479","HierDyqlbubra9","c0qak9zd10","msl000224","","[0,1,2]","","","","","","","","","","",""
"5885","{""Q0"":""19""}","415380","HierDyqlbubra9","c0qak9zd10","msl000224","","","","","","","","","","","","",""
"137666","","553061","HierDyqlbubra9","c0qak9zd10","msl000224","","","","","","","","","","","","",""
"2387","","555465","HierDyqlbubra9","c0qak9zd10","msl000224","motor","","70","img/motor_4.png","70","motor","4","color","1","1","0","0",""
"null","","555575","HierDyqlbubra9","c0qak9zd10","msl000224","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"580","","556162","HierDyqlbubra9","c0qak9zd10","msl000224","motor","","65","img/motor_1.png","65","motor","1","color","2","1","0","0",""
"null","","556271","HierDyqlbubra9","c0qak9zd10","msl000224","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"443","","556722","HierDyqlbubra9","c0qak9zd10","msl000224","motor","","65","img/motor_1.png","65","motor","1","color","3","1","0","0",""
"null","","556831","HierDyqlbubra9","c0qak9zd10","msl000224","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"571","","557409","HierDyqlbubra9","c0qak9zd10","msl000224","motor","","72","img/motor_5.png","72","motor","5","color","4","1","0","0",""
"null","","557517","HierDyqlbubra9","c0qak9zd10","msl000224","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"477","","558002","HierDyqlbubra9","c0qak9zd10","msl000224","motor","","76","img/motor_8.png","76","motor","8","color","5","1","0","0",""
