"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"615141","{""Q0"":""msl000274""}","615174","HierDy6cgmdbpf","mky322pp4r","msl000274","","","","","","","","","","","","",""
"1117","","616305","HierDy6cgmdbpf","mky322pp4r","msl000274","","","","","","","","","","","","",""
"","","618005","HierDy6cgmdbpf","mky322pp4r","msl000274","fullscreen","","","","","","","","","","","",""
"20233","{""Vision"":""Yes"",""Handedness"":""Left"",""Gender"":""male""}","638245","HierDy6cgmdbpf","mky322pp4r","msl000274","","[0,1,2]","","","","","","","","","","",""
"5451","{""Q0"":""19""}","643711","HierDy6cgmdbpf","mky322pp4r","msl000274","","","","","","","","","","","","",""
"62884","","706604","HierDy6cgmdbpf","mky322pp4r","msl000274","","","","","","","","","","","","",""
"1471","","708090","HierDy6cgmdbpf","mky322pp4r","msl000274","motor","","70","img/motor_4.png","70","motor","4","color","1","1","0","0",""
"null","","708204","HierDy6cgmdbpf","mky322pp4r","msl000274","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"686","","708900","HierDy6cgmdbpf","mky322pp4r","msl000274","motor","","65","img/motor_1.png","65","motor","1","color","2","1","0","0",""
"null","","709008","HierDy6cgmdbpf","mky322pp4r","msl000274","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"2572","","711587","HierDy6cgmdbpf","mky322pp4r","msl000274","motor","","65","img/motor_1.png","65","motor","1","color","3","1","0","0",""
"null","","711695","HierDy6cgmdbpf","mky322pp4r","msl000274","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"933","","712635","HierDy6cgmdbpf","mky322pp4r","msl000274","motor","","74","img/motor_5.png","72","motor","5","color","4","0","1","0",""
"1064","","713714","HierDy6cgmdbpf","mky322pp4r","msl000274","motorRepeat","","72","img/motor_5.png","72","motor","5","","4","1","0","0",""
"null","","713823","HierDy6cgmdbpf","mky322pp4r","msl000274","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"1589","","715420","HierDy6cgmdbpf","mky322pp4r","msl000274","motor","","76","img/motor_8.png","76","motor","8","color","5","1","0","0",""
"null","","715528","HierDy6cgmdbpf","mky322pp4r","msl000274","iti","","null","img/motor_8.png","76","motor","","","","","","",""
