"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","type","trialNum","corr","repeatTrial","motorSwitch","pracCounter"
"5022739","{""Q0"":""msl000228""}","5022757","HierDy7upkdnvo","u3b391b0ib","msl000228","","","","","","","","","","","","",""
"2674","","5025436","HierDy7upkdnvo","u3b391b0ib","msl000228","","","","","","","","","","","","",""
"","","5032642","HierDy7upkdnvo","u3b391b0ib","msl000228","fullscreen","","","","","","","","","","","",""
"9010","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","5041670","HierDy7upkdnvo","u3b391b0ib","msl000228","","[0,1,2]","","","","","","","","","","",""
"4793","{""Q0"":""20""}","5046472","HierDy7upkdnvo","u3b391b0ib","msl000228","","","","","","","","","","","","",""
"102454","","5148940","HierDy7upkdnvo","u3b391b0ib","msl000228","","","","","","","","","","","","",""
"1475","","5150425","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","75","img/motor_7.png","75","motor","7","shape","1","1","0","0",""
"null","","5150533","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"3052","","5153593","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","76","img/motor_8.png","76","motor","8","shape","2","1","0","0",""
"null","","5153701","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"571","","5154286","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","3","1","0","0",""
"null","","5154396","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"397","","5154801","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","74","img/motor_6.png","74","motor","6","shape","4","1","0","0",""
"null","","5154909","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"443","","5155367","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","76","img/motor_8.png","76","motor","8","shape","5","1","0","0",""
"null","","5155476","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"422","","5155911","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","75","img/motor_7.png","75","motor","7","shape","6","1","0","0",""
"null","","5156020","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"373","","5156401","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","7","1","0","0",""
"null","","5156508","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"363","","5156881","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","74","img/motor_6.png","74","motor","6","shape","8","1","0","0",""
"null","","5156995","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"398","","5157401","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_1.png","65","motor","1","shape","9","0","1","0",""
"351","","5157766","HierDy7upkdnvo","u3b391b0ib","msl000228","motorRepeat","","65","img/motor_1.png","65","motor","1","","9","1","0","0",""
"null","","5157875","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"422","","5158305","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_2.png","83","motor","2","shape","10","1","0","0",""
"null","","5158419","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"525","","5158958","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","11","1","0","0",""
"null","","5159067","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"477","","5159552","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_2.png","83","motor","2","shape","12","1","0","0",""
"null","","5159660","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"549","","5160217","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","75","img/motor_7.png","75","motor","7","shape","13","1","0","0",""
"null","","5160331","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"597","","5160937","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","70","img/motor_4.png","70","motor","4","shape","14","1","0","0",""
"null","","5161045","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"396","","5161448","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","70","img/motor_4.png","70","motor","4","shape","15","1","0","0",""
"null","","5161563","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"454","","5162025","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","65","img/motor_1.png","65","motor","1","shape","16","1","0","0",""
"null","","5162139","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"373","","5162521","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","65","img/motor_1.png","65","motor","1","shape","17","1","0","0",""
"null","","5162635","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"685","","5163329","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","74","img/motor_6.png","74","motor","6","shape","18","1","0","0",""
"null","","5163443","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"453","","5163905","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","76","img/motor_8.png","76","motor","8","shape","19","1","0","0",""
"null","","5164019","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"517","","5164544","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_2.png","83","motor","2","shape","20","1","0","0",""
"null","","5164652","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"420","","5165081","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","76","img/motor_8.png","76","motor","8","shape","21","1","0","0",""
"null","","5165189","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"475","","5165673","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","76","img/motor_8.png","76","motor","8","shape","22","1","0","0",""
"null","","5165787","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"469","","5166265","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","23","1","0","0",""
"null","","5166378","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"485","","5166879","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_2.png","83","motor","2","shape","24","1","0","0",""
"null","","5166994","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"487","","5167495","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","75","img/motor_7.png","75","motor","7","shape","25","1","0","0",""
"null","","5167604","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"428","","5168040","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","74","img/motor_6.png","74","motor","6","shape","26","1","0","0",""
"null","","5168148","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"373","","5168535","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","74","img/motor_6.png","74","motor","6","shape","27","1","0","0",""
"null","","5168644","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"413","","5169065","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","28","1","0","0",""
"null","","5169174","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"427","","5169615","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","75","img/motor_7.png","75","motor","7","shape","29","1","0","0",""
"null","","5169724","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"430","","5170161","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_2.png","83","motor","2","shape","30","1","0","0",""
"null","","5170275","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"541","","5170824","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","70","img/motor_4.png","70","motor","4","shape","31","1","0","0",""
"null","","5170932","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"381","","5171327","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","68","img/motor_3.png","68","motor","3","shape","32","1","0","0",""
"null","","5171436","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"405","","5171849","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","33","1","0","0",""
"null","","5171957","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"475","","5172441","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","68","img/motor_3.png","68","motor","3","shape","34","1","0","0",""
"null","","5172555","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"509","","5173074","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","70","img/motor_4.png","70","motor","4","shape","35","1","0","0",""
"null","","5173187","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"413","","5173608","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","68","img/motor_3.png","68","motor","3","shape","36","1","0","0",""
"null","","5173722","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"454","","5174185","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","75","img/motor_6.png","74","motor","6","shape","37","0","1","0",""
"344","","5174542","HierDy7upkdnvo","u3b391b0ib","msl000228","motorRepeat","","74","img/motor_6.png","74","motor","6","","37","1","0","0",""
"null","","5174658","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"518","","5175191","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","76","img/motor_8.png","76","motor","8","shape","38","1","0","0",""
"null","","5175305","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"568","","5175880","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","70","img/motor_4.png","70","motor","4","shape","39","1","0","0",""
"null","","5175988","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"428","","5176424","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","76","img/motor_8.png","76","motor","8","shape","40","1","0","0",""
"null","","5176539","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"573","","5177119","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_3.png","68","motor","3","shape","41","0","1","0",""
"433","","5177567","HierDy7upkdnvo","u3b391b0ib","msl000228","motorRepeat","","68","img/motor_3.png","68","motor","3","","41","1","0","0",""
"null","","5177675","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"470","","5178153","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_2.png","83","motor","2","shape","42","1","0","0",""
"null","","5178266","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"486","","5178761","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","68","img/motor_3.png","68","motor","3","shape","43","1","0","0",""
"null","","5178874","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"461","","5179345","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","65","img/motor_1.png","65","motor","1","shape","44","1","0","0",""
"null","","5179460","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"461","","5179929","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","45","1","0","0",""
"null","","5180043","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"428","","5180481","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","83","img/motor_3.png","68","motor","3","shape","46","0","1","0",""
"273","","5180761","HierDy7upkdnvo","u3b391b0ib","msl000228","motorRepeat","","68","img/motor_3.png","68","motor","3","","46","1","0","0",""
"null","","5180869","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"429","","5181305","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","47","1","0","0",""
"null","","5181419","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"493","","5181921","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","75","img/motor_7.png","75","motor","7","shape","48","1","0","0",""
"null","","5182035","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"501","","5182551","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","70","img/motor_4.png","70","motor","4","shape","49","1","0","0",""
"null","","5182666","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"431","","5183105","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","72","img/motor_5.png","72","motor","5","shape","50","1","0","0",""
"null","","5183219","HierDy7upkdnvo","u3b391b0ib","msl000228","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"597","","5183825","HierDy7upkdnvo","u3b391b0ib","msl000228","motor","","68","img/motor_3.png","68","motor","3","shape","51","1","0","0",""
