id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter,day
sub22,10,free,1,1,motor,1,1,1,0.525,1,0,1
sub22,10,free,1,2,motor,8,8,1,0.525,1,0,1
sub22,10,free,1,3,motor,5,5,1,0.582,1,0,1
sub22,10,free,1,4,motor,4,4,1,0.561,1,0,1
sub22,10,free,1,5,motor,6,6,1,0.627,1,0,1
sub22,10,free,1,6,motor,8,8,1,0.482,1,0,1
sub22,10,free,1,7,motor,1,1,1,0.550,1,0,1
sub22,10,free,1,8,motor,4,4,1,0.473,1,0,1
sub22,10,free,1,9,motor,3,3,1,0.600,1,0,1
sub22,10,free,1,10,motor,1,1,1,0.433,1,0,1
sub22,10,free,1,11,motor,4,4,1,0.499,1,0,1
sub22,10,free,1,12,motor,2,2,1,0.536,1,0,1
sub22,10,free,1,13,motor,3,3,1,0.616,1,0,1
sub22,10,free,1,14,motor,2,2,1,0.512,1,0,1
sub22,10,free,1,15,motor,6,6,1,0.693,1,0,1
sub22,10,free,1,16,motor,2,2,1,0.576,1,0,1
sub22,10,free,1,17,motor,1,1,1,0.624,1,0,1
sub22,10,free,1,18,motor,6,6,1,0.735,1,0,1
sub22,10,free,1,19,motor,3,3,1,0.693,1,0,1
sub22,10,free,1,20,motor,8,8,1,0.521,1,0,1
sub22,10,free,1,21,motor,1,1,1,0.527,1,0,1
sub22,10,free,1,22,motor,5,5,1,0.629,1,0,1
sub22,10,free,1,23,motor,1,1,1,0.561,1,0,1
sub22,10,free,1,24,motor,3,3,1,0.820,1,0,1
sub22,10,free,1,25,motor,8,8,1,0.532,1,0,1
sub22,10,free,1,26,motor,3,3,1,0.546,1,0,1
sub22,10,free,1,27,motor,5,5,1,0.627,1,0,1
sub22,10,free,1,28,motor,4,4,1,0.649,1,0,1
sub22,10,free,1,29,motor,8,8,1,0.487,1,0,1
sub22,10,free,1,30,motor,7,7,1,0.662,1,0,1
sub22,10,free,1,31,motor,2,2,1,0.576,1,0,1
sub22,10,free,1,32,motor,7,7,1,0.574,1,0,1
sub22,10,free,1,33,motor,7,7,1,0.659,1,0,1
sub22,10,free,1,34,motor,6,6,1,0.725,1,0,1
sub22,10,free,1,35,motor,1,1,1,0.646,1,0,1
sub22,10,free,1,36,motor,4,4,1,0.611,1,0,1
sub22,10,free,1,37,motor,3,3,1,0.690,1,0,1
sub22,10,free,1,38,motor,4,4,1,0.781,1,0,1
sub22,10,free,1,39,motor,2,2,1,0.592,1,0,1
sub22,10,free,1,40,motor,7,7,1,0.770,1,0,1
sub22,10,free,1,41,motor,1,1,1,0.715,1,0,1
sub22,10,free,1,42,motor,7,7,1,0.622,1,0,1
sub22,10,free,1,43,motor,2,2,1,0.613,1,0,1
sub22,10,free,1,44,motor,2,2,1,0.537,1,0,1
sub22,10,free,1,45,motor,5,5,1,0.968,1,0,1
sub22,10,free,1,46,motor,4,4,1,0.606,1,0,1
sub22,10,free,1,47,motor,6,6,1,1.083,1,0,1
sub22,10,free,1,48,motor,5,5,1,0.551,1,0,1
sub22,10,free,1,49,motor,7,7,1,0.633,1,0,1
sub22,10,free,1,50,motor,5,5,1,0.505,1,0,1
sub22,10,free,1,51,motor,6,6,1,0.640,1,0,1
sub22,10,free,1,52,motor,3,3,1,0.589,1,0,1
sub22,10,free,1,53,motor,7,7,1,0.687,1,0,1
sub22,10,free,1,54,motor,3,3,1,0.883,1,0,1
sub22,10,free,1,55,motor,2,2,1,0.587,1,0,1
sub22,10,free,1,56,motor,5,5,1,0.531,1,0,1
sub22,10,free,1,57,motor,7,7,1,0.487,1,0,1
sub22,10,free,1,58,motor,3,3,1,0.758,1,0,1
sub22,10,free,1,59,motor,6,6,1,0.667,1,0,1
sub22,10,free,1,60,motor,1,1,1,0.523,1,0,1
sub22,10,free,1,61,motor,2,2,1,0.670,1,0,1
sub22,10,free,1,62,motor,4,4,1,0.501,1,0,1
sub22,10,free,1,63,motor,1,1,1,0.486,1,0,1
sub22,10,free,1,64,motor,8,8,1,0.576,1,0,1
sub22,10,free,1,65,motor,7,7,1,0.752,1,0,1
sub22,10,free,1,66,motor,8,8,1,0.475,1,0,1
sub22,10,free,1,67,motor,4,4,1,0.569,1,0,1
sub22,10,free,1,68,motor,8,8,1,0.523,1,0,1
sub22,10,free,1,69,motor,3,3,1,0.590,1,0,1
sub22,10,free,1,70,motor,1,1,1,0.490,1,0,1
sub22,10,free,1,71,motor,3,3,1,0.537,1,0,1
sub22,10,free,1,72,motor,1,1,1,0.465,1,0,1
sub22,10,free,1,73,motor,7,7,1,0.637,1,0,1
sub22,10,free,1,74,motor,4,4,1,0.587,1,0,1
sub22,10,free,1,75,motor,5,5,1,0.689,1,0,1
sub22,10,free,1,76,motor,2,2,1,0.563,1,0,1
sub22,10,free,1,77,motor,6,6,1,0.698,1,0,1
sub22,10,free,1,78,motor,7,7,1,0.565,1,0,1
sub22,10,free,1,79,motor,4,4,1,0.517,1,0,1
