id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter,day
17,5,free,1,1,motor,1,1,1,0.465,1,0,1
17,5,free,1,2,motor,3,3,1,0.714,1,0,1
17,5,free,1,3,motor,4,4,1,0.487,1,0,1
17,5,free,1,4,motor,1,1,1,0.447,1,0,1
17,5,free,1,5,motor,1,1,1,0.567,1,0,1
17,5,free,1,6,motor,8,8,1,0.627,1,0,1
17,5,free,1,7,motor,4,4,1,0.488,1,0,1
17,5,free,1,8,motor,1,1,1,0.583,1,0,1
17,5,free,1,9,motor,6,6,1,0.680,1,0,1
17,5,free,1,10,motor,2,2,1,0.821,1,0,1
17,5,free,1,11,motor,7,7,1,0.544,1,0,1
17,5,free,1,12,motor,5,5,1,0.502,1,0,1
17,5,free,1,13,motor,2,2,1,0.585,1,0,1
17,5,free,1,14,motor,1,1,1,0.487,1,0,1
17,5,free,1,15,motor,5,5,1,0.434,1,0,1
17,5,free,1,16,motor,3,3,1,0.529,1,0,1
17,5,free,1,17,motor,1,1,1,0.481,1,0,1
17,5,free,1,18,motor,3,3,1,0.502,1,0,1
17,5,free,1,19,motor,2,2,1,0.664,1,0,1
17,5,free,1,20,motor,1,1,1,0.410,1,0,1
17,5,free,1,21,motor,1,1,1,0.535,1,0,1
17,5,free,1,22,motor,3,3,1,0.564,1,0,1
17,5,free,1,23,motor,3,3,1,0.406,1,0,1
17,5,free,1,24,motor,4,4,1,0.471,1,0,1
17,5,free,1,25,motor,8,8,1,0.651,1,0,1
17,5,free,1,26,motor,1,1,1,0.485,1,0,1
17,5,free,1,27,motor,7,7,1,0.659,1,0,1
17,5,free,1,28,motor,4,4,1,0.612,1,0,1
17,5,free,1,29,motor,8,7,0,0.485,1,0,1
17,5,free,1,29,motor,8,8,1,0.685,2,0,1
17,5,free,1,30,motor,5,5,1,0.532,1,0,1
17,5,free,1,31,motor,7,7,1,0.546,1,0,1
17,5,free,1,32,motor,7,7,1,0.334,1,0,1
17,5,free,1,33,motor,8,8,1,0.596,1,0,1
17,5,free,1,34,motor,7,7,1,0.434,1,0,1
17,5,free,1,35,motor,4,4,1,0.448,1,0,1
17,5,free,1,36,motor,7,7,1,0.498,1,0,1
17,5,free,1,37,motor,6,6,1,0.667,1,0,1
17,5,free,1,38,motor,5,5,1,0.501,1,0,1
17,5,free,1,39,motor,7,7,1,0.514,1,0,1
17,5,free,1,40,motor,2,2,1,0.828,1,0,1
17,5,free,1,41,motor,4,4,1,0.455,1,0,1
17,5,free,1,42,motor,2,2,1,0.443,1,0,1
17,5,free,1,43,motor,8,8,1,0.613,1,0,1
17,5,free,1,44,motor,6,7,0,0.379,1,0,1
17,5,free,1,44,motor,6,6,1,0.279,2,0,1
17,5,free,1,45,motor,7,7,1,0.532,1,0,1
17,5,free,1,46,motor,2,2,1,0.746,1,0,1
17,5,free,1,47,motor,2,2,1,0.430,1,0,1
17,5,free,1,48,motor,3,3,1,0.517,1,0,1
17,5,free,1,49,motor,1,1,1,0.474,1,0,1
17,5,free,1,50,motor,5,5,1,0.530,1,0,1
17,5,free,1,51,motor,1,1,1,0.570,1,0,1
17,5,free,1,52,motor,2,2,1,0.668,1,0,1
17,5,free,1,53,motor,7,7,1,0.571,1,0,1
17,5,free,1,54,motor,4,4,1,0.617,1,0,1
17,5,free,1,55,motor,5,5,1,0.432,1,0,1
17,5,free,1,56,motor,2,2,1,0.642,1,0,1
17,5,free,1,57,motor,7,6,0,1.099,1,0,1
17,5,free,1,57,motor,7,7,1,0.279,2,0,1
17,5,free,1,58,motor,3,3,1,0.700,1,0,1
17,5,free,1,59,motor,7,7,1,0.563,1,0,1
17,5,free,1,60,motor,3,2,0,0.421,1,0,1
17,5,free,1,60,motor,3,3,1,0.350,2,0,1
17,5,free,1,61,motor,1,1,1,0.550,1,0,1
17,5,free,1,62,motor,4,4,1,0.433,1,0,1
17,5,free,1,63,motor,7,7,1,0.567,1,0,1
17,5,free,1,64,motor,7,7,1,0.351,1,0,1
17,5,free,1,65,motor,3,3,1,0.765,1,0,1
17,5,free,1,66,motor,5,5,1,0.572,1,0,1
17,5,free,1,67,motor,1,1,1,0.704,1,0,1
17,5,free,1,68,motor,4,4,1,0.734,1,0,1
17,5,free,1,69,motor,1,1,1,0.633,1,0,1
17,5,free,1,70,motor,1,1,1,0.471,1,0,1
17,5,free,1,71,motor,3,3,1,0.991,1,0,1
17,5,free,1,72,motor,1,1,1,0.396,1,0,1
17,5,free,1,73,motor,4,4,1,0.447,1,0,1
17,5,free,1,74,motor,5,5,1,0.414,1,0,1
17,5,free,1,75,motor,8,8,1,0.867,1,0,1
17,5,free,1,76,motor,4,4,1,0.579,1,0,1
17,5,free,1,77,motor,3,3,1,1.107,1,0,1
17,5,free,1,78,motor,5,5,1,0.446,1,0,1
17,5,free,1,79,motor,8,8,1,0.485,1,0,1
17,5,free,1,80,motor,8,8,1,0.435,1,0,1
17,5,free,1,81,motor,1,1,1,0.460,1,0,1
17,5,free,1,82,motor,7,7,1,0.512,1,0,1
17,5,free,1,83,motor,8,8,1,0.519,1,0,1
17,5,free,1,84,motor,4,4,1,0.574,1,0,1
17,5,free,1,85,motor,7,7,1,0.597,1,0,1
17,5,free,1,86,motor,6,6,1,0.475,1,0,1
17,5,free,1,87,motor,4,4,1,0.725,1,0,1
17,5,free,1,88,motor,7,7,1,0.496,1,0,1
17,5,free,1,89,motor,2,2,1,0.724,1,0,1
17,5,free,1,90,motor,7,7,1,0.430,1,0,1
17,5,free,1,91,motor,8,8,1,0.598,1,0,1
17,5,free,1,92,motor,4,4,1,0.482,1,0,1
17,5,free,1,93,motor,5,5,1,0.377,1,0,1
