id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
22,4,forced,2,1,motor,5,5,0,0,1.200,1.326,0
22,4,forced,2,2,motor,2,2,1,1,0.500,0.574,0
22,4,forced,2,3,motor,8,8,0,0,0.200,0.322,0
22,4,forced,2,4,motor,3,3,1,1,0.500,0.425,0
22,4,forced,2,5,motor,8,8,0,0,1.200,1.053,0
22,4,forced,2,6,motor,6,5,0,0,0.100,0.305,0
22,4,forced,2,7,motor,8,8,1,1,0.900,0.938,0
22,4,forced,2,8,motor,5,5,1,1,1,1.030,0
22,4,forced,2,9,motor,4,4,0,0,0.200,0.364,0
22,4,forced,2,10,motor,5,5,1,1,1.200,1.179,0
22,4,forced,2,11,motor,4,4,0,0,0.600,0.775,0
22,4,forced,2,12,motor,7,7,0,0,0.200,0.332,0
22,4,forced,2,13,motor,4,4,0,0,0.500,0.662,0
22,4,forced,2,14,motor,1,1,1,1,1,0.931,0
22,4,forced,2,15,motor,1,1,0,0,0.900,0.762,0
22,4,forced,2,16,motor,2,2,0,0,0.300,0.430,0
22,4,forced,2,17,motor,4,4,0,0,0.500,0.606,0
22,4,forced,2,18,motor,7,7,1,1,1.100,1.081,0
22,4,forced,2,19,motor,8,8,1,1,1.200,1.184,0
22,4,forced,2,20,motor,6,6,0,0,0.200,0.434,0
22,4,forced,5,1,learn,4,3,0,0,1.200,1.547,0
22,4,forced,5,2,learn,5,5,0,0,0.500,0.870,0
22,4,forced,5,3,learn,1,3,0,1,0.200,0.156,0
22,4,forced,5,4,learn,1,2,0,0,0.500,0.321,0
22,4,forced,5,5,learn,4,3,0,1,1.200,1.131,0
22,4,forced,5,6,learn,8,7,0,0,0.100,0.826,0
22,4,forced,5,7,learn,1,1,1,1,0.900,0.974,0
22,4,forced,5,8,learn,3,3,0,0,1,0.896,0
22,4,forced,5,9,learn,7,5,0,0,0.200,0.776,0
22,4,forced,5,10,learn,1,1,0,0,1.200,1.065,0
22,4,forced,5,11,learn,4,3,0,0,0.600,0.976,0
22,4,forced,5,12,learn,5,5,0,0,0.200,0.620,0
22,4,forced,5,13,learn,1,1,0,0,0.500,0.819,0
22,4,forced,5,14,learn,5,5,1,1,1,0.961,0
22,4,forced,5,15,learn,4,3,0,1,0.900,0.894,0
22,4,forced,5,16,learn,7,4,0,1,0.300,0.244,0
22,4,forced,5,17,learn,5,5,1,1,0.500,0.500,0
22,4,forced,5,18,learn,1,1,1,1,1.100,1.050,0
22,4,forced,5,19,learn,5,5,1,1,1.200,1.196,0
22,4,forced,5,20,learn,5,5,0,0,0.200,0.544,0
22,4,forced,5,21,learn,7,6,0,0,0.800,0.911,0
22,4,forced,5,22,learn,2,2,1,1,1,0.934,0
22,4,forced,5,23,learn,2,2,1,1,0.900,0.961,0
22,4,forced,5,24,learn,4,4,0,0,0.900,1.056,0
22,4,forced,5,25,learn,2,2,1,1,1.200,1.147,0
22,4,forced,5,26,learn,2,2,1,1,1,0.935,0
22,4,forced,5,27,learn,4,4,1,1,0.800,0.792,0
22,4,forced,5,28,learn,6,8,0,0,0.800,1.015,0
22,4,forced,5,29,learn,7,7,1,1,0.800,0.822,0
22,4,forced,5,30,learn,3,2,0,0,0.500,0.820,0
22,4,forced,5,31,learn,6,8,0,0,0.500,0.782,0
22,4,forced,5,32,learn,7,6,0,1,0.200,0.278,0
22,4,forced,5,33,learn,5,5,1,1,0.900,0.920,0
22,4,forced,5,34,learn,6,7,0,0,0.500,0.783,0
22,4,forced,5,35,learn,3,6,0,0,0.900,1.085,0
22,4,forced,5,36,learn,6,6,1,1,0.400,0.406,0
22,4,forced,5,37,learn,8,8,1,1,1,0.946,0
22,4,forced,5,38,learn,3,3,0,0,0.600,0.926,0
22,4,forced,5,39,learn,3,3,1,1,0.700,0.723,0
22,4,forced,5,40,learn,5,5,1,1,0.800,0.827,0
22,4,forced,5,41,learn,5,5,0,0,0.300,0.560,0
22,4,forced,5,42,learn,2,2,1,1,1.100,1.030,0
22,4,forced,5,43,learn,6,8,0,0,0.900,1.092,0
22,4,forced,5,44,learn,5,5,0,0,1.200,1.079,0
22,4,forced,5,45,learn,8,7,0,0,0.100,0.505,0
22,4,forced,5,46,learn,8,8,0,0,0.300,0.515,0
22,4,forced,5,47,learn,3,2,0,0,0.500,0.673,0
22,4,forced,5,48,learn,7,3,0,0,0.100,0.211,0
22,4,forced,5,49,learn,1,2,0,0,0.400,0.762,0
22,4,forced,5,50,learn,8,3,0,1,1,0.965,0
22,4,forced,5,51,learn,4,6,0,0,0.500,0.788,0
22,4,forced,5,52,learn,2,2,0,0,0.100,0.460,0
22,4,forced,5,53,learn,3,4,0,0,0.700,0.936,0
22,4,forced,5,54,learn,8,7,0,0,0.900,1.210,0
22,4,forced,5,55,learn,3,3,0,0,0.200,0.676,0
22,4,forced,5,56,learn,1,6,0,1,0.300,0.292,0
22,4,forced,5,57,learn,5,5,1,1,0.600,0.698,0
22,4,forced,5,58,learn,3,3,1,1,1.200,1.246,0
22,4,forced,5,59,learn,1,1,1,1,0.800,0.888,0
22,4,forced,5,60,learn,7,6,0,0,0.600,0.991,0
22,4,forced,5,61,learn,2,2,0,0,0.300,0.572,0
22,4,forced,5,62,learn,2,4,0,0,0.200,0.321,0
22,4,forced,5,63,learn,3,3,1,1,0.800,0.812,0
22,4,forced,5,64,learn,6,7,0,0,0.200,0.752,0
22,4,forced,5,65,learn,8,7,0,0,0.800,0.915,0
22,4,forced,5,66,learn,6,6,0,0,0.600,0.738,0
22,4,forced,5,67,learn,6,6,1,1,1.100,1.010,0
22,4,forced,5,68,learn,5,5,1,1,0.600,0.647,0
22,4,forced,5,69,learn,4,3,0,1,1.100,1.136,0
22,4,forced,5,70,learn,7,7,0,0,0.700,0.941,0
