id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
32,2,forced,2,1,motor,4,4,0,0,1.200,0.580,0
32,2,forced,2,2,motor,6,7,0,0,0.500,0.388,0
32,2,forced,2,3,motor,4,6,0,0,0.500,0.357,0
32,2,forced,2,4,motor,8,8,1,1,0.300,0.327,0
32,2,forced,2,5,motor,2,2,0,0,1.200,0.999,0
32,2,forced,2,6,motor,5,6,0,0,0.600,0.428,0
32,2,forced,2,7,motor,5,7,0,0,0.100,0.347,0
32,2,forced,2,8,motor,2,2,0,0,0.500,0.632,0
32,2,forced,2,9,motor,4,4,0,0,0.900,0.777,0
32,2,forced,2,10,motor,5,6,0,1,0.800,0.736,0
32,2,forced,2,11,motor,6,7,0,0,0.600,0.482,0
32,2,forced,2,12,motor,5,6,0,0,0.200,0.329,0
32,2,forced,2,13,motor,7,8,0,1,1,0.905,0
32,2,forced,2,14,motor,5,6,0,0,0.600,0.485,0
32,2,forced,2,15,motor,4,4,0,0,0.100,0.218,0
32,2,forced,2,16,motor,2,3,0,1,0.300,0.284,0
32,2,forced,2,17,motor,3,3,1,1,1.100,1.029,0
32,2,forced,2,18,motor,7,7,0,0,1,0.895,0
32,2,forced,2,19,motor,2,2,1,1,0.400,0.431,0
32,2,forced,2,20,motor,8,8,1,1,1.200,1.085,0
32,2,forced,5,1,learn,2,2,0,0,1.200,1.394,0
32,2,forced,5,2,learn,3,3,1,1,0.500,0.596,0
32,2,forced,5,3,learn,6,5,0,1,0.500,0.512,0
32,2,forced,5,4,learn,8,3,0,1,0.300,0.213,0
32,2,forced,5,5,learn,5,5,0,0,1.200,1.045,0
32,2,forced,5,6,learn,7,6,0,1,0.600,0.513,0
32,2,forced,5,7,learn,1,2,0,1,0.100,0.129,0
32,2,forced,5,8,learn,8,6,0,1,0.500,0.524,0
32,2,forced,5,9,learn,8,8,1,1,0.900,0.816,0
32,2,forced,5,10,learn,3,3,0,0,0.800,0.680,0
32,2,forced,5,11,learn,3,3,1,1,0.600,0.566,0
32,2,forced,5,12,learn,7,5,0,1,0.200,0.107,0
32,2,forced,5,13,learn,6,6,1,1,1,0.958,0
32,2,forced,5,14,learn,4,3,0,1,0.600,0.582,0
32,2,forced,5,15,learn,6,2,0,1,0.100,0.124,0
32,2,forced,5,16,learn,6,7,0,0,0.300,0.160,0
32,2,forced,5,17,learn,4,3,0,1,1.100,1.014,0
32,2,forced,5,18,learn,8,8,1,1,1,0.910,0
32,2,forced,5,19,learn,2,6,0,1,0.400,0.482,0
32,2,forced,5,20,learn,7,7,1,1,1.200,1.100,0
32,2,forced,5,21,learn,7,3,0,0,0.400,0.242,0
32,2,forced,5,22,learn,2,2,1,1,1.200,1.101,0
32,2,forced,5,23,learn,1,1,1,1,1,0.913,0
32,2,forced,5,24,learn,8,8,1,1,1,0.910,0
32,2,forced,5,25,learn,3,3,1,1,1.200,1.255,0
32,2,forced,5,26,learn,8,8,1,1,0.900,0.852,0
32,2,forced,5,27,learn,1,1,0,0,1.200,1.080,0
32,2,forced,5,28,learn,3,3,1,1,1.200,1.096,0
32,2,forced,5,29,learn,7,6,0,1,0.700,0.701,0
32,2,forced,5,30,learn,5,5,1,1,0.600,0.516,0
32,2,forced,5,31,learn,1,1,1,1,0.700,0.636,0
32,2,forced,5,32,learn,4,3,0,1,0.600,0.616,0
32,2,forced,5,33,learn,1,1,0,0,0.500,0.617,0
32,2,forced,5,34,learn,2,2,1,1,0.800,0.759,0
32,2,forced,5,35,learn,1,1,1,1,0.600,0.530,0
32,2,forced,5,36,learn,6,7,0,0,0.500,0.626,0
32,2,forced,5,37,learn,4,1,0,0,0.300,0.480,0
32,2,forced,5,38,learn,3,3,1,1,1.100,1.009,0
32,2,forced,5,39,learn,2,2,1,1,1.200,1.114,0
32,2,forced,5,40,learn,3,4,0,0,0.700,0.801,0
32,2,forced,5,41,learn,5,5,0,0,1.100,0.969,0
32,2,forced,5,42,learn,4,3,0,1,0.800,0.719,0
32,2,forced,5,43,learn,5,5,1,1,0.500,0.485,0
32,2,forced,5,44,learn,7,7,1,1,1,0.901,0
32,2,forced,5,45,learn,4,4,1,1,1.200,1.194,0
32,2,forced,5,46,learn,8,6,0,0,0.200,0.529,0
32,2,forced,5,47,learn,5,8,0,0,0.300,0.156,0
32,2,forced,5,48,learn,5,5,0,0,0.800,0.671,0
32,2,forced,5,49,learn,7,7,1,1,0.700,0.660,0
32,2,forced,5,50,learn,6,6,0,0,0.400,0.191,0
32,2,forced,5,51,learn,2,8,0,0,0.300,0.122,0
32,2,forced,5,52,learn,6,2,0,1,0.400,0.377,0
32,2,forced,5,53,learn,3,3,1,1,1,1.098,0
32,2,forced,5,54,learn,4,4,1,1,0.800,0.753,0
32,2,forced,5,55,learn,7,6,0,0,0.400,0.213,0
32,2,forced,5,56,learn,6,6,1,1,1.100,1.018,0
32,2,forced,5,57,learn,4,3,0,1,0.800,0.724,0
32,2,forced,5,58,learn,2,2,0,0,0.500,0.727,0
32,2,forced,5,59,learn,2,3,0,1,0.100,0.143,0
32,2,forced,5,60,learn,6,6,1,1,1,0.968,0
32,2,forced,5,61,learn,3,8,0,0,0.100,-0.022,0
32,2,forced,5,62,learn,3,3,1,1,1.200,1.147,0
32,2,forced,5,63,learn,8,6,0,1,0.700,0.636,0
