id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
24,6,forced,2,1,motor,8,8,0,0,1.200,5.562,0
24,6,forced,2,2,motor,4,4,0,0,0.400,0.884,0
24,6,forced,2,3,motor,4,4,1,1,0.300,0.252,0
24,6,forced,2,4,motor,5,5,1,1,1,0.916,0
24,6,forced,2,5,motor,1,1,1,1,1.100,1.099,0
24,6,forced,2,6,motor,4,4,1,1,0.200,0.211,0
24,6,forced,2,7,motor,8,8,0,0,0.800,0.656,0
24,6,forced,2,8,motor,2,2,1,1,1.100,1.006,0
24,6,forced,2,9,motor,1,1,0,0,0.200,0.308,0
24,6,forced,2,10,motor,5,5,0,0,0.800,0.666,0
24,6,forced,2,11,motor,3,3,0,0,1.100,0.962,0
24,6,forced,2,12,motor,8,8,1,1,0.200,0.252,0
24,6,forced,2,13,motor,6,6,0,0,0.800,0.685,0
24,6,forced,2,14,motor,5,5,1,1,0.800,0.719,0
24,6,forced,2,15,motor,5,5,1,1,0.500,0.411,0
24,6,forced,2,16,motor,7,7,0,0,0.700,0.546,0
24,6,forced,2,17,motor,6,6,1,1,0.200,0.298,0
24,6,forced,2,18,motor,6,6,1,1,0.700,0.728,0
24,6,forced,2,19,motor,3,3,1,1,1.200,1.271,0
24,6,forced,2,20,motor,8,8,0,0,0.600,0.719,0
24,6,forced,5,1,learn,3,3,0,0,1.200,0.865,0
24,6,forced,5,2,learn,3,3,1,1,0.400,0.438,0
24,6,forced,5,3,learn,8,8,0,0,0.300,0.602,0
24,6,forced,5,4,learn,1,2,0,0,1,1.172,0
24,6,forced,5,5,learn,3,3,1,1,1.100,1.048,0
24,6,forced,5,6,learn,8,8,0,0,0.200,0.561,0
24,6,forced,5,7,learn,1,2,0,0,0.800,1.006,0
24,6,forced,5,8,learn,5,6,0,0,1.100,1.000,0
24,6,forced,5,9,learn,8,8,0,0,0.200,0.679,0
24,6,forced,5,10,learn,4,3,0,0,0.800,1.079,0
24,6,forced,5,11,learn,7,6,0,1,1.100,1.081,0
24,6,forced,5,12,learn,7,5,0,0,0.200,0.390,0
24,6,forced,5,13,learn,6,7,0,0,0.800,1.457,0
24,6,forced,5,14,learn,4,1,0,0,0.800,0.901,0
24,6,forced,5,15,learn,8,6,0,0,0.500,0.699,0
24,6,forced,5,16,learn,5,5,1,1,0.700,0.769,0
24,6,forced,5,17,learn,4,3,0,0,0.200,0.611,0
24,6,forced,5,18,learn,4,4,1,1,0.700,0.641,0
24,6,forced,5,19,learn,8,8,0,0,1.200,1.050,0
24,6,forced,5,20,learn,1,6,0,0,0.600,0.733,0
24,6,forced,5,21,learn,2,5,0,0,1.100,1.505,0
24,6,forced,5,22,learn,1,1,0,0,0.800,0.931,0
24,6,forced,5,23,learn,5,6,0,1,1,0.952,0
24,6,forced,5,24,learn,1,1,0,0,0.200,0.775,0
24,6,forced,5,25,learn,1,1,1,1,1,1.023,0
24,6,forced,5,26,learn,7,6,0,1,0.600,0.664,0
24,6,forced,5,27,learn,2,3,0,0,0.800,1.038,0
24,6,forced,5,28,learn,4,3,0,0,0.700,0.810,0
24,6,forced,5,29,learn,3,4,0,0,0.200,0.671,0
24,6,forced,5,30,learn,5,5,0,0,0.500,1.067,0
24,6,forced,5,31,learn,8,8,0,0,0.500,0.605,0
24,6,forced,5,32,learn,2,3,0,0,0.800,1.071,0
24,6,forced,5,33,learn,6,5,0,0,0.400,0.252,0
24,6,forced,5,34,learn,4,6,0,0,0.500,0.624,0
24,6,forced,5,35,learn,5,3,0,0,0.500,0.913,0
24,6,forced,5,36,learn,7,3,0,0,0.900,1.053,0
24,6,forced,5,37,learn,6,8,0,0,0.300,0.670,0
24,6,forced,5,38,learn,3,3,0,0,1.100,0.941,0
24,6,forced,5,39,learn,3,3,0,0,1.200,0.990,0
24,6,forced,5,40,learn,5,5,1,1,0.900,0.810,0
24,6,forced,5,41,learn,7,7,1,1,0.800,0.856,0
24,6,forced,5,42,learn,8,8,1,1,0.300,0.372,0
24,6,forced,5,43,learn,3,3,1,1,0.800,0.717,0
24,6,forced,5,44,learn,1,1,1,1,0.600,0.684,0
24,6,forced,5,45,learn,6,6,0,0,0.200,0.698,0
24,6,forced,5,46,learn,3,3,1,1,1,0.907,0
24,6,forced,5,47,learn,6,5,0,1,0.500,0.536,0
24,6,forced,5,48,learn,1,3,0,0,0.400,0.667,0
24,6,forced,5,49,learn,6,7,0,1,0.900,0.970,0
24,6,forced,5,50,learn,1,1,1,1,0.600,0.640,0
24,6,forced,5,51,learn,8,8,0,0,0.800,0.677,0
24,6,forced,5,52,learn,2,3,0,0,0.700,0.876,0
24,6,forced,5,53,learn,3,5,0,1,0.200,0.254,0
24,6,forced,5,54,learn,3,6,0,0,0.700,0.598,0
24,6,forced,5,55,learn,4,5,0,0,0.400,0.650,0
24,6,forced,5,56,learn,7,7,0,0,0.500,0.782,0
24,6,forced,5,57,learn,1,1,0,0,0.500,0.719,0
24,6,forced,5,58,learn,4,3,0,0,0.500,0.849,0
24,6,forced,5,59,learn,5,5,0,0,0.400,0.719,0
24,6,forced,5,60,learn,2,4,0,0,1,1.122,0
24,6,forced,5,61,learn,7,5,0,0,0.900,1.040,0
24,6,forced,5,62,learn,7,7,0,0,0.300,0.925,0
24,6,forced,5,63,learn,8,6,0,0,0.400,0.760,0
24,6,forced,5,64,learn,6,5,0,0,1.100,1.285,0
24,6,forced,5,65,learn,7,4,0,0,0.700,0.825,0
24,6,forced,5,66,learn,7,6,0,0,0.600,1.104,0
24,6,forced,5,67,learn,8,8,1,1,1,0.907,0
24,6,forced,5,68,learn,4,6,0,0,0.100,0.612,0
24,6,forced,5,69,learn,3,5,0,0,0.500,0.900,0
24,6,forced,5,70,learn,6,6,0,0,0.200,0.624,0
24,6,forced,5,71,learn,7,7,0,0,0.600,0.728,0
24,6,forced,5,72,learn,4,5,0,0,0.100,0.561,0
24,6,forced,5,73,learn,7,4,0,0,1.200,1.441,0
24,6,forced,5,74,learn,7,7,0,0,1.200,1.035,0
24,6,forced,5,75,learn,8,8,0,0,0.900,0.789,0
24,6,forced,5,76,learn,4,3,0,0,0.500,0.725,0
24,6,forced,5,77,learn,3,4,0,0,0.400,0.820,0
24,6,forced,5,78,learn,5,5,0,0,0.200,0.591,0
24,6,forced,5,79,learn,6,7,0,0,1.100,1.378,0
24,6,forced,5,80,learn,5,5,0,0,0.600,0.715,0
24,6,forced,5,81,learn,4,3,0,0,0.600,0.744,0
24,6,forced,5,82,learn,2,2,0,0,1,0.813,0
24,6,forced,5,83,learn,7,5,0,1,0.500,0.542,0
24,6,forced,5,84,learn,3,3,1,1,0.900,0.926,0
24,6,forced,5,85,learn,2,2,1,1,1,0.927,0
24,6,forced,5,86,learn,7,5,0,0,0.700,0.874,0
