id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
29a,5,forced,2,1,motor,7,7,0,0,1.2,1.365,0
29a,5,forced,2,2,motor,5,5,0,0,0.2,0.543,0
29a,5,forced,2,3,motor,7,7,0,0,0.2,0.495,0
29a,5,forced,2,4,motor,8,8,0,0,0.4,1.063,0
29a,5,forced,2,5,motor,8,8,0,0,0.4,0.533,0
29a,5,forced,2,6,motor,7,7,1,1,0.7,0.699,0
29a,5,forced,2,7,motor,8,8,1,1,0.3,0.274,0
29a,5,forced,2,8,motor,3,3,1,1,0.9,0.801,0
29a,5,forced,2,9,motor,1,1,0,0,0.6,0.421,0
29a,5,forced,2,10,motor,1,1,0,0,0.2,0.433,0
29a,5,forced,2,11,motor,5,5,0,0,0.7,0.597,0
29a,5,forced,2,12,motor,2,2,1,1,1.2,1.102,0
29a,5,forced,2,13,motor,3,4,0,1,0.3,0.35,0
29a,5,forced,2,14,motor,6,6,0,0,1.2,0.641,0
29a,5,forced,2,15,motor,7,6,0,0,0.1,0.451,0
29a,5,forced,2,16,motor,3,3,0,0,0.3,0.553,0
29a,5,forced,2,17,motor,6,6,0,0,0.4,0.542,0
29a,5,forced,2,18,motor,5,5,0,0,1,0.867,0
29a,5,forced,2,19,motor,8,8,0,0,1.2,1.083,0
29a,5,forced,2,20,motor,7,7,0,0,0.9,0.798,0
29a,5,forced,5,1,learn,6,7,0,0,1.2,1.597,0
29a,5,forced,5,2,learn,1,1,0,0,0.2,0.76,0
29a,5,forced,5,3,learn,2,6,0,1,0.2,0.197,0
29a,5,forced,5,4,learn,2,6,0,1,0.4,0.45,0
29a,5,forced,5,5,learn,1,5,0,1,0.4,0.454,0
29a,5,forced,5,6,learn,6,7,0,0,0.7,0.558,0
29a,5,forced,5,7,learn,3,2,0,0,0.3,0.501,0
29a,5,forced,5,8,learn,8,3,0,0,0.9,0.745,0
29a,5,forced,5,9,learn,1,1,1,1,0.6,0.522,0
29a,5,forced,5,10,learn,3,5,0,1,0.2,0.217,0
29a,5,forced,5,11,learn,3,2,0,1,0.7,0.669,0
29a,5,forced,5,12,learn,1,1,0,0,1.2,1.026,0
29a,5,forced,5,13,learn,1,1,1,1,0.3,0.38,0
29a,5,forced,5,14,learn,2,2,1,1,1.2,1.105,0
29a,5,forced,5,15,learn,3,6,0,1,0.1,0.113,0
29a,5,forced,5,16,learn,5,6,0,0,0.3,0.626,0
29a,5,forced,5,17,learn,8,3,0,0,0.4,0.768,0
29a,5,forced,5,18,learn,8,8,1,1,1,0.932,0
29a,5,forced,5,19,learn,5,5,1,1,1.2,1.095,0
29a,5,forced,5,20,learn,2,2,1,1,0.9,0.807,0
29a,5,forced,5,21,learn,3,3,1,1,0.9,0.817,0
29a,5,forced,5,22,learn,8,8,1,1,0.7,0.608,0
29a,5,forced,5,23,learn,4,2,0,1,0.6,0.574,0
29a,5,forced,5,24,learn,1,3,0,1,0.2,0.121,0
29a,5,forced,5,25,learn,8,8,0,0,0.4,0.541,0
29a,5,forced,5,26,learn,8,8,1,1,0.6,0.522,0
29a,5,forced,5,27,learn,2,2,0,0,0.4,0.741,0
29a,5,forced,5,28,learn,3,3,1,1,0.6,0.509,0
29a,5,forced,5,29,learn,4,4,1,1,0.4,0.346,0
29a,5,forced,5,30,learn,3,3,1,1,0.6,0.596,0
29a,5,forced,5,31,learn,5,5,1,1,0.8,0.744,0
29a,5,forced,5,32,learn,3,1,0,1,0.6,0.607,0
29a,5,forced,5,33,learn,1,2,0,1,0.9,0.823,0
29a,5,forced,5,34,learn,1,1,1,1,0.2,0.159,0
29a,5,forced,5,35,learn,3,7,0,1,0.1,0.146,0
29a,5,forced,5,36,learn,2,2,0,0,0.4,0.536,0
29a,5,forced,5,37,learn,7,3,0,0,1,0.844,0
29a,5,forced,5,38,learn,5,5,1,1,0.2,0.147,0
29a,5,forced,5,39,learn,3,6,0,1,0.4,0.468,0
29a,5,forced,5,40,learn,7,8,0,0,0.9,0.778,0
29a,5,forced,5,41,learn,5,7,0,0,0.3,0.194,0
29a,5,forced,5,42,learn,7,7,1,1,0.6,0.551,0
29a,5,forced,5,43,learn,3,2,0,1,0.1,0.116,0
29a,5,forced,5,44,learn,3,3,0,0,1.2,1.064,0
29a,5,forced,5,45,learn,1,1,0,0,0.6,0.489,0
29a,5,forced,5,46,learn,7,8,0,1,0.9,0.818,0
29a,5,forced,5,47,learn,2,3,0,0,0.3,0.635,0
29a,5,forced,5,48,learn,2,2,0,0,0.8,0.685,0
29a,5,forced,5,49,learn,5,5,1,1,1.2,1.091,0
29a,5,forced,5,50,learn,3,3,0,0,1,0.882,0
29a,5,forced,5,51,learn,6,5,0,1,0.4,0.5,0
29a,5,forced,5,52,learn,7,7,1,1,0.4,0.491,0
29a,5,forced,5,53,learn,5,5,0,0,0.5,0.769,0
29a,5,forced,5,54,learn,1,1,0,0,1.2,1.074,0
29a,5,forced,5,55,learn,4,4,1,1,1.2,1.134,0
29a,5,forced,5,56,learn,7,6,0,1,1.1,1.126,0
29a,5,forced,5,57,learn,3,6,0,0,0.3,0.68,0
29a,5,forced,5,58,learn,3,2,0,0,0.1,-0.005,0
29a,5,forced,5,59,learn,4,3,0,1,0.7,0.665,0
29a,5,forced,5,60,learn,3,3,1,1,1,0.93,0
29a,5,forced,5,61,learn,1,1,1,1,1.1,1.002,0
29a,5,forced,5,62,learn,5,5,1,1,0.3,0.212,0
29a,5,forced,5,63,learn,6,6,1,1,0.1,0.053,0
29a,5,forced,5,64,learn,5,5,1,1,1.1,1.053,0
29a,5,forced,5,65,learn,8,8,0,0,0.3,0.16,0
29a,5,forced,5,66,learn,2,2,1,1,0.9,0.829,0
29a,5,forced,5,67,learn,3,3,1,1,0.2,0.131,0
29a,5,forced,5,68,learn,8,7,0,1,0.5,0.492,0
29a,5,forced,5,69,learn,1,3,0,1,0.3,0.212,0
29a,5,forced,5,70,learn,5,2,0,1,0.1,0.084,0
29a,5,forced,5,71,learn,2,2,1,1,1.2,1.106,0
29a,5,forced,5,72,learn,5,8,0,1,0.6,0.616,0
29a,5,forced,5,73,learn,3,3,1,1,1.2,1.104,0
29a,5,forced,5,74,learn,7,7,1,1,1.1,1.02,0
29a,5,forced,5,75,learn,8,6,0,1,0.5,0.461,0
29a,5,forced,5,76,learn,4,5,0,1,0.4,0.403,0
29a,5,forced,5,77,learn,2,3,0,1,0.2,0.119,0
29a,5,forced,5,78,learn,7,2,0,0,0.3,0.17,0
29a,5,forced,5,79,learn,1,1,0,0,0.8,0.676,0
29a,5,forced,5,80,learn,1,1,0,0,1,0.875,0
29a,5,forced,5,81,learn,6,4,0,1,0.5,0.476,0
29a,5,forced,5,82,learn,7,5,0,1,0.5,0.519,0
29a,5,forced,5,83,learn,1,1,1,1,1.1,1.007,0
29a,5,forced,5,84,learn,3,2,0,1,0.4,0.419,0
29a,5,forced,5,85,learn,5,5,1,1,0.2,0.17,0
29a,5,forced,5,86,learn,1,1,1,1,1,0.91,0
29a,5,forced,5,87,learn,6,8,0,1,0.6,0.547,0
29a,5,forced,5,88,learn,2,6,0,1,0.3,0.225,0
29a,5,forced,5,89,learn,2,2,1,1,0.2,0.138,0
29a,5,forced,5,90,learn,8,8,0,0,0.9,0.754,0
29a,5,forced,5,91,learn,3,7,0,1,0.4,0.301,0
29a,5,forced,5,92,learn,4,2,0,1,1.1,1.057,0
29a,5,forced,5,93,learn,7,4,0,1,0.2,0.117,0
29a,5,forced,5,94,learn,3,2,0,1,0.9,0.873,0
29a,5,forced,5,95,learn,4,3,0,0,0.3,0.451,0
29a,5,forced,5,96,learn,4,4,0,0,1.2,1.083,0
29a,5,forced,6,1,learn,7,8,0,1,0.6,0.555,0
29a,5,forced,6,2,learn,8,8,1,1,0.6,0.542,0
29a,5,forced,6,3,learn,2,3,0,0,0.3,0.483,0
29a,5,forced,6,4,learn,4,3,0,1,0.5,0.524,0
29a,5,forced,6,5,learn,7,4,0,0,0.3,0.451,0
29a,5,forced,6,6,learn,7,8,0,0,0.2,0.512,0
29a,5,forced,6,7,learn,1,1,1,1,1,0.95,0
29a,5,forced,6,8,learn,7,7,1,1,1,0.972,0
29a,5,forced,6,9,learn,4,3,0,1,0.7,0.665,0
29a,5,forced,6,10,learn,6,6,0,0,1.2,1.044,0
29a,5,forced,6,11,learn,5,5,1,1,0.4,0.422,0
29a,5,forced,6,12,learn,1,3,0,1,0.2,0.143,0
29a,5,forced,6,13,learn,2,5,0,1,0.5,0.564,0
29a,5,forced,6,14,learn,2,3,0,1,0.1,0.127,0
29a,5,forced,6,15,learn,1,5,0,1,0.5,0.518,0
29a,5,forced,6,16,learn,7,7,1,1,0.4,0.444,0
29a,5,forced,6,17,learn,7,7,1,1,1.1,1.029,0
29a,5,forced,6,18,learn,4,3,0,1,0.8,0.711,0
29a,5,forced,6,19,learn,1,1,0,0,1,0.864,0
29a,5,forced,6,20,learn,5,5,1,1,1.2,1.096,0
29a,5,forced,6,21,learn,5,3,0,1,0.2,0.109,0
29a,5,forced,6,22,learn,8,2,0,1,0.2,0.129,0
29a,5,forced,6,23,learn,1,1,1,1,1.1,1.038,0
29a,5,forced,6,24,learn,1,2,0,1,0.4,0.474,0
29a,5,forced,6,25,learn,6,2,0,1,0.2,0.162,0
29a,5,forced,6,26,learn,4,2,0,1,0.8,0.707,0
29a,5,forced,6,27,learn,2,4,0,0,0.7,0.599,0
29a,5,forced,6,28,learn,4,2,0,0,0.1,-0.005,0
29a,5,forced,6,29,learn,3,5,0,1,0.3,0.238,0
29a,5,forced,6,30,learn,2,2,1,1,1.2,1.133,0
29a,5,forced,6,31,learn,1,1,1,1,0.8,0.731,0
29a,5,forced,6,32,learn,2,2,1,1,0.6,0.559,0
29a,5,forced,6,33,learn,5,3,0,1,0.2,0.154,0
29a,5,forced,6,34,learn,8,8,1,1,0.7,0.629,0
29a,5,forced,6,35,learn,7,7,0,0,1,0.891,0
29a,5,forced,6,36,learn,1,1,1,1,0.7,0.601,0
29a,5,forced,6,37,learn,7,2,0,1,0.3,0.217,0
29a,5,forced,6,38,learn,3,3,1,1,1.2,1.166,0
29a,5,forced,6,39,learn,7,5,0,1,0.4,0.342,0
29a,5,forced,6,40,learn,6,8,0,1,0.3,0.248,0
29a,5,forced,6,41,learn,8,7,0,0,0.6,0.721,0
29a,5,forced,6,42,learn,6,6,0,0,0.4,0.555,0
29a,5,forced,6,43,learn,5,5,1,1,0.6,0.52,0
29a,5,forced,6,44,learn,2,3,0,1,0.8,0.756,0
29a,5,forced,6,45,learn,4,7,0,1,0.7,0.672,0
29a,5,forced,6,46,learn,1,3,0,1,0.1,0.029,0
29a,5,forced,6,47,learn,5,4,0,0,0.4,0.534,0
29a,5,forced,6,48,learn,1,1,1,1,1.1,1.042,0
29a,5,forced,6,49,learn,8,8,0,0,0.3,0.543,0
29a,5,forced,6,50,learn,1,1,1,1,1,0.912,0
29a,5,forced,6,51,learn,4,3,0,1,1.1,1.07,0
29a,5,forced,6,52,learn,3,6,0,0,0.5,0.715,0
29a,5,forced,6,53,learn,3,2,0,1,0.8,0.792,0
29a,5,forced,6,54,learn,6,6,0,0,1.2,1.077,0
29a,5,forced,6,55,learn,7,3,0,0,0.1,0.215,0
29a,5,forced,6,56,learn,4,2,0,0,0.4,0.891,0
29a,5,forced,6,57,learn,1,1,1,1,0.4,0.417,0
29a,5,forced,6,58,learn,6,5,0,1,0.8,0.765,0
29a,5,forced,6,59,learn,1,1,1,1,0.9,0.842,0
29a,5,forced,6,60,learn,2,2,1,1,0.7,0.747,0
29a,5,forced,6,61,learn,8,4,0,1,0.5,0.531,0
29a,5,forced,6,62,learn,6,5,0,1,1.2,1.149,0
29a,5,forced,6,63,learn,3,2,0,1,0.5,0.599,0
29a,5,forced,6,64,learn,2,2,1,1,0.7,0.682,0
29a,5,forced,6,65,learn,6,7,0,0,0.2,0.574,0
29a,5,forced,6,66,learn,4,8,0,0,0.4,0.644,0
29a,5,forced,6,67,learn,4,4,0,0,0.3,0.681,0
29a,5,forced,6,68,learn,8,4,0,1,0.4,0.327,0
29a,5,forced,6,69,learn,6,6,1,1,1.1,1.023,0
29a,5,forced,6,70,learn,1,7,0,1,0.1,0.013,0
29a,5,forced,6,71,learn,8,8,1,1,1,0.933,0
29a,5,forced,6,72,learn,5,3,0,1,0.4,0.404,0
29a,5,forced,6,73,learn,4,7,0,1,0.2,0.176,0
29a,5,forced,6,74,learn,1,1,0,0,0.7,0.596,0
29a,5,forced,6,75,learn,4,4,1,1,0.5,0.512,0
29a,5,forced,6,76,learn,5,3,0,1,0.5,0.454,0
29a,5,forced,6,77,learn,5,5,1,1,1.2,1.097,0
29a,5,forced,6,78,learn,2,7,0,1,0.1,0.131,0
29a,5,forced,6,79,learn,5,3,0,1,0.1,0.02,0
29a,5,forced,6,80,learn,5,5,1,1,0.5,0.421,0
29a,5,forced,6,81,learn,8,2,0,0,0.6,0.497,0
29a,5,forced,6,82,learn,4,3,0,0,1.1,0.986,0
29a,5,forced,6,83,learn,5,5,0,0,1.1,0.962,0
29a,5,forced,6,84,learn,2,5,0,1,0.6,0.578,0
29a,5,forced,6,85,learn,6,7,0,1,1,0.935,0
29a,5,forced,6,86,learn,8,8,1,1,0.8,0.73,0
29a,5,forced,6,87,learn,5,3,0,1,0.3,0.206,0
29a,5,forced,6,88,learn,7,8,0,1,1.1,1.012,0
29a,5,forced,6,89,learn,8,8,1,1,0.4,0.387,0
29a,5,forced,6,90,learn,2,2,1,1,1.1,1.027,0
29a,5,forced,6,91,learn,5,8,0,1,0.7,0.75,0
29a,5,forced,6,92,learn,2,4,0,0,0.3,0.609,0
29a,5,forced,6,93,learn,4,7,0,1,0.6,0.605,0
29a,5,forced,6,94,learn,3,3,0,0,0.1,0.513,0
29a,5,forced,6,95,learn,6,4,0,0,0.1,0,0
29a,5,forced,6,96,learn,5,5,0,0,0.9,0.779,0
29a,5,forced,7,1,learn,6,2,0,1,0.7,0.635,0
29a,5,forced,7,2,learn,1,1,0,0,1,0.887,0
29a,5,forced,7,3,learn,3,2,0,1,0.8,0.727,0
29a,5,forced,7,4,learn,6,6,0,0,1,0.892,0
29a,5,forced,7,5,learn,4,3,0,1,1.2,1.101,0
29a,5,forced,7,6,learn,2,1,0,1,0.6,0.528,0
29a,5,forced,7,7,learn,8,8,0,0,1.2,1.067,0
29a,5,forced,7,8,learn,1,1,0,0,0.1,0.537,0
29a,5,forced,7,9,learn,7,7,0,0,1.2,1.082,0
29a,5,forced,7,10,learn,8,8,1,1,0.2,0.21,0
29a,5,forced,7,11,learn,3,1,0,1,0.8,0.751,0
29a,5,forced,7,12,learn,2,3,0,1,0.1,0.021,0
29a,5,forced,7,13,learn,1,1,0,0,1.1,0.955,0
29a,5,forced,7,14,learn,3,3,0,0,0.9,0.791,0
29a,5,forced,7,15,learn,2,5,0,1,0.3,0.227,0
29a,5,forced,7,16,learn,3,3,0,0,0.8,0.693,0
29a,5,forced,7,17,learn,1,1,1,1,0.4,0.486,0
29a,5,forced,7,18,learn,5,6,0,1,0.9,0.835,0
29a,5,forced,7,19,learn,1,1,1,1,0.5,0.507,0
29a,5,forced,7,20,learn,3,3,1,1,0.6,0.546,0
29a,5,forced,7,21,learn,8,8,0,0,0.8,0.698,0
29a,5,forced,7,22,learn,1,1,1,1,0.8,0.758,0
29a,5,forced,7,23,learn,8,7,0,1,0.7,0.779,0
29a,5,forced,7,24,learn,7,7,1,1,0.8,0.787,0
29a,5,forced,7,25,learn,6,6,0,0,0.2,0.567,0
29a,5,forced,7,26,learn,1,1,1,1,0.8,0.736,0
29a,5,forced,7,27,learn,2,3,0,0,0.4,0.53,0
29a,5,forced,7,28,learn,7,8,0,0,0.1,0.478,0
29a,5,forced,7,29,learn,1,7,0,1,0.2,0.161,0
29a,5,forced,7,30,learn,5,5,1,1,0.8,0.726,0
29a,5,forced,7,31,learn,5,5,0,0,1.1,0.956,0
29a,5,forced,7,32,learn,4,3,0,0,1.1,0.951,0
29a,5,forced,7,33,learn,3,4,0,1,0.2,0.168,0
29a,5,forced,7,34,learn,8,4,0,0,0.4,0.274,0
29a,5,forced,7,35,learn,3,7,0,1,0.5,0.484,0
29a,5,forced,7,36,learn,7,8,0,1,0.3,0.385,0
29a,5,forced,7,37,learn,2,7,0,1,0.2,0.145,0
29a,5,forced,7,38,learn,2,3,0,1,0.6,0.52,0
29a,5,forced,7,39,learn,6,4,0,1,0.1,0.066,0
29a,5,forced,7,40,learn,6,7,0,1,1,0.967,0
29a,5,forced,7,41,learn,7,7,1,1,0.8,0.793,0
29a,5,forced,7,42,learn,1,3,0,1,0.4,0.483,0
29a,5,forced,7,43,learn,4,8,0,1,0.6,0.583,0
29a,5,forced,7,44,learn,6,7,0,1,0.5,0.592,0
29a,5,forced,7,45,learn,5,6,0,1,0.7,0.692,0
29a,5,forced,7,46,learn,7,5,0,1,0.2,0.218,0
29a,5,forced,7,47,learn,5,5,1,1,0.7,0.63,0
29a,5,forced,7,48,learn,7,8,0,0,0.7,0.575,0
29a,5,forced,7,49,learn,5,5,0,0,0.9,0.759,0
29a,5,forced,7,50,learn,3,2,0,1,0.7,0.741,0
29a,5,forced,7,51,learn,6,3,0,1,0.5,0.401,0
29a,5,forced,7,52,learn,8,6,0,1,1.1,1.041,0
29a,5,forced,7,53,learn,4,7,0,1,0.2,0.137,0
29a,5,forced,7,54,learn,2,5,0,1,0.5,0.481,0
29a,5,forced,7,55,learn,1,7,0,1,0.3,0.219,0
29a,5,forced,7,56,learn,8,8,1,1,1.2,1.087,0
29a,5,forced,7,57,learn,7,3,0,0,0.1,-0.024,0
29a,5,forced,7,58,learn,4,5,0,1,0.5,0.491,0
29a,5,forced,7,59,learn,2,2,1,1,1,0.936,0
29a,5,forced,7,60,learn,4,4,1,1,1.1,1.016,0
29a,5,forced,7,61,learn,6,5,0,1,0.7,0.644,0
29a,5,forced,7,62,learn,2,2,1,1,0.9,0.804,0
29a,5,forced,7,63,learn,8,7,0,0,0.3,0.166,0
29a,5,forced,7,64,learn,6,5,0,1,0.7,0.609,0
29a,5,forced,7,65,learn,2,3,0,1,0.7,0.631,0
29a,5,forced,7,66,learn,8,5,0,1,0.2,0.151,0
29a,5,forced,7,67,learn,8,6,0,1,0.4,0.444,0
29a,5,forced,7,68,learn,3,4,0,1,1.2,1.105,0
29a,5,forced,7,69,learn,6,5,0,1,0.7,0.627,0
29a,5,forced,7,70,learn,7,6,0,0,0.7,0.553,0
29a,5,forced,7,71,learn,2,2,1,1,0.1,0.049,0
29a,5,forced,7,72,learn,7,6,0,1,0.9,0.824,0
29a,5,forced,7,73,learn,4,7,0,1,0.1,0.021,0
29a,5,forced,7,74,learn,8,5,0,1,0.5,0.476,0
29a,5,forced,7,75,learn,8,8,1,1,1.1,1.026,0
29a,5,forced,7,76,learn,6,7,0,1,0.3,0.222,0
29a,5,forced,7,77,learn,6,3,0,1,0.3,0.212,0
29a,5,forced,7,78,learn,3,6,0,1,0.2,0.179,0
29a,5,forced,7,79,learn,4,2,0,1,0.1,0.141,0
29a,5,forced,7,80,learn,6,5,0,1,1.1,1.064,0
29a,5,forced,7,81,learn,6,5,0,1,0.1,0.056,0
29a,5,forced,7,82,learn,2,5,0,0,0.4,0.502,0
29a,5,forced,7,83,learn,4,3,0,1,1.2,1.083,0
29a,5,forced,7,84,learn,8,8,0,0,0.3,0.599,0
29a,5,forced,7,85,learn,3,7,0,0,0.3,0.192,0
29a,5,forced,7,86,learn,1,1,0,0,0.8,0.683,0
29a,5,forced,7,87,learn,1,1,1,1,1.2,1.11,0
29a,5,forced,7,88,learn,8,8,0,0,0.2,0.556,0
29a,5,forced,7,89,learn,7,7,1,1,1.1,1.02,0
29a,5,forced,7,90,learn,6,6,1,1,0.9,0.854,0
29a,5,forced,7,91,learn,3,3,1,1,1.1,1.086,0
29a,5,forced,7,92,learn,5,5,1,1,0.5,0.426,0
29a,5,forced,7,93,learn,6,3,0,0,0.3,0.191,0
29a,5,forced,7,94,learn,8,7,0,1,0.5,0.468,0
29a,5,forced,7,95,learn,7,7,1,1,0.9,0.822,0
29a,5,forced,7,96,learn,6,6,1,1,1.2,1.121,0
