id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
36,6,forced,2,1,motor,3,3,1,1,1.200,1.239,0
36,6,forced,2,2,motor,3,3,0,0,1.100,1.480,0
36,6,forced,2,3,motor,1,1,1,1,0.900,0.892,0
36,6,forced,2,4,motor,5,5,0,0,1.100,0.956,0
36,6,forced,2,5,motor,7,7,0,0,0.100,0.795,0
36,6,forced,2,6,motor,6,6,1,1,0.800,0.741,0
36,6,forced,2,7,motor,5,5,0,0,0.600,0.436,0
36,6,forced,2,8,motor,1,1,0,0,0.900,1.246,0
36,6,forced,2,9,motor,3,3,0,0,1,0.846,0
36,6,forced,2,10,motor,7,7,0,0,0.400,0.755,0
36,6,forced,2,11,motor,5,7,0,1,0.300,0.337,0
36,6,forced,2,12,motor,8,8,0,0,0.300,0.584,0
36,6,forced,2,13,motor,8,8,0,0,1.200,0.814,0
36,6,forced,2,14,motor,5,5,1,1,1.100,1.003,0
36,6,forced,2,15,motor,6,6,0,0,0.800,0.695,0
36,6,forced,2,16,motor,2,2,0,0,0.100,0.270,0
36,6,forced,2,17,motor,2,2,1,1,0.300,0.312,0
36,6,forced,2,18,motor,4,4,1,1,0.400,0.414,0
36,6,forced,2,19,motor,1,1,1,1,0.700,0.627,0
36,6,forced,2,20,motor,7,7,0,0,1.200,1.031,0
36,6,forced,5,1,learn,8,7,0,0,1.200,1.375,0
36,6,forced,5,2,learn,5,5,0,0,1.100,0.958,0
36,6,forced,5,3,learn,3,3,0,0,0.900,4.232,0
36,6,forced,5,4,learn,1,2,0,1,1.100,1.143,0
36,6,forced,5,5,learn,6,6,0,0,0.100,0.526,0
36,6,forced,5,6,learn,7,6,0,0,0.800,0.643,0
36,6,forced,5,7,learn,6,7,0,0,0.600,0.407,0
36,6,forced,5,8,learn,6,6,1,1,0.900,0.983,0
36,6,forced,5,9,learn,5,5,0,0,1,0.837,0
36,6,forced,5,10,learn,7,6,0,1,0.400,0.454,0
36,6,forced,5,11,learn,3,7,0,0,0.300,0.550,0
36,6,forced,5,12,learn,7,7,0,0,0.300,0.774,0
36,6,forced,5,13,learn,4,4,0,0,1.200,1.060,0
36,6,forced,5,14,learn,4,4,1,1,1.100,1.059,0
36,6,forced,5,15,learn,7,7,0,0,0.800,0.665,0
36,6,forced,5,16,learn,2,3,0,0,0.100,0.632,0
36,6,forced,5,17,learn,5,2,0,1,0.300,0.307,0
36,6,forced,5,18,learn,4,3,0,0,0.400,0.602,0
36,6,forced,5,19,learn,8,7,0,0,0.700,0.961,0
36,6,forced,5,20,learn,4,4,1,1,1.200,1.120,0
36,6,forced,5,21,learn,2,2,1,1,1.100,1.135,0
36,6,forced,5,22,learn,4,2,0,1,0.700,0.611,0
36,6,forced,5,23,learn,3,2,0,1,1.200,1.090,0
36,6,forced,5,24,learn,3,1,0,0,0.300,0.423,0
36,6,forced,5,25,learn,4,2,0,1,0.200,0.235,0
36,6,forced,5,26,learn,2,2,0,0,1,0.860,0
36,6,forced,5,27,learn,2,2,0,0,0.800,0.670,0
36,6,forced,5,28,learn,5,5,1,1,1.200,1.145,0
36,6,forced,5,29,learn,5,5,0,0,0.200,0.367,0
36,6,forced,5,30,learn,3,5,0,0,0.100,0.239,0
36,6,forced,5,31,learn,2,2,0,0,0.800,0.689,0
36,6,forced,5,32,learn,4,2,0,0,0.100,0.733,0
36,6,forced,5,33,learn,1,5,0,0,0.700,1.095,0
36,6,forced,5,34,learn,7,4,0,1,0.300,0.206,0
36,6,forced,5,35,learn,6,3,0,1,0.700,0.660,0
36,6,forced,5,36,learn,2,3,0,0,0.400,0.597,0
36,6,forced,5,37,learn,6,6,1,1,1,0.980,0
36,6,forced,5,38,learn,8,2,0,0,0.400,1.467,0
36,6,forced,5,39,learn,4,6,0,1,0.100,0.142,0
36,6,forced,5,40,learn,6,7,0,0,0.200,0.466,0
36,6,forced,5,41,learn,4,3,0,0,0.400,0.556,0
36,6,forced,5,42,learn,1,2,0,1,0.800,0.820,0
36,6,forced,5,43,learn,4,3,0,1,1,0.904,0
36,6,forced,5,44,learn,3,3,0,0,0.400,0.713,0
36,6,forced,5,45,learn,7,3,0,1,1.100,1.031,0
36,6,forced,5,46,learn,1,2,0,1,1.100,1.013,0
36,6,forced,5,47,learn,4,6,0,1,0.800,0.739,0
