"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"2027398","{""Q0"":""msl000828""}","2027432","FlatDyslgqkckm","3940c5novy","msl000828","","","","","","","","","","","",""
"677","","2028115","FlatDyslgqkckm","3940c5novy","msl000828","","","","","","","","","","","",""
"","","2029794","FlatDyslgqkckm","3940c5novy","msl000828","fullscreen","","","","","","","","","","",""
"111307","","2141111","FlatDyslgqkckm","3940c5novy","msl000828","","","","","","","","","","","",""
"982","","2142104","FlatDyslgqkckm","3940c5novy","msl000828","motor","72","img/motor_5.png","72","motor","5","1","1","0","0","",""
"null","","2142212","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_5.png","72","motor","","","","","","",""
"494","","2142715","FlatDyslgqkckm","3940c5novy","msl000828","motor","74","img/motor_6.png","74","motor","6","2","1","0","0","",""
"null","","2142826","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_6.png","74","motor","","","","","","",""
"630","","2143464","FlatDyslgqkckm","3940c5novy","msl000828","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","","2143575","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_4.png","70","motor","","","","","","",""
"552","","2144134","FlatDyslgqkckm","3940c5novy","msl000828","motor","76","img/motor_8.png","76","motor","8","4","1","0","0","",""
"null","","2144244","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_8.png","76","motor","","","","","","",""
"701","","2144954","FlatDyslgqkckm","3940c5novy","msl000828","motor","83","img/motor_2.png","83","motor","2","5","1","0","0","",""
"null","","2145064","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_2.png","83","motor","","","","","","",""
"516","","2145590","FlatDyslgqkckm","3940c5novy","msl000828","motor","83","img/motor_2.png","83","motor","2","6","1","0","0","",""
"null","","2145700","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_2.png","83","motor","","","","","","",""
"524","","2146233","FlatDyslgqkckm","3940c5novy","msl000828","motor","75","img/motor_7.png","75","motor","7","7","1","0","0","",""
"null","","2146343","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_7.png","75","motor","","","","","","",""
"609","","2146961","FlatDyslgqkckm","3940c5novy","msl000828","motor","70","img/motor_4.png","70","motor","4","8","1","0","0","",""
"null","","2147072","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_4.png","70","motor","","","","","","",""
"471","","2147552","FlatDyslgqkckm","3940c5novy","msl000828","motor","68","img/motor_3.png","68","motor","3","9","1","0","0","",""
"null","","2147661","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_3.png","68","motor","","","","","","",""
"685","","2148356","FlatDyslgqkckm","3940c5novy","msl000828","motor","74","img/motor_6.png","74","motor","6","10","1","0","0","",""
"null","","2148464","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_6.png","74","motor","","","","","","",""
"809","","2149283","FlatDyslgqkckm","3940c5novy","msl000828","motor","68","img/motor_3.png","68","motor","3","11","1","0","0","",""
"null","","2149391","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_3.png","68","motor","","","","","","",""
"780","","2150182","FlatDyslgqkckm","3940c5novy","msl000828","motor","74","img/motor_6.png","74","motor","6","12","1","0","0","",""
"null","","2150291","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_6.png","74","motor","","","","","","",""
"469","","2150770","FlatDyslgqkckm","3940c5novy","msl000828","motor","68","img/motor_3.png","68","motor","3","13","1","0","0","",""
"null","","2150881","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_3.png","68","motor","","","","","","",""
"437","","2151326","FlatDyslgqkckm","3940c5novy","msl000828","motor","74","img/motor_6.png","74","motor","6","14","1","0","0","",""
"null","","2151434","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_6.png","74","motor","","","","","","",""
"654","","2152096","FlatDyslgqkckm","3940c5novy","msl000828","motor","72","img/motor_5.png","72","motor","5","15","1","0","0","",""
"null","","2152207","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_5.png","72","motor","","","","","","",""
"623","","2152840","FlatDyslgqkckm","3940c5novy","msl000828","motor","74","img/motor_6.png","74","motor","6","16","1","0","0","",""
"null","","2152950","FlatDyslgqkckm","3940c5novy","msl000828","iti","null","img/motor_6.png","74","motor","","","","","","",""
"522","","2153482","FlatDyslgqkckm","3940c5novy","msl000828","motor","65","img/motor_1.png","65","motor","1","17","1","0","0","",""
