"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"8959","{""Q0"":""msl000698""}","8987","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","","","","","","","","","","","",""
"897","","9891","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","","","","","","","","","","","",""
"","","11875","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","fullscreen","","","","","","","","","","",""
"52488","","64374","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","","","","","","","","","","","",""
"757","","65143","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","65","img/motor_1.png","65","motor","1","1","1","0","0","",""
"null","","65253","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_1.png","65","motor","","","","","","",""
"936","","66198","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","75","img/motor_7.png","75","motor","7","2","1","0","0","",""
"null","","66308","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_7.png","75","motor","","","","","","",""
"613","","66931","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","76","img/motor_8.png","76","motor","8","3","1","0","0","",""
"null","","67041","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_8.png","76","motor","","","","","","",""
"594","","67644","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","83","img/motor_2.png","83","motor","2","4","1","0","0","",""
"null","","67754","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_2.png","83","motor","","","","","","",""
"572","","68332","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","68","img/motor_3.png","68","motor","3","5","1","0","0","",""
"null","","68443","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_3.png","68","motor","","","","","","",""
"524","","68977","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","83","img/motor_2.png","83","motor","2","6","1","0","0","",""
"null","","69087","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_2.png","83","motor","","","","","","",""
"613","","69710","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","75","img/motor_7.png","75","motor","7","7","1","0","0","",""
"null","","69820","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_7.png","75","motor","","","","","","",""
"522","","70350","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","83","img/motor_2.png","83","motor","2","8","1","0","0","",""
"null","","70461","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_2.png","83","motor","","","","","","",""
"475","","70944","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","68","img/motor_3.png","68","motor","3","9","1","0","0","",""
"null","","71055","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_3.png","68","motor","","","","","","",""
"523","","71588","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","75","img/motor_7.png","75","motor","7","10","1","0","0","",""
"null","","71700","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_7.png","75","motor","","","","","","",""
"577","","72288","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","74","img/motor_6.png","74","motor","6","11","1","0","0","",""
"null","","72399","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_6.png","74","motor","","","","","","",""
"619","","73026","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","72","img/motor_5.png","72","motor","5","12","1","0","0","",""
"null","","73136","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_5.png","72","motor","","","","","","",""
"696","","73841","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","83","img/motor_2.png","83","motor","2","13","1","0","0","",""
"null","","73952","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_2.png","83","motor","","","","","","",""
"682","","74643","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","74","img/motor_6.png","74","motor","6","14","1","0","0","",""
"null","","74753","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_6.png","74","motor","","","","","","",""
"539","","75300","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","74","img/motor_6.png","74","motor","6","15","1","0","0","",""
"null","","75411","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_6.png","74","motor","","","","","","",""
"556","","75976","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","65","img/motor_1.png","65","motor","1","16","1","0","0","",""
"null","","76089","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_1.png","65","motor","","","","","","",""
"610","","76708","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","70","img/motor_4.png","70","motor","4","17","1","0","0","",""
"null","","76818","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_4.png","70","motor","","","","","","",""
"493","","77321","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","70","img/motor_4.png","70","motor","4","18","1","0","0","",""
"null","","77432","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_4.png","70","motor","","","","","","",""
"473","","77915","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","65","img/motor_1.png","65","motor","1","19","1","0","0","",""
"null","","78024","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_1.png","65","motor","","","","","","",""
"517","","78550","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","72","img/motor_5.png","72","motor","5","20","1","0","0","",""
"null","","78659","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_5.png","72","motor","","","","","","",""
"626","","79295","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","motor","70","img/motor_4.png","70","motor","4","21","1","0","0","",""
"null","","79405","FlatDy1xa1fapq","4kkb0pxb0r","msl000698","iti","null","img/motor_4.png","70","motor","","","","","","",""
