"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"9899","{""Q0"":""msl000596""}","9948","FlatDyw18vjq5n","3zwuou5k27","msl000596","","","","","","","","","","","",""
"967","","10924","FlatDyw18vjq5n","3zwuou5k27","msl000596","","","","","","","","","","","",""
"","","12925","FlatDyw18vjq5n","3zwuou5k27","msl000596","fullscreen","","","","","","","","","","",""
"44955","","57888","FlatDyw18vjq5n","3zwuou5k27","msl000596","","","","","","","","","","","",""
"2381","","60278","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","72","img/motor_5.png","72","motor","5","1","1","0","0","",""
"null","","60387","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_5.png","72","motor","","","","","","",""
"861","","61254","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","74","img/motor_6.png","74","motor","6","2","1","0","0","",""
"null","","61364","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_6.png","74","motor","","","","","","",""
"1340","","62709","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","","62816","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_4.png","70","motor","","","","","","",""
"854","","63676","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","68","img/motor_3.png","68","motor","3","4","1","0","0","",""
"null","","63782","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_3.png","68","motor","","","","","","",""
"1211","","64999","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","74","img/motor_6.png","74","motor","6","5","1","0","0","",""
"null","","65106","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_6.png","74","motor","","","","","","",""
"950","","66063","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","70","img/motor_4.png","70","motor","4","6","1","0","0","",""
"null","","66170","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_4.png","70","motor","","","","","","",""
"628","","66806","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","70","img/motor_4.png","70","motor","4","7","1","0","0","",""
"null","","66914","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_4.png","70","motor","","","","","","",""
"883","","67804","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","65","img/motor_1.png","65","motor","1","8","1","0","0","",""
"null","","67910","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_1.png","65","motor","","","","","","",""
"898","","68814","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","70","img/motor_4.png","70","motor","4","9","1","0","0","",""
"null","","68922","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_4.png","70","motor","","","","","","",""
"776","","69703","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","83","img/motor_2.png","83","motor","2","10","1","0","0","",""
"null","","69811","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_2.png","83","motor","","","","","","",""
"633","","70452","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","65","img/motor_1.png","65","motor","1","11","1","0","0","",""
"null","","70565","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_1.png","65","motor","","","","","","",""
"1094","","71667","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","75","img/motor_8.png","76","motor","8","12","0","1","0","",""
"1160","","72836","FlatDyw18vjq5n","3zwuou5k27","msl000596","motorRepeat","76","img/motor_8.png","76","motor","8","12","1","0","0","",""
"null","","72944","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_8.png","76","motor","","","","","","",""
"1070","","74023","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","83","img/motor_2.png","83","motor","2","13","1","0","0","",""
"null","","74131","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_2.png","83","motor","","","","","","",""
"876","","75016","FlatDyw18vjq5n","3zwuou5k27","msl000596","motor","72","img/motor_5.png","72","motor","5","14","1","0","0","",""
"null","","75124","FlatDyw18vjq5n","3zwuou5k27","msl000596","iti","null","img/motor_5.png","72","motor","","","","","","",""
