id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
10,2,forced,2,1,motor,8,8,1,1,1.200,1.136,0
10,2,forced,2,2,motor,4,4,0,0,1,0.852,0
10,2,forced,2,3,motor,6,6,0,0,1.200,1.037,0
10,2,forced,2,4,motor,5,5,1,1,0.700,0.630,0
10,2,forced,2,5,motor,4,4,1,1,0.900,0.852,0
10,2,forced,2,6,motor,2,2,0,0,0.100,0.448,0
10,2,forced,2,7,motor,3,3,1,1,1,0.933,0
10,2,forced,2,8,motor,2,2,1,1,1.200,1.145,0
10,2,forced,2,9,motor,4,4,0,0,0.200,0.327,0
10,2,forced,2,10,motor,7,7,1,1,1,0.951,0
10,2,forced,2,11,motor,3,1,0,1,0.200,0.298,0
10,2,forced,2,12,motor,7,7,1,1,1,0.986,0
10,2,forced,2,13,motor,3,3,1,1,1,0.943,0
10,2,forced,2,14,motor,4,4,1,1,0.600,0.602,0
10,2,forced,2,15,motor,2,2,0,0,1,1.150,0
10,2,forced,2,16,motor,7,7,1,1,0.900,0.843,0
10,2,forced,2,17,motor,4,4,1,1,1,1.002,0
10,2,forced,2,18,motor,6,6,1,1,0.600,0.529,0
10,2,forced,2,19,motor,5,5,1,1,1.200,1.131,0
10,2,forced,2,20,motor,3,3,0,0,1,0.883,0
10,2,forced,5,1,learn,3,1,0,1,1.200,1.197,0
10,2,forced,5,2,learn,3,3,0,0,1,0.889,0
10,2,forced,5,3,learn,8,8,0,0,1.200,1.067,0
10,2,forced,5,4,learn,1,1,1,1,0.700,0.716,0
10,2,forced,5,5,learn,1,1,1,1,0.900,0.867,0
10,2,forced,5,6,learn,4,4,0,0,0.100,0.405,0
10,2,forced,5,7,learn,8,8,1,1,1,0.930,0
10,2,forced,5,8,learn,8,8,1,1,1.200,1.109,0
10,2,forced,5,9,learn,7,5,0,1,0.200,0.268,0
10,2,forced,5,10,learn,8,8,1,1,1,0.954,0
10,2,forced,5,11,learn,2,7,0,0,0.200,0.473,0
10,2,forced,5,12,learn,6,6,1,1,1,0.968,0
10,2,forced,5,13,learn,3,2,0,1,1,0.974,0
10,2,forced,5,14,learn,6,6,1,1,0.600,0.596,0
10,2,forced,5,15,learn,4,4,1,1,1,0.991,0
10,2,forced,5,16,learn,8,8,1,1,0.900,0.831,0
10,2,forced,5,17,learn,1,1,1,1,1,0.955,0
10,2,forced,5,18,learn,8,8,1,1,0.600,0.576,0
10,2,forced,5,19,learn,3,3,0,0,1.200,1.080,0
10,2,forced,5,20,learn,7,7,0,0,1,0.881,0
10,2,forced,5,21,learn,1,1,1,1,0.900,0.822,0
10,2,forced,5,22,learn,8,8,1,1,1,0.938,0
10,2,forced,5,23,learn,6,7,0,0,0.600,0.799,0
10,2,forced,5,24,learn,1,1,0,0,1.100,0.977,0
10,2,forced,5,25,learn,3,8,0,0,0.300,0.530,0
10,2,forced,5,26,learn,6,6,1,1,0.500,0.502,0
10,2,forced,5,27,learn,2,2,1,1,0.600,0.567,0
10,2,forced,5,28,learn,7,7,0,0,0.200,0.469,0
10,2,forced,5,29,learn,1,1,1,1,0.500,0.477,0
10,2,forced,5,30,learn,4,8,0,1,0.900,0.806,0
10,2,forced,5,31,learn,6,7,0,0,0.200,0.417,0
10,2,forced,5,32,learn,4,4,0,0,0.300,0.411,0
10,2,forced,5,33,learn,2,2,1,1,1.200,1.169,0
10,2,forced,5,34,learn,4,4,1,1,1.200,1.253,0
10,2,forced,5,35,learn,7,7,1,1,0.900,0.862,0
10,2,forced,5,36,learn,6,6,1,1,1,0.934,0
10,2,forced,5,37,learn,2,2,0,0,0.700,0.824,0
10,2,forced,5,38,learn,2,2,1,1,0.700,0.693,0
10,2,forced,5,39,learn,1,1,0,0,1.200,1.341,0
10,2,forced,5,40,learn,4,7,0,1,0.700,0.606,0
10,2,forced,5,41,learn,5,8,0,0,0.100,0.218,0
10,2,forced,5,42,learn,8,8,1,1,1.100,1.049,0
10,2,forced,5,43,learn,6,7,0,0,0.400,0.543,0
10,2,forced,5,44,learn,6,6,1,1,0.800,0.724,0
10,2,forced,5,45,learn,5,5,1,1,0.100,0.180,0
10,2,forced,5,46,learn,6,7,0,1,1.100,1.021,0
