id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
13,1,forced,2,1,motor,8,7,0,1,1.200,1.184,0
13,1,forced,2,2,motor,2,2,0,0,1.200,1.040,0
13,1,forced,2,3,motor,5,5,1,1,0.500,0.452,1
13,1,forced,2,4,motor,8,8,1,1,0.500,0.449,1
13,1,forced,2,5,motor,7,7,0,0,0.900,0.789,0
13,1,forced,2,6,motor,2,3,0,1,0.300,0.315,1
13,1,forced,2,7,motor,1,1,0,0,0.800,0.691,0
13,1,forced,2,8,motor,5,5,1,1,0.700,0.617,0
13,1,forced,2,9,motor,1,1,1,1,1,0.930,0
13,1,forced,2,10,motor,8,8,1,1,0.700,0.609,0
13,1,forced,2,11,motor,7,6,0,0,0.100,0.353,1
13,1,forced,2,12,motor,3,3,0,0,0.700,0.811,0
13,1,forced,2,13,motor,6,6,1,1,1.100,1.009,0
13,1,forced,2,14,motor,6,6,1,1,1.200,1.119,0
13,1,forced,2,15,motor,1,1,0,0,0.200,0.373,1
13,1,forced,2,16,motor,2,2,1,1,1.100,1.049,0
13,1,forced,2,17,motor,1,1,1,1,1.100,1.021,0
13,1,forced,2,18,motor,5,5,1,1,1,0.927,0
13,1,forced,2,19,motor,4,4,0,0,0.200,0.389,1
13,1,forced,2,20,motor,3,3,0,0,0.200,0.350,1
13,1,forced,5,1,learn,8,8,1,1,1.200,1.158,0
13,1,forced,5,2,learn,1,1,1,1,1.200,1.088,0
13,1,forced,5,3,learn,7,3,0,0,0.500,0.609,1
13,1,forced,5,4,learn,2,2,1,1,0.500,0.488,1
13,1,forced,5,5,learn,2,2,0,0,0.900,0.791,0
13,1,forced,5,6,learn,6,6,0,0,0.300,0.604,1
13,1,forced,5,7,learn,1,1,0,0,0.800,0.657,0
13,1,forced,5,8,learn,1,1,1,1,0.700,0.659,0
13,1,forced,5,9,learn,5,4,0,0,1,1.100,0
13,1,forced,5,10,learn,6,6,0,0,0.700,0.892,0
13,1,forced,5,11,learn,2,2,0,0,0.100,0.454,1
13,1,forced,5,12,learn,3,3,1,1,0.700,0.622,0
13,1,forced,5,13,learn,6,6,1,1,1.100,1.002,0
13,1,forced,5,14,learn,5,4,0,1,1.200,1.282,0
13,1,forced,5,15,learn,3,3,0,0,0.200,2.482,1
13,1,forced,5,16,learn,4,4,0,0,1.100,1.220,0
13,1,forced,5,17,learn,6,6,1,1,1.100,1.036,0
13,1,forced,5,18,learn,3,3,1,1,1,0.938,0
13,1,forced,5,19,learn,8,8,0,0,0.200,0.426,1
13,1,forced,5,20,learn,8,8,0,0,0.200,0.761,1
13,1,forced,5,21,learn,4,4,1,1,0.900,0.813,0
13,1,forced,5,22,learn,5,7,0,1,0.300,0.394,1
13,1,forced,5,23,learn,4,8,0,1,0.500,0.577,1
13,1,forced,5,24,learn,8,8,0,0,0.300,0.925,1
13,1,forced,5,25,learn,7,1,0,1,1,0.917,0
13,1,forced,5,26,learn,7,7,0,0,0.600,1.156,0
13,1,forced,5,27,learn,6,7,0,0,0.100,0.707,1
13,1,forced,5,28,learn,2,2,1,1,1.200,1.119,0
13,1,forced,5,29,learn,1,1,0,0,1,0.868,0
13,1,forced,5,30,learn,5,5,0,0,0.100,1.855,1
13,1,forced,5,31,learn,3,3,0,0,0.100,0.501,1
13,1,forced,5,32,learn,6,6,1,1,1.200,1.131,0
13,1,forced,5,33,learn,3,3,1,1,1.100,1.053,0
13,1,forced,5,34,learn,5,5,0,0,0.300,1.127,1
13,1,forced,5,35,learn,3,3,1,1,0.700,0.649,0
13,1,forced,5,36,learn,3,3,0,0,0.100,0.411,1
13,1,forced,5,37,learn,4,4,0,0,0.300,0.566,1
13,1,forced,5,38,learn,6,7,0,0,0.800,0.949,0
13,1,forced,5,39,learn,5,5,1,1,0.600,0.643,0
13,1,forced,5,40,learn,1,1,1,1,0.800,0.758,0
