id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
05,1,forced,2,1,motor,3,3,1,1,1.200,1.147,0
05,1,forced,2,2,motor,8,8,0,0,1.100,0.990,0
05,1,forced,2,3,motor,4,4,1,1,0.800,0.706,0
05,1,forced,2,4,motor,4,4,0,0,1.200,1.078,0
05,1,forced,2,5,motor,8,7,0,1,0.300,0.256,0
05,1,forced,2,6,motor,6,6,0,0,0.800,0.675,0
05,1,forced,2,7,motor,1,1,0,0,0.900,0.796,0
05,1,forced,2,8,motor,5,5,1,1,0.600,0.537,0
05,1,forced,2,9,motor,4,4,1,1,0.800,0.780,0
05,1,forced,2,10,motor,2,2,1,1,1.100,1.038,0
05,1,forced,2,11,motor,7,7,1,1,1,1.028,0
05,1,forced,2,12,motor,3,3,1,1,0.800,0.714,0
05,1,forced,2,13,motor,5,5,1,1,1,1.055,0
05,1,forced,2,14,motor,2,2,0,0,0.200,0.397,0
05,1,forced,2,15,motor,1,1,0,0,0.500,0.712,0
05,1,forced,2,16,motor,1,1,1,1,0.800,0.724,0
05,1,forced,2,17,motor,2,2,0,0,0.700,0.823,0
05,1,forced,2,18,motor,5,5,0,0,0.500,0.662,0
05,1,forced,2,19,motor,4,4,1,1,0.600,0.569,0
05,1,forced,2,20,motor,8,8,1,1,0.300,0.249,0
05,1,forced,5,1,learn,5,5,0,0,1.200,1.353,0
05,1,forced,5,2,learn,1,1,0,0,1.100,0.975,0
05,1,forced,5,3,learn,6,7,0,1,0.800,0.751,0
05,1,forced,5,4,learn,5,5,0,0,1.200,0.976,0
05,1,forced,5,5,learn,5,5,1,1,0.300,0.250,0
05,1,forced,5,6,learn,6,6,0,0,0.800,0.628,0
05,1,forced,5,7,learn,7,7,1,1,0.900,0.824,0
05,1,forced,5,8,learn,6,6,1,1,0.600,0.671,0
05,1,forced,5,9,learn,5,5,1,1,0.800,0.847,0
05,1,forced,5,10,learn,2,2,1,1,1.100,1.001,0
05,1,forced,5,11,learn,7,7,1,1,1,0.918,0
05,1,forced,5,12,learn,1,1,1,1,0.800,0.823,0
05,1,forced,5,13,learn,4,4,1,1,1,0.965,0
05,1,forced,5,14,learn,6,6,0,0,0.200,0.456,0
05,1,forced,5,15,learn,3,2,0,0,0.500,0.715,0
05,1,forced,5,16,learn,1,1,1,1,0.800,0.853,0
05,1,forced,5,17,learn,1,1,1,1,0.700,0.728,0
05,1,forced,5,18,learn,2,6,0,1,0.500,0.532,0
05,1,forced,5,19,learn,7,7,1,1,0.600,0.593,0
05,1,forced,5,20,learn,6,6,0,0,0.300,0.544,0
05,1,forced,5,21,learn,1,1,1,1,0.800,0.893,0
05,1,forced,5,22,learn,3,3,1,1,1.100,1.048,0
05,1,forced,5,23,learn,3,3,0,0,1.100,1.212,0
05,1,forced,5,24,learn,6,6,0,0,0.200,0.428,0
05,1,forced,5,25,learn,2,2,1,1,0.500,0.536,0
05,1,forced,5,26,learn,2,6,0,0,0.200,0.476,0
05,1,forced,5,27,learn,6,3,0,1,0.900,0.984,0
05,1,forced,5,28,learn,2,6,0,0,0.200,0.422,0
05,1,forced,5,29,learn,5,5,0,0,0.300,0.624,0
05,1,forced,5,30,learn,1,1,0,0,0.900,1.036,0
05,1,forced,5,31,learn,5,1,0,0,0.100,0.374,0
05,1,forced,5,32,learn,6,5,0,1,0.100,0.151,0
05,1,forced,5,33,learn,6,7,0,1,0.300,0.400,0
05,1,forced,5,34,learn,1,1,0,0,1,0.898,0
05,1,forced,5,35,learn,3,3,1,1,1,0.989,0
05,1,forced,5,36,learn,8,8,1,1,0.700,0.745,0
05,1,forced,5,37,learn,4,4,0,0,0.400,0.508,0
05,1,forced,5,38,learn,7,7,1,1,1,0.915,0
05,1,forced,5,39,learn,1,2,0,0,0.300,0.572,0
05,1,forced,5,40,learn,5,5,1,1,0.900,0.883,0
05,1,forced,5,41,learn,5,5,1,1,0.800,0.736,0
05,1,forced,5,42,learn,8,8,1,1,1.100,1.089,0
05,1,forced,5,43,learn,7,7,0,0,0.400,0.556,0
05,1,forced,5,44,learn,2,3,0,0,0.500,0.622,0
05,1,forced,5,45,learn,6,6,0,0,0.200,0.478,0
05,1,forced,5,46,learn,4,2,0,0,0.100,0.332,0
05,1,forced,5,47,learn,2,2,0,0,0.300,0.491,0
05,1,forced,5,48,learn,2,2,0,0,0.400,0.515,0
05,1,forced,5,49,learn,7,6,0,1,0.400,0.411,0
05,1,forced,5,50,learn,5,5,0,0,1.200,1.065,0
05,1,forced,5,51,learn,3,3,0,0,1.200,1.071,0
05,1,forced,5,52,learn,2,2,0,0,0.800,0.696,0
05,1,forced,5,53,learn,3,2,0,0,0.100,0.424,0
05,1,forced,5,54,learn,3,3,1,1,0.800,0.786,0
05,1,forced,5,55,learn,8,7,0,0,0.200,0.398,0
05,1,forced,5,56,learn,2,2,0,0,0.300,0.528,0
05,1,forced,5,57,learn,4,4,1,1,0.600,0.686,0
05,1,forced,5,58,learn,1,1,0,0,0.100,0.443,0
05,1,forced,5,59,learn,2,2,0,0,0.400,0.609,0
05,1,forced,5,60,learn,6,7,0,1,1.200,1.100,0
05,1,forced,5,61,learn,1,1,1,1,0.600,0.631,0
05,1,forced,5,62,learn,5,5,0,0,0.200,0.502,0
05,1,forced,5,63,learn,2,2,1,1,1,0.950,0
