id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
11,5,forced,2,1,motor,5,6,0,1,1.200,1.124,0
11,5,forced,2,2,motor,2,2,0,0,0.200,0.388,0
11,5,forced,2,3,motor,1,1,0,0,0.200,0.318,0
11,5,forced,2,4,motor,4,4,0,0,1,0.809,0
11,5,forced,2,5,motor,2,2,0,0,1.100,0.934,0
11,5,forced,2,6,motor,6,7,0,0,0.800,0.660,0
11,5,forced,2,7,motor,2,2,0,0,0.600,2.195,0
11,5,forced,2,8,motor,8,8,0,0,0.700,0.595,0
11,5,forced,2,9,motor,8,8,0,0,1.100,0.962,0
11,5,forced,2,10,motor,4,4,0,0,1.100,0.986,0
11,5,forced,2,11,motor,8,7,0,0,0.100,0.248,0
11,5,forced,2,12,motor,1,1,1,1,0.600,0.531,0
11,5,forced,2,13,motor,3,3,1,1,1,0.903,0
11,5,forced,2,14,motor,5,5,1,1,0.800,0.705,0
11,5,forced,2,15,motor,1,1,1,1,0.300,0.245,0
11,5,forced,2,16,motor,7,7,1,1,0.700,0.627,0
11,5,forced,2,17,motor,1,1,0,0,0.900,0.740,0
11,5,forced,2,18,motor,3,3,0,0,1,0.861,0
11,5,forced,2,19,motor,1,1,1,1,0.400,0.319,0
11,5,forced,2,20,motor,2,2,1,1,0.900,0.858,0
11,5,forced,5,1,learn,6,6,0,0,1.200,1.449,0
11,5,forced,5,2,learn,8,8,0,0,0.200,0.541,0
11,5,forced,5,3,learn,6,6,0,0,0.200,0.558,0
11,5,forced,5,4,learn,6,6,0,0,1,0.866,0
11,5,forced,5,5,learn,5,5,1,1,1.100,1.019,0
11,5,forced,5,6,learn,4,3,0,1,0.800,0.748,0
11,5,forced,5,7,learn,3,3,1,1,0.600,0.640,0
11,5,forced,5,8,learn,7,7,1,1,0.700,0.685,0
11,5,forced,5,9,learn,8,8,1,1,1.100,1.027,0
11,5,forced,5,10,learn,6,7,0,1,1.100,1.065,0
11,5,forced,5,11,learn,7,7,0,0,0.100,0.560,0
11,5,forced,5,12,learn,2,2,0,0,0.600,0.987,0
11,5,forced,5,13,learn,7,7,1,1,1,0.942,0
11,5,forced,5,14,learn,2,3,0,1,0.800,0.838,0
11,5,forced,5,15,learn,3,3,0,0,0.300,0.601,0
11,5,forced,5,16,learn,4,3,0,1,0.700,0.665,0
11,5,forced,5,17,learn,7,7,1,1,0.900,0.804,0
11,5,forced,5,18,learn,7,7,1,1,1,0.977,0
11,5,forced,5,19,learn,1,4,0,0,0.400,0.679,0
11,5,forced,5,20,learn,6,6,1,1,0.900,0.957,0
11,5,forced,5,21,learn,1,2,0,0,0.300,0.522,0
11,5,forced,5,22,learn,3,2,0,0,0.100,0.437,0
11,5,forced,5,23,learn,6,7,0,0,0.400,0.643,0
11,5,forced,5,24,learn,3,3,1,1,1,0.993,0
11,5,forced,5,25,learn,1,1,1,1,1.100,1.053,0
11,5,forced,5,26,learn,7,7,1,1,0.700,0.746,0
11,5,forced,5,27,learn,3,2,0,0,0.600,0.861,0
11,5,forced,5,28,learn,4,4,1,1,1.100,1.090,0
11,5,forced,5,29,learn,4,4,1,1,0.900,0.966,0
11,5,forced,5,30,learn,1,4,0,0,0.200,0.370,0
11,5,forced,5,31,learn,2,2,0,0,0.400,0.609,0
11,5,forced,5,32,learn,3,3,0,0,0.400,0.524,0
11,5,forced,5,33,learn,3,3,1,1,0.400,0.360,0
11,5,forced,5,34,learn,6,6,1,1,0.900,0.933,0
11,5,forced,5,35,learn,2,1,0,0,0.500,0.999,0
11,5,forced,5,36,learn,7,7,0,0,0.400,0.565,0
11,5,forced,5,37,learn,3,3,1,1,1.200,1.181,0
11,5,forced,5,38,learn,4,4,1,1,1.200,1.147,0
11,5,forced,5,39,learn,8,8,1,1,0.700,0.673,0
11,5,forced,5,40,learn,6,7,0,1,0.600,0.664,0
11,5,forced,5,41,learn,3,3,1,1,0.800,0.837,0
11,5,forced,5,42,learn,8,7,0,0,0.400,0.551,0
11,5,forced,5,43,learn,8,8,0,0,0.200,0.451,0
11,5,forced,5,44,learn,7,7,1,1,1,0.915,0
11,5,forced,5,45,learn,4,2,0,1,1,0.960,0
11,5,forced,5,46,learn,2,2,0,0,0.100,0.503,0
11,5,forced,5,47,learn,5,3,0,0,0.200,0.605,0
11,5,forced,5,48,learn,7,7,1,1,1.100,1.068,0
11,5,forced,5,49,learn,5,7,0,0,0.500,0.743,0
11,5,forced,5,50,learn,4,3,0,1,0.700,0.723,0
11,5,forced,5,51,learn,4,4,1,1,1.100,1.046,0
11,5,forced,5,52,learn,2,2,0,0,0.300,0.671,0
11,5,forced,5,53,learn,5,6,0,1,0.700,0.782,0
11,5,forced,5,54,learn,2,4,0,0,0.200,0.624,0
11,5,forced,5,55,learn,6,6,1,1,0.800,0.863,0
11,5,forced,5,56,learn,4,4,0,0,0.900,1.092,0
11,5,forced,5,57,learn,5,6,0,1,1.200,1.214,0
11,5,forced,5,58,learn,8,8,0,0,0.300,0.844,0
11,5,forced,5,59,learn,4,4,1,1,1,0.970,0
11,5,forced,5,60,learn,3,3,0,0,0.300,0.617,0
