id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
10,4,forced,2,1,motor,1,1,1,1,1.200,1.165,0
10,4,forced,2,2,motor,6,6,0,0,0.100,0.320,0
10,4,forced,2,3,motor,5,5,1,1,0.500,0.530,0
10,4,forced,2,4,motor,6,6,1,1,0.800,0.707,0
10,4,forced,2,5,motor,4,5,0,1,0.300,0.314,0
10,4,forced,2,6,motor,7,7,0,0,1,0.895,0
10,4,forced,2,7,motor,4,4,0,0,1,0.887,0
10,4,forced,2,8,motor,5,5,0,0,0.700,0.578,0
10,4,forced,2,9,motor,6,6,0,0,0.900,0.794,0
10,4,forced,2,10,motor,4,4,0,0,1,0.789,0
10,4,forced,2,11,motor,2,2,1,1,0.500,0.483,0
10,4,forced,2,12,motor,3,3,1,1,0.700,0.624,0
10,4,forced,2,13,motor,8,8,0,0,1.100,7.608,0
10,4,forced,2,14,motor,4,4,1,1,0.800,0.741,0
10,4,forced,2,15,motor,8,8,0,0,0.900,0.770,0
10,4,forced,2,16,motor,2,2,1,1,0.300,0.309,0
10,4,forced,2,17,motor,1,1,1,1,0.900,0.878,0
10,4,forced,2,18,motor,3,3,0,0,0.500,0.396,0
10,4,forced,2,19,motor,5,5,1,1,0.500,0.506,0
10,4,forced,2,20,motor,1,1,0,0,0.100,0.279,0
10,4,forced,5,1,learn,5,5,0,0,1.200,3.500,0
10,4,forced,5,2,learn,7,5,0,0,0.100,0.396,0
10,4,forced,5,3,learn,4,3,0,0,0.500,0.719,0
10,4,forced,5,4,learn,6,5,0,1,0.800,0.762,0
10,4,forced,5,5,learn,8,7,0,1,0.300,0.264,0
10,4,forced,5,6,learn,4,3,0,1,1,0.969,0
10,4,forced,5,7,learn,5,5,0,0,1,0.867,0
10,4,forced,5,8,learn,5,5,1,1,0.700,0.621,0
10,4,forced,5,9,learn,7,7,1,1,0.900,0.934,0
10,4,forced,5,10,learn,2,2,1,1,1,1.011,0
10,4,forced,5,11,learn,7,7,1,1,0.500,0.578,0
10,4,forced,5,12,learn,4,4,1,1,0.700,0.680,0
10,4,forced,5,13,learn,2,2,1,1,1.100,1.130,0
10,4,forced,5,14,learn,7,7,1,1,0.800,0.797,0
10,4,forced,5,15,learn,7,7,1,1,0.900,0.880,0
10,4,forced,5,16,learn,3,2,0,0,0.300,0.477,0
10,4,forced,5,17,learn,7,8,0,1,0.900,0.963,0
10,4,forced,5,18,learn,2,5,0,1,0.500,0.440,0
10,4,forced,5,19,learn,4,2,0,1,0.500,0.444,0
10,4,forced,5,20,learn,6,3,0,0,0.100,0.326,0
10,4,forced,5,21,learn,3,3,1,1,1.100,1.055,0
10,4,forced,5,22,learn,4,4,1,1,1.200,1.174,0
10,4,forced,5,23,learn,8,5,0,1,0.500,0.499,0
10,4,forced,5,24,learn,7,7,1,1,1,0.979,0
10,4,forced,5,25,learn,2,5,0,0,0.200,0.392,0
10,4,forced,5,26,learn,8,7,0,0,0.300,0.427,0
10,4,forced,5,27,learn,6,5,0,1,1,0.990,0
10,4,forced,5,28,learn,6,7,0,1,0.300,0.372,0
10,4,forced,5,29,learn,2,5,0,1,0.400,0.385,0
10,4,forced,5,30,learn,6,7,0,1,1.200,1.139,0
10,4,forced,5,31,learn,6,8,0,1,1.100,1.103,0
10,4,forced,5,32,learn,2,5,0,1,1,1.030,0
10,4,forced,5,33,learn,2,3,0,1,1,1.056,0
10,4,forced,5,34,learn,1,1,1,1,1,1.026,0
10,4,forced,5,35,learn,3,3,1,1,0.600,0.669,0
10,4,forced,5,36,learn,2,2,1,1,1.200,1.238,0
10,4,forced,5,37,learn,7,5,0,0,0.100,0.240,0
10,4,forced,5,38,learn,5,7,0,1,0.400,0.491,0
10,4,forced,5,39,learn,2,5,0,1,0.100,0.138,0
