id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline
28,4,forced,2,1,motor,6,6,0,0,1.200,1.365,0
28,4,forced,2,2,motor,7,7,0,0,0.100,0.413,0
28,4,forced,2,3,motor,3,3,0,0,0.300,0.462,0
28,4,forced,2,4,motor,8,8,0,0,0.300,0.428,0
28,4,forced,2,5,motor,1,1,0,0,1,0.891,0
28,4,forced,2,6,motor,5,6,0,1,0.800,0.774,0
28,4,forced,2,7,motor,1,1,1,1,0.500,0.511,0
28,4,forced,2,8,motor,2,2,0,0,0.800,0.645,0
28,4,forced,2,9,motor,6,6,1,1,1.200,1.095,0
28,4,forced,2,10,motor,1,1,0,0,0.100,0.312,0
28,4,forced,2,11,motor,4,4,1,1,0.900,0.877,0
28,4,forced,2,12,motor,6,6,1,1,0.600,0.681,0
28,4,forced,2,13,motor,8,8,1,1,0.800,0.733,0
28,4,forced,2,14,motor,7,5,0,0,0.200,0.358,0
28,4,forced,2,15,motor,4,4,0,0,0.500,0.634,0
28,4,forced,2,16,motor,5,5,1,1,0.400,0.488,0
28,4,forced,2,17,motor,1,1,1,1,0.800,0.785,0
28,4,forced,2,18,motor,3,3,1,1,0.300,0.361,0
28,4,forced,2,19,motor,4,4,0,0,0.300,0.446,0
28,4,forced,2,20,motor,8,8,1,1,0.700,0.745,0
28,4,forced,5,1,learn,1,1,0,0,1.200,1.430,0
28,4,forced,5,2,learn,7,2,0,1,0.100,0.136,0
28,4,forced,5,3,learn,1,1,1,1,0.300,0.377,0
28,4,forced,5,4,learn,3,3,0,0,0.300,0.566,0
28,4,forced,5,5,learn,1,1,1,1,1,0.926,0
28,4,forced,5,6,learn,5,5,1,1,0.800,0.802,0
28,4,forced,5,7,learn,5,5,1,1,0.500,0.585,0
28,4,forced,5,8,learn,8,7,0,1,0.800,0.873,0
28,4,forced,5,9,learn,2,2,0,0,1.200,1.023,0
28,4,forced,5,10,learn,1,3,0,0,0.100,0.383,0
28,4,forced,5,11,learn,6,7,0,1,0.900,0.940,0
28,4,forced,5,12,learn,4,8,0,1,0.600,0.550,0
28,4,forced,5,13,learn,4,2,0,1,0.800,0.805,0
28,4,forced,5,14,learn,2,1,0,0,0.200,0.527,0
28,4,forced,5,15,learn,6,1,0,1,0.500,0.523,0
28,4,forced,5,16,learn,8,8,0,0,0.400,0.619,0
