id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline,day
16,4,forced,2,1,motor,4,4,0,0,1.200,1.801,0,1
16,4,forced,2,2,motor,3,2,0,0,0.100,0.479,0,1
16,4,forced,2,3,motor,1,1,1,1,0.600,0.522,0,1
16,4,forced,2,4,motor,4,4,1,1,0.500,0.444,0,1
16,4,forced,2,5,motor,5,5,0,0,1.200,0.540,0,1
16,4,forced,2,6,motor,2,1,0,1,0.300,0.276,0,1
16,4,forced,2,7,motor,2,2,1,1,1,0.912,0,1
16,4,forced,2,8,motor,1,1,1,1,0.600,0.533,0,1
16,4,forced,2,9,motor,3,4,0,0,0.100,0.224,0,1
16,4,forced,2,10,motor,4,4,0,0,0.700,0.558,0,1
16,4,forced,2,11,motor,3,3,1,1,1.100,1.013,0,1
16,4,forced,2,12,motor,3,3,1,1,0.200,0.288,0,1
16,4,forced,2,13,motor,4,4,0,0,0.600,0.442,0,1
16,4,forced,2,14,motor,7,6,0,0,0.300,0.429,0,1
16,4,forced,2,15,motor,1,1,1,1,0.400,0.335,0,1
16,4,forced,2,16,motor,2,2,0,0,0.700,0.591,0,1
16,4,forced,2,17,motor,8,8,1,1,0.600,0.649,0,1
16,4,forced,2,18,motor,1,1,1,1,1.100,1.197,0,1
16,4,forced,2,19,motor,7,7,0,0,0.800,1.003,0,1
16,4,forced,2,20,motor,2,2,1,1,0.600,0.592,0,1
16,4,forced,5,1,learn,7,7,0,0,1.200,1.377,0,1
16,4,forced,5,2,learn,4,4,0,0,0.100,0.643,0,1
16,4,forced,5,3,learn,6,4,0,0,0.600,0.455,0,1
16,4,forced,5,4,learn,1,2,0,0,0.500,0.636,0,1
16,4,forced,5,5,learn,5,4,0,1,1.200,1.152,0,1
16,4,forced,5,6,learn,2,5,0,1,0.300,0.208,0,1
16,4,forced,5,7,learn,8,1,0,0,1,0.719,0,1
16,4,forced,5,8,learn,1,1,1,1,0.600,0.555,0,1
16,4,forced,5,9,learn,2,4,0,0,0.100,0.234,0,1
16,4,forced,5,10,learn,3,3,0,0,0.700,0.312,0,1
16,4,forced,5,11,learn,8,6,0,0,1.100,0.889,0,1
16,4,forced,5,12,learn,6,5,0,0,0.200,0.523,0,1
16,4,forced,5,13,learn,5,5,0,0,0.600,0.788,0,1
16,4,forced,5,14,learn,4,4,0,0,0.300,1.765,0,1
16,4,forced,5,15,learn,2,2,0,0,0.400,1.017,0,1
16,4,forced,5,16,learn,7,6,0,1,0.700,0.710,0,1
16,4,forced,5,17,learn,7,7,0,0,0.600,0.400,0,1
16,4,forced,5,18,learn,2,1,0,0,1.100,0.933,0,1
