id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter
17,1,free,1,1,motor,8,8,1,0.605,1,0
17,1,free,1,2,motor,7,7,1,0.578,1,0
17,1,free,1,3,motor,1,1,1,0.495,1,0
17,1,free,1,4,motor,8,8,1,0.455,1,0
17,1,free,1,5,motor,3,6,0,0.613,1,0
17,1,free,1,5,motor,3,3,1,0.237,2,0
17,1,free,1,6,motor,8,8,1,0.776,1,0
17,1,free,1,7,motor,2,2,1,0.855,1,0
17,1,free,1,8,motor,2,3,0,1.074,1,0
17,1,free,1,8,motor,2,2,1,0.225,2,0
17,1,free,1,9,motor,5,5,1,1.526,1,0
17,1,free,1,10,motor,6,6,1,0.669,1,0
17,1,free,1,11,motor,7,7,1,0.678,1,0
17,1,free,1,12,motor,8,8,1,0.674,1,0
17,1,free,1,14,motor,4,4,1,0.761,1,0
17,1,free,1,15,motor,3,2,0,0.643,1,0
17,1,free,1,15,motor,3,3,1,0.291,2,0
17,1,free,1,16,motor,3,3,1,0.407,1,0
17,1,free,1,17,motor,1,1,1,0.470,1,0
17,1,free,1,18,motor,8,8,1,0.520,1,0
17,1,free,1,19,motor,5,5,1,0.673,1,0
17,1,free,1,20,motor,1,1,1,0.449,1,0
17,1,free,1,21,motor,6,6,1,0.718,1,0
17,1,free,1,23,motor,2,2,1,0.756,1,0
17,1,free,1,24,motor,5,5,1,0.700,1,0
17,1,free,1,25,motor,1,1,1,0.449,1,0
17,1,free,1,26,motor,3,3,1,0.776,1,0
17,1,free,1,27,motor,2,2,1,0.577,1,0
17,1,free,1,28,motor,5,5,1,0.639,1,0
17,1,free,1,29,motor,2,2,1,0.665,1,0
17,1,free,1,30,motor,6,6,1,0.649,1,0
17,1,free,1,31,motor,5,5,1,0.703,1,0
17,1,free,1,32,motor,8,8,1,0.612,1,0
17,1,free,1,34,motor,6,6,1,1.124,1,0
17,1,free,1,35,motor,1,1,1,0.726,1,0
17,1,free,1,36,motor,3,3,1,0.833,1,0
17,1,free,1,37,motor,4,4,1,0.684,1,0
17,1,free,1,38,motor,2,2,1,0.550,1,0
17,1,free,1,39,motor,1,1,1,0.548,1,0
17,1,free,1,40,motor,5,5,1,0.648,1,0
17,1,free,1,41,motor,3,2,0,0.685,1,0
17,1,free,1,41,motor,3,3,1,0.098,2,0
17,1,free,1,42,motor,4,4,1,0.898,1,0
17,1,free,1,44,motor,7,7,1,0.743,1,0
17,1,free,1,45,motor,2,2,1,0.634,1,0
17,1,free,1,46,motor,8,8,1,0.550,1,0
17,1,free,1,47,motor,7,7,1,0.792,1,0
17,1,free,1,48,motor,6,6,1,0.769,1,0
17,1,free,1,49,motor,5,5,1,0.586,1,0
17,1,free,1,50,motor,4,4,1,0.700,1,0
17,1,free,1,51,motor,3,3,1,0.558,1,0
17,1,free,1,52,motor,1,1,1,0.511,1,0
17,1,free,1,53,motor,2,2,1,0.562,1,0
17,1,free,1,55,motor,5,5,1,0.512,1,0
17,1,free,1,56,motor,6,6,1,0.495,1,0
17,1,free,1,57,motor,3,2,0,0.414,1,0
17,1,free,1,57,motor,3,3,1,0.333,2,0
17,1,free,1,58,motor,5,5,1,0.767,1,0
17,1,free,1,59,motor,7,7,1,0.873,1,0
17,1,free,1,60,motor,8,8,1,0.593,1,0
17,1,free,1,61,motor,1,1,1,0.508,1,0
17,1,free,1,63,motor,2,4,0,0.921,1,0
17,1,free,1,63,motor,2,2,1,0.229,2,0
17,1,free,1,64,motor,7,7,1,0.971,1,0
17,1,free,1,65,motor,8,8,1,1.024,1,0
17,1,free,1,66,motor,4,4,1,0.703,1,0
17,1,free,1,67,motor,8,8,1,0.570,1,0
17,1,free,1,68,motor,4,4,1,0.559,1,0
17,1,free,1,69,motor,7,7,1,0.801,1,0
17,1,free,1,70,motor,4,4,1,0.636,1,0
17,1,free,1,71,motor,1,1,1,0.577,1,0
17,1,free,1,72,motor,4,4,1,0.598,1,0
17,1,free,1,73,motor,2,2,1,0.566,1,0
17,1,free,1,75,motor,3,2,0,0.557,1,0
17,1,free,1,75,motor,3,3,1,0.194,2,0
17,1,free,1,76,motor,1,1,1,0.574,1,0
17,1,free,1,77,motor,5,5,1,0.726,1,0
17,1,free,1,78,motor,2,2,1,0.849,1,0
17,1,free,1,79,motor,7,7,1,0.668,1,0
17,1,free,1,80,motor,8,8,1,0.836,1,0
17,1,free,1,81,motor,6,6,1,1.075,1,0
17,1,free,1,82,motor,5,5,1,0.616,1,0
17,1,free,1,83,motor,1,1,1,0.563,1,0
17,1,free,1,84,motor,5,5,1,0.621,1,0
17,1,free,1,85,motor,2,2,1,0.628,1,0
17,1,free,1,86,motor,3,3,1,0.774,1,0
17,1,free,1,87,motor,6,6,1,0.854,1,0
17,1,free,1,88,motor,4,4,1,0.769,1,0
17,1,free,1,89,motor,5,5,1,0.766,1,0
17,1,free,1,90,motor,7,7,1,0.535,1,0
17,1,free,1,91,motor,8,8,1,0.715,1,0
17,1,free,1,92,motor,5,5,1,0.547,1,0
17,1,free,1,93,motor,1,1,1,0.526,1,0
17,1,free,1,94,motor,6,6,1,0.838,1,0
17,1,free,1,95,motor,4,4,1,1.006,1,0
17,1,free,1,96,motor,8,8,1,0.619,1,0
17,1,free,1,97,motor,6,6,1,0.707,1,0
17,1,free,1,98,motor,8,8,1,0.396,1,0
17,1,free,1,99,motor,6,6,1,0.569,1,0
17,1,free,1,100,motor,1,1,1,0.491,1,0
17,1,free,1,101,motor,2,2,1,0.651,1,0
17,1,free,1,102,motor,8,8,1,0.494,1,0
17,1,free,1,103,motor,5,5,1,0.740,1,0
17,1,free,1,104,motor,4,4,1,0.560,1,0
17,1,free,1,105,motor,6,7,0,0.916,1,0
17,1,free,1,105,motor,6,7,0,0.502,2,0
17,1,free,1,105,motor,6,6,1,0.961,3,0
17,1,free,1,106,motor,8,8,1,0.646,1,0
17,1,free,1,107,motor,7,7,1,0.691,1,0
17,1,free,1,108,motor,6,6,1,0.980,1,0
17,1,free,1,109,motor,5,5,1,0.790,1,0
17,1,free,1,110,motor,8,8,1,0.489,1,0
17,1,free,1,111,motor,1,1,1,0.442,1,0
17,1,free,1,112,motor,4,4,1,0.622,1,0
17,1,free,1,113,motor,6,6,1,0.591,1,0
17,1,free,1,114,motor,7,7,1,0.856,1,0
17,1,free,1,115,motor,6,5,0,0.594,1,0
17,1,free,1,115,motor,6,6,1,1.016,2,0
17,1,free,1,116,motor,8,8,1,0.563,1,0
17,1,free,1,117,motor,7,7,1,0.586,1,0
17,1,free,1,118,motor,6,5,0,0.737,1,0
