"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","hierarchy","responses"
"810","818","HierDy0wdpx152","sub08","08","8","","","","","","","","","","","",""
"","2618","HierDy0wdpx152","sub08","08","8","fullscreen","","","","","","","","","","",""
"222542","225173","HierDy0wdpx152","sub08","08","8","","","","","","","","","","","",""
"2070","227256","HierDy0wdpx152","sub08","08","8","motor","83","img/motor_2.png","83","motor","2","1","1","0","0","",""
"null","227369","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"980","228361","HierDy0wdpx152","sub08","08","8","motor","74","img/motor_6.png","74","motor","6","2","1","0","0","",""
"null","228473","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"714","229196","HierDy0wdpx152","sub08","08","8","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","229306","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"487","229804","HierDy0wdpx152","sub08","08","8","motor","70","img/motor_4.png","70","motor","4","4","1","0","0","",""
"null","229914","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"634","230558","HierDy0wdpx152","sub08","08","8","motor","72","img/motor_5.png","72","motor","5","5","1","0","0","",""
"null","230669","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"489","231169","HierDy0wdpx152","sub08","08","8","motor","83","img/motor_2.png","83","motor","2","6","1","0","0","",""
"null","231278","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"436","231726","HierDy0wdpx152","sub08","08","8","motor","65","img/motor_1.png","65","motor","1","7","1","0","0","",""
"null","231835","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"379","232223","HierDy0wdpx152","sub08","08","8","motor","68","img/motor_3.png","68","motor","3","8","1","0","0","",""
"null","232331","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"328","232669","HierDy0wdpx152","sub08","08","8","motor","70","img/motor_4.png","70","motor","4","9","1","0","0","",""
"null","232779","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"468","233257","HierDy0wdpx152","sub08","08","8","motor","65","img/motor_1.png","65","motor","1","10","1","0","0","",""
"null","233366","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"382","233759","HierDy0wdpx152","sub08","08","8","motor","68","img/motor_3.png","68","motor","3","11","1","0","0","",""
"null","233870","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"475","234355","HierDy0wdpx152","sub08","08","8","motor","75","img/motor_6.png","74","motor","6","12","0","1","0","",""
"259","234625","HierDy0wdpx152","sub08","08","8","motorRepeat","74","img/motor_6.png","74","motor","6","12","1","0","0","",""
"null","234736","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"503","235249","HierDy0wdpx152","sub08","08","8","motor","68","img/motor_3.png","68","motor","3","13","1","0","0","",""
"null","235361","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"575","235942","HierDy0wdpx152","sub08","08","8","motor","76","img/motor_8.png","76","motor","8","14","1","0","0","",""
"null","236053","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"491","236554","HierDy0wdpx152","sub08","08","8","motor","83","img/motor_2.png","83","motor","2","15","1","0","0","",""
"null","236663","HierDy0wdpx152","sub08","08","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
