"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"1338","1359","HierDyfl9r5yx4","sub10","10","1","","","","","","","","","","","","",""
"","3812","HierDyfl9r5yx4","sub10","10","1","fullscreen","","","","","","","","","","","",""
"197363","201184","HierDyfl9r5yx4","sub10","10","1","","","","","","","","","","","","",""
"1607","202801","HierDyfl9r5yx4","sub10","10","1","motor","70","img/motor_4.png","70","motor","4","1","1","0","0","","",""
"null","202911","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"552","203472","HierDyfl9r5yx4","sub10","10","1","motor","65","img/motor_1.png","65","motor","1","2","1","0","0","","",""
"null","203583","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"476","204067","HierDyfl9r5yx4","sub10","10","1","motor","65","img/motor_1.png","65","motor","1","3","1","0","0","","",""
"null","204177","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"501","204687","HierDyfl9r5yx4","sub10","10","1","motor","74","img/motor_5.png","72","motor","5","4","0","1","0","","",""
"1444","206141","HierDyfl9r5yx4","sub10","10","1","motorRepeat","72","img/motor_5.png","72","motor","5","4","1","0","0","","",""
"null","206251","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"1365","207623","HierDyfl9r5yx4","sub10","10","1","motor","76","img/motor_8.png","76","motor","8","5","1","0","0","","",""
"null","207732","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"395","208134","HierDyfl9r5yx4","sub10","10","1","motor","72","img/motor_5.png","72","motor","5","6","1","0","0","","",""
"null","208243","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"387","208636","HierDyfl9r5yx4","sub10","10","1","motor","65","img/motor_1.png","65","motor","1","7","1","0","0","","",""
"null","208744","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"402","209153","HierDyfl9r5yx4","sub10","10","1","motor","72","img/motor_5.png","72","motor","5","8","1","0","0","","",""
"null","209261","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"471","209741","HierDyfl9r5yx4","sub10","10","1","motor","74","img/motor_6.png","74","motor","6","9","1","0","0","","",""
"null","209850","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"522","210377","HierDyfl9r5yx4","sub10","10","1","motor","76","img/motor_8.png","76","motor","8","10","1","0","0","","",""
"null","210487","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"517","211010","HierDyfl9r5yx4","sub10","10","1","motor","74","img/motor_7.png","75","motor","7","11","0","1","0","","",""
"395","211412","HierDyfl9r5yx4","sub10","10","1","motorRepeat","75","img/motor_7.png","75","motor","7","11","1","0","0","","",""
"null","211519","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"652","212180","HierDyfl9r5yx4","sub10","10","1","motor","83","img/motor_2.png","83","motor","2","12","1","0","0","","",""
"null","212287","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"443","212737","HierDyfl9r5yx4","sub10","10","1","motor","72","img/motor_5.png","72","motor","5","13","1","0","0","","",""
"null","212845","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"522","213374","HierDyfl9r5yx4","sub10","10","1","motor","70","img/motor_4.png","70","motor","4","14","1","0","0","","",""
"null","213483","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"432","213922","HierDyfl9r5yx4","sub10","10","1","motor","65","img/motor_1.png","65","motor","1","15","1","0","0","","",""
"null","214031","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"664","214703","HierDyfl9r5yx4","sub10","10","1","motor","68","img/motor_3.png","68","motor","3","16","1","0","0","","",""
"null","214810","HierDyfl9r5yx4","sub10","10","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"618","215437","HierDyfl9r5yx4","sub10","10","1","motor","75","img/motor_7.png","75","motor","7","17","1","0","0","","",""
