"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"655","666","HierDy6ya281b3","sub11","11","1","","","","","","","","","","","","",""
"","2511","HierDy6ya281b3","sub11","11","1","fullscreen","","","","","","","","","","","",""
"394121","396645","HierDy6ya281b3","sub11","11","1","","","","","","","","","","","","",""
"1185","397843","HierDy6ya281b3","sub11","11","1","motor","83","img/motor_2.png","83","motor","2","1","1","0","0","","",""
"null","397958","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"847","398816","HierDy6ya281b3","sub11","11","1","motor","74","img/motor_6.png","74","motor","6","2","1","0","0","","",""
"null","398927","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"634","399574","HierDy6ya281b3","sub11","11","1","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","","",""
"null","399686","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"631","400327","HierDy6ya281b3","sub11","11","1","motor","70","img/motor_4.png","70","motor","4","4","1","0","0","","",""
"null","400436","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"1133","401578","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_5.png","72","motor","5","5","1","0","0","","",""
"null","401688","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"589","402287","HierDy6ya281b3","sub11","11","1","motor","83","img/motor_2.png","83","motor","2","6","1","0","0","","",""
"null","402398","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"535","402942","HierDy6ya281b3","sub11","11","1","motor","65","img/motor_1.png","65","motor","1","7","1","0","0","","",""
"null","403053","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"971","404033","HierDy6ya281b3","sub11","11","1","motor","68","img/motor_3.png","68","motor","3","8","1","0","0","","",""
"null","404141","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"483","404639","HierDy6ya281b3","sub11","11","1","motor","70","img/motor_4.png","70","motor","4","9","1","0","0","","",""
"null","404751","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"419","405181","HierDy6ya281b3","sub11","11","1","motor","65","img/motor_1.png","65","motor","1","10","1","0","0","","",""
"null","405293","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"509","405813","HierDy6ya281b3","sub11","11","1","motor","68","img/motor_3.png","68","motor","3","11","1","0","0","","",""
"null","405921","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"542","406472","HierDy6ya281b3","sub11","11","1","motor","74","img/motor_6.png","74","motor","6","12","1","0","0","","",""
"null","406584","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"725","407319","HierDy6ya281b3","sub11","11","1","motor","68","img/motor_3.png","68","motor","3","13","1","0","0","","",""
"null","407428","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"528","407967","HierDy6ya281b3","sub11","11","1","motor","76","img/motor_8.png","76","motor","8","14","1","0","0","","",""
"null","408078","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"536","408629","HierDy6ya281b3","sub11","11","1","motor","68","img/motor_2.png","83","motor","2","15","0","1","0","","",""
"268","408911","HierDy6ya281b3","sub11","11","1","motorRepeat","83","img/motor_2.png","83","motor","2","15","1","0","0","","",""
"null","409022","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"613","409645","HierDy6ya281b3","sub11","11","1","motor","76","img/motor_8.png","76","motor","8","16","1","0","0","","",""
"null","409757","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"686","410454","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_5.png","72","motor","5","17","1","0","0","","",""
"null","410564","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"466","411041","HierDy6ya281b3","sub11","11","1","motor","76","img/motor_8.png","76","motor","8","18","1","0","0","","",""
"null","411151","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"554","411714","HierDy6ya281b3","sub11","11","1","motor","83","img/motor_2.png","83","motor","2","19","1","0","0","","",""
"null","411825","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"520","412355","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_5.png","72","motor","5","20","1","0","0","","",""
"null","412463","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"533","413005","HierDy6ya281b3","sub11","11","1","motor","75","img/motor_8.png","76","motor","8","21","0","1","0","","",""
"13","413026","HierDy6ya281b3","sub11","11","1","motorRepeat","76","img/motor_8.png","76","motor","8","21","1","0","0","","",""
"null","413137","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"457","413605","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_5.png","72","motor","5","22","1","0","0","","",""
"null","413716","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"452","414176","HierDy6ya281b3","sub11","11","1","motor","83","img/motor_2.png","83","motor","2","23","1","0","0","","",""
"null","414287","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"371","414666","HierDy6ya281b3","sub11","11","1","motor","76","img/motor_8.png","76","motor","8","24","1","0","0","","",""
"null","414776","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"490","415276","HierDy6ya281b3","sub11","11","1","motor","70","img/motor_4.png","70","motor","4","25","1","0","0","","",""
"null","415387","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"1072","416468","HierDy6ya281b3","sub11","11","1","motor","75","img/motor_7.png","75","motor","7","26","1","0","0","","",""
"null","416577","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"515","417101","HierDy6ya281b3","sub11","11","1","motor","70","img/motor_2.png","83","motor","2","27","0","1","0","","",""
"291","417402","HierDy6ya281b3","sub11","11","1","motorRepeat","83","img/motor_2.png","83","motor","2","27","1","0","0","","",""
"null","417512","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"745","418267","HierDy6ya281b3","sub11","11","1","motor","74","img/motor_6.png","74","motor","6","28","1","0","0","","",""
"null","418378","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"582","418970","HierDy6ya281b3","sub11","11","1","motor","83","img/motor_2.png","83","motor","2","29","1","0","0","","",""
"null","419080","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"615","419706","HierDy6ya281b3","sub11","11","1","motor","76","img/motor_8.png","76","motor","8","30","1","0","0","","",""
"null","419818","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"432","420258","HierDy6ya281b3","sub11","11","1","motor","76","img/motor_8.png","76","motor","8","31","1","0","0","","",""
"null","420369","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"471","420850","HierDy6ya281b3","sub11","11","1","motor","65","img/motor_1.png","65","motor","1","32","1","0","0","","",""
"null","420959","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"552","421521","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_5.png","72","motor","5","33","1","0","0","","",""
"null","421633","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"110","421751","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_4.png","70","motor","4","34","0","1","0","","",""
"479","422240","HierDy6ya281b3","sub11","11","1","motorRepeat","70","img/motor_4.png","70","motor","4","34","1","0","0","","",""
"null","422351","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"576","422935","HierDy6ya281b3","sub11","11","1","motor","74","img/motor_6.png","74","motor","6","35","1","0","0","","",""
"null","423045","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"433","423488","HierDy6ya281b3","sub11","11","1","motor","68","img/motor_3.png","68","motor","3","36","1","0","0","","",""
"null","423598","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"466","424074","HierDy6ya281b3","sub11","11","1","motor","65","img/motor_1.png","65","motor","1","37","1","0","0","","",""
"null","424184","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"530","424722","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_5.png","72","motor","5","38","1","0","0","","",""
"null","424834","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"792","425636","HierDy6ya281b3","sub11","11","1","motor","70","img/motor_4.png","70","motor","4","39","1","0","0","","",""
"null","425746","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"483","426238","HierDy6ya281b3","sub11","11","1","motor","74","img/motor_7.png","75","motor","7","40","0","1","0","","",""
"277","426524","HierDy6ya281b3","sub11","11","1","motorRepeat","75","img/motor_7.png","75","motor","7","40","1","0","0","","",""
"null","426636","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"471","427117","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_5.png","72","motor","5","41","1","0","0","","",""
"null","427228","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"476","427712","HierDy6ya281b3","sub11","11","1","motor","65","img/motor_1.png","65","motor","1","42","1","0","0","","",""
"null","427824","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"551","428385","HierDy6ya281b3","sub11","11","1","motor","68","img/motor_3.png","68","motor","3","43","1","0","0","","",""
"null","428496","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"522","429027","HierDy6ya281b3","sub11","11","1","motor","83","img/motor_2.png","83","motor","2","44","1","0","0","","",""
"null","429138","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"392","429538","HierDy6ya281b3","sub11","11","1","motor","70","img/motor_3.png","68","motor","3","45","0","1","0","","",""
"573","430119","HierDy6ya281b3","sub11","11","1","motorRepeat","68","img/motor_3.png","68","motor","3","45","1","0","0","","",""
"null","430231","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"599","430839","HierDy6ya281b3","sub11","11","1","motor","74","img/motor_6.png","74","motor","6","46","1","0","0","","",""
"null","430950","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"774","431732","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_5.png","72","motor","5","47","1","0","0","","",""
"null","431843","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"445","432297","HierDy6ya281b3","sub11","11","1","motor","76","img/motor_8.png","76","motor","8","48","1","0","0","","",""
"null","432408","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"392","432808","HierDy6ya281b3","sub11","11","1","motor","65","img/motor_5.png","72","motor","5","49","0","1","0","","",""
"223","433041","HierDy6ya281b3","sub11","11","1","motorRepeat","72","img/motor_5.png","72","motor","5","49","1","0","0","","",""
"null","433151","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"428","433588","HierDy6ya281b3","sub11","11","1","motor","76","img/motor_8.png","76","motor","8","50","1","0","0","","",""
"null","433698","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"370","434078","HierDy6ya281b3","sub11","11","1","motor","65","img/motor_1.png","65","motor","1","51","1","0","0","","",""
"null","434188","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"458","434656","HierDy6ya281b3","sub11","11","1","motor","72","img/motor_8.png","76","motor","8","52","0","1","0","","",""
"149","434815","HierDy6ya281b3","sub11","11","1","motorRepeat","76","img/motor_8.png","76","motor","8","52","1","0","0","","",""
"null","434925","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"580","435514","HierDy6ya281b3","sub11","11","1","motor","74","img/motor_6.png","74","motor","6","53","1","0","0","","",""
"null","435625","HierDy6ya281b3","sub11","11","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
