"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"4313","4322","HierDyb8xpy2m5","04","04","1","","","","","","","","","","","","",""
"","6545","HierDyb8xpy2m5","04","04","1","fullscreen","","","","","","","","","","","",""
"604148","610705","HierDyb8xpy2m5","04","04","1","","","","","","","","","","","","",""
"1630","612348","HierDyb8xpy2m5","04","04","1","motor","70","img/motor_4.png","70","motor","4","1","1","0","0","","",""
"null","612461","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"1204","613676","HierDyb8xpy2m5","04","04","1","motor","65","img/motor_1.png","65","motor","1","2","1","0","0","","",""
"null","613788","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"524","614322","HierDyb8xpy2m5","04","04","1","motor","65","img/motor_1.png","65","motor","1","3","1","0","0","","",""
"null","614433","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"1133","615576","HierDyb8xpy2m5","04","04","1","motor","72","img/motor_5.png","72","motor","5","4","1","0","0","","",""
"null","615685","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"1329","617022","HierDyb8xpy2m5","04","04","1","motor","76","img/motor_8.png","76","motor","8","5","1","0","0","","",""
"null","617130","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"814","617953","HierDyb8xpy2m5","04","04","1","motor","72","img/motor_5.png","72","motor","5","6","1","0","0","","",""
"null","618065","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"540","618614","HierDyb8xpy2m5","04","04","1","motor","65","img/motor_1.png","65","motor","1","7","1","0","0","","",""
"null","618722","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"734","619468","HierDyb8xpy2m5","04","04","1","motor","72","img/motor_5.png","72","motor","5","8","1","0","0","","",""
"null","619579","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"664","620253","HierDyb8xpy2m5","04","04","1","motor","74","img/motor_6.png","74","motor","6","9","1","0","0","","",""
"null","620361","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"631","621002","HierDyb8xpy2m5","04","04","1","motor","76","img/motor_8.png","76","motor","8","10","1","0","0","","",""
"null","621113","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"536","621657","HierDyb8xpy2m5","04","04","1","motor","75","img/motor_7.png","75","motor","7","11","1","0","0","","",""
"null","621767","HierDyb8xpy2m5","04","04","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"626","622401","HierDyb8xpy2m5","04","04","1","motor","83","img/motor_2.png","83","motor","2","12","1","0","0","","",""
