id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline,day
sub23,11,forced,2,1,motor,3,3,0,0,1.200,1.067,0,8
sub23,11,forced,2,2,motor,7,7,1,1,1,0.921,0,8
sub23,11,forced,2,3,motor,4,4,1,1,1.100,1.018,0,8
sub23,11,forced,2,4,motor,1,1,1,1,0.900,0.807,0,8
sub23,11,forced,2,5,motor,7,7,1,1,0.600,0.549,0,8
sub23,11,forced,2,6,motor,7,7,1,1,0.800,0.710,0,8
sub23,11,forced,2,7,motor,5,5,1,1,1.200,1.102,0,8
sub23,11,forced,2,8,motor,7,7,0,0,0.600,0.486,0,8
sub23,11,forced,2,9,motor,8,8,1,1,0.700,0.622,0,8
sub23,11,forced,2,10,motor,6,6,1,1,0.600,0.544,0,8
sub23,11,forced,2,11,motor,1,1,1,1,0.300,0.304,0,8
sub23,11,forced,2,12,motor,1,1,1,1,0.500,0.404,0,8
sub23,11,forced,2,13,motor,6,6,1,1,0.800,0.845,0,8
sub23,11,forced,2,14,motor,5,5,1,1,0.500,0.406,0,8
sub23,11,forced,2,15,motor,1,2,0,1,0.200,0.228,0,8
sub23,11,forced,2,16,motor,2,2,1,1,1.200,1.151,0,8
sub23,11,forced,2,17,motor,8,8,0,0,0.700,0.583,0,8
sub23,11,forced,2,18,motor,4,4,1,1,1.200,1.109,0,8
sub23,11,forced,2,19,motor,6,6,1,1,1,0.990,0,8
sub23,11,forced,2,20,motor,5,5,1,1,1.200,1.131,0,8
sub23,11,forced,5,1,learn,6,6,1,1,1.200,1.097,0,8
sub23,11,forced,5,2,learn,8,8,0,0,1,0.886,0,8
sub23,11,forced,5,3,learn,8,8,1,1,1.100,1.025,0,8
sub23,11,forced,5,4,learn,1,1,1,1,0.900,0.812,0,8
sub23,11,forced,5,5,learn,4,4,1,1,0.600,0.526,0,8
sub23,11,forced,5,6,learn,3,3,1,1,0.800,0.742,0,8
sub23,11,forced,5,7,learn,4,4,1,1,1.200,1.106,0,8
sub23,11,forced,5,8,learn,5,1,0,0,0.600,0.479,0,8
sub23,11,forced,5,9,learn,8,8,0,0,0.700,0.551,0,8
sub23,11,forced,5,10,learn,3,3,0,0,0.600,0.792,0,8
sub23,11,forced,5,11,learn,2,8,0,1,0.300,0.232,0,8
sub23,11,forced,5,12,learn,7,7,1,1,0.500,0.478,0,8
sub23,11,forced,5,13,learn,8,8,1,1,0.800,0.744,0,8
sub23,11,forced,5,14,learn,2,6,0,1,0.500,0.570,0,8
sub23,11,forced,5,15,learn,2,2,0,0,0.200,0.509,0,8
sub23,11,forced,5,16,learn,4,4,1,1,1.200,1.130,0,8
sub23,11,forced,5,17,learn,4,4,1,1,0.700,0.627,0,8
sub23,11,forced,5,18,learn,7,7,1,1,1.200,1.122,0,8
sub23,11,forced,5,19,learn,5,5,1,1,1,0.938,0,8
sub23,11,forced,5,20,learn,4,8,0,1,1.200,1.103,0,8
sub23,11,forced,5,21,learn,8,4,0,1,0.500,0.464,0,8
sub23,11,forced,5,22,learn,7,7,0,0,1,0.899,0,8
sub23,11,forced,5,23,learn,1,1,1,1,0.500,0.516,0,8
sub23,11,forced,5,24,learn,5,5,1,1,1,0.996,0,8
