id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline,day
sub24,12,forced,2,1,motor,4,4,0,0,1.200,0.420,0,8
sub24,12,forced,2,2,motor,6,5,0,1,0.300,0.321,0,8
sub24,12,forced,2,3,motor,2,2,1,1,0.800,0.726,0,8
sub24,12,forced,2,4,motor,7,7,1,1,0.600,0.507,0,8
sub24,12,forced,2,5,motor,2,2,1,1,0.800,0.744,0,8
sub24,12,forced,2,6,motor,4,4,1,1,0.400,0.354,0,8
sub24,12,forced,2,7,motor,3,3,0,0,0.300,0.430,0,8
sub24,12,forced,2,8,motor,4,4,1,1,0.500,0.483,0,8
sub24,12,forced,2,9,motor,3,3,1,1,0.600,0.509,0,8
sub24,12,forced,2,10,motor,7,7,0,0,0.600,0.419,0,8
sub24,12,forced,2,11,motor,8,8,1,1,0.300,0.306,0,8
sub24,12,forced,2,12,motor,3,3,1,1,0.600,0.652,0,8
sub24,12,forced,2,13,motor,6,6,1,1,1,0.908,0,8
sub24,12,forced,2,14,motor,6,6,1,1,1.100,1.010,0,8
sub24,12,forced,2,15,motor,4,4,1,1,1.100,1.034,0,8
sub24,12,forced,2,16,motor,1,1,1,1,0.600,0.516,0,8
sub24,12,forced,2,17,motor,5,5,1,1,0.300,0.286,0,8
sub24,12,forced,2,18,motor,3,3,1,1,0.400,0.428,0,8
sub24,12,forced,2,19,motor,5,7,0,0,0.100,0.204,0,8
sub24,12,forced,2,20,motor,4,4,0,0,0.800,0.667,0,8
sub24,12,forced,5,1,learn,6,6,1,1,1.200,1.155,0,8
sub24,12,forced,5,2,learn,1,1,0,0,0.300,0.796,0,8
sub24,12,forced,5,3,learn,1,1,1,1,0.800,0.706,0,8
sub24,12,forced,5,4,learn,7,6,0,0,0.600,0.701,0,8
sub24,12,forced,5,5,learn,4,4,0,0,0.800,0.691,0,8
sub24,12,forced,5,6,learn,4,4,1,1,0.400,0.475,0,8
sub24,12,forced,5,7,learn,2,3,0,0,0.300,0.476,0,8
sub24,12,forced,5,8,learn,2,2,1,1,0.500,0.502,0,8
sub24,12,forced,5,9,learn,8,6,0,0,0.600,0.728,0,8
sub24,12,forced,5,10,learn,8,8,1,1,0.600,0.550,0,8
