"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"2688","2712","HierDyavs2pooq","05","05","1","","","","","","","","","","","","",""
"","4818","HierDyavs2pooq","05","05","1","fullscreen","","","","","","","","","","","",""
"324134","328963","HierDyavs2pooq","05","05","1","","","","","","","","","","","","",""
"915","329890","HierDyavs2pooq","05","05","1","motor","68","img/motor_3.png","68","motor","3","1","1","0","0","","",""
"null","330002","HierDyavs2pooq","05","05","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"643","330655","HierDyavs2pooq","05","05","1","motor","75","img/motor_7.png","75","motor","7","2","1","0","0","","",""
"null","330766","HierDyavs2pooq","05","05","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"514","331292","HierDyavs2pooq","05","05","1","motor","65","img/motor_1.png","65","motor","1","3","1","0","0","","",""
"null","331403","HierDyavs2pooq","05","05","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"736","332149","HierDyavs2pooq","05","05","1","motor","74","img/motor_6.png","74","motor","6","4","1","0","0","","",""
"null","332261","HierDyavs2pooq","05","05","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"525","332795","HierDyavs2pooq","05","05","1","motor","72","img/motor_5.png","72","motor","5","5","1","0","0","","",""
"null","332907","HierDyavs2pooq","05","05","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"813","333729","HierDyavs2pooq","05","05","1","motor","68","img/motor_3.png","68","motor","3","6","1","0","0","","",""
"null","333840","HierDyavs2pooq","05","05","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"944","334793","HierDyavs2pooq","05","05","1","motor","83","img/motor_2.png","83","motor","2","7","1","0","0","","",""
"null","334903","HierDyavs2pooq","05","05","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"539","335454","HierDyavs2pooq","05","05","1","motor","70","img/motor_4.png","70","motor","4","8","1","0","0","","",""
"null","335564","HierDyavs2pooq","05","05","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"494","336068","HierDyavs2pooq","05","05","1","motor","72","img/motor_5.png","72","motor","5","9","1","0","0","","",""
"null","336178","HierDyavs2pooq","05","05","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"624","336811","HierDyavs2pooq","05","05","1","motor","70","img/motor_3.png","68","motor","3","10","0","1","0","","",""
"410","337228","HierDyavs2pooq","05","05","1","motorRepeat","68","img/motor_3.png","68","motor","3","10","1","0","0","","",""
"null","337338","HierDyavs2pooq","05","05","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"453","337801","HierDyavs2pooq","05","05","1","motor","70","img/motor_4.png","70","motor","4","11","1","0","0","","",""
"null","337911","HierDyavs2pooq","05","05","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"471","338388","HierDyavs2pooq","05","05","1","motor","70","img/motor_4.png","70","motor","4","12","1","0","0","","",""
"null","338500","HierDyavs2pooq","05","05","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"590","339098","HierDyavs2pooq","05","05","1","motor","74","img/motor_6.png","74","motor","6","13","1","0","0","","",""
"null","339206","HierDyavs2pooq","05","05","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"496","339709","HierDyavs2pooq","05","05","1","motor","72","img/motor_5.png","72","motor","5","14","1","0","0","","",""
"null","339820","HierDyavs2pooq","05","05","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"564","340393","HierDyavs2pooq","05","05","1","motor","75","img/motor_7.png","75","motor","7","15","1","0","0","","",""
"null","340501","HierDyavs2pooq","05","05","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"544","341053","HierDyavs2pooq","05","05","1","motor","83","img/motor_2.png","83","motor","2","16","1","0","0","","",""
"null","341165","HierDyavs2pooq","05","05","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"534","341705","HierDyavs2pooq","05","05","1","motor","70","img/motor_4.png","70","motor","4","17","1","0","0","","",""
"null","341813","HierDyavs2pooq","05","05","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"593","342412","HierDyavs2pooq","05","05","1","motor","74","img/motor_6.png","74","motor","6","18","1","0","0","","",""
"null","342520","HierDyavs2pooq","05","05","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"539","343067","HierDyavs2pooq","05","05","1","motor","65","img/motor_1.png","65","motor","1","19","1","0","0","","",""
"null","343177","HierDyavs2pooq","05","05","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"569","343757","HierDyavs2pooq","05","05","1","motor","72","img/motor_5.png","72","motor","5","20","1","0","0","","",""
"null","343868","HierDyavs2pooq","05","05","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"535","344412","HierDyavs2pooq","05","05","1","motor","74","img/motor_6.png","74","motor","6","21","1","0","0","","",""
"null","344522","HierDyavs2pooq","05","05","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"1613","346145","HierDyavs2pooq","05","05","1","motor","76","img/motor_8.png","76","motor","8","22","1","0","0","","",""
"null","346254","HierDyavs2pooq","05","05","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"626","346890","HierDyavs2pooq","05","05","1","motor","70","img/motor_4.png","70","motor","4","23","1","0","0","","",""
