id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline,day
sub24,12,forced,2,1,motor,4,4,0,0,1.200,2.056,0,1
sub24,12,forced,2,2,motor,6,5,0,1,0.300,0.307,0,1
sub24,12,forced,2,3,motor,2,2,0,0,0.800,1.117,0,1
sub24,12,forced,2,4,motor,7,7,0,0,0.600,0.701,0,1
sub24,12,forced,2,5,motor,2,2,0,0,0.800,0.575,0,1
sub24,12,forced,2,6,motor,4,4,0,0,0.400,0.555,0,1
sub24,12,forced,2,7,motor,3,3,1,1,0.300,0.385,0,1
sub24,12,forced,2,8,motor,4,4,1,1,0.500,0.412,0,1
sub24,12,forced,2,9,motor,3,3,0,0,0.600,0.456,0,1
sub24,12,forced,2,10,motor,7,7,1,1,0.600,0.565,0,1
sub24,12,forced,2,11,motor,8,8,0,0,0.300,0.511,0,1
sub24,12,forced,2,12,motor,3,3,1,1,0.600,0.566,0,1
sub24,12,forced,2,13,motor,6,6,0,0,1,0.841,0,1
sub24,12,forced,2,14,motor,6,6,1,1,1.100,1.022,0,1
sub24,12,forced,2,15,motor,4,4,1,1,1.100,1.022,0,1
sub24,12,forced,2,16,motor,1,1,1,1,0.600,0.565,0,1
sub24,12,forced,2,17,motor,5,5,1,1,0.300,0.335,0,1
sub24,12,forced,2,18,motor,3,3,0,0,0.400,0.531,0,1
sub24,12,forced,2,19,motor,5,5,0,0,0.100,0.351,0,1
sub24,12,forced,2,20,motor,4,4,1,1,0.800,0.743,0,1
sub24,12,forced,5,1,learn,6,8,0,0,1.200,6.282,0,1
sub24,12,forced,5,2,learn,1,6,0,0,0.300,1.255,0,1
sub24,12,forced,5,3,learn,1,1,0,0,0.800,2.531,0,1
sub24,12,forced,5,4,learn,7,6,0,0,0.600,1.282,0,1
sub24,12,forced,5,5,learn,4,4,0,0,0.800,2.708,0,1
sub24,12,forced,5,6,learn,4,4,0,0,0.400,0.570,0,1
sub24,12,forced,5,7,learn,2,3,0,0,0.300,0.568,0,1
sub24,12,forced,5,8,learn,2,2,1,1,0.500,0.486,0,1
sub24,12,forced,5,9,learn,8,5,0,1,0.600,0.572,0,1
sub24,12,forced,5,10,learn,8,7,0,0,0.600,1.040,0,1
sub24,12,forced,5,11,learn,5,5,0,0,0.300,0.662,0,1
sub24,12,forced,5,12,learn,4,3,0,0,0.600,0.745,0,1
sub24,12,forced,5,13,learn,2,1,0,1,1,0.924,0,1
sub24,12,forced,5,14,learn,3,5,0,0,1.100,0.986,0,1
sub24,12,forced,5,15,learn,1,1,1,1,1.100,1.028,0,1
sub24,12,forced,5,16,learn,6,6,0,0,0.600,0.738,0,1
sub24,12,forced,5,17,learn,7,5,0,0,0.300,1.895,0,1
sub24,12,forced,5,18,learn,6,7,0,1,0.400,0.422,0,1
sub24,12,forced,5,19,learn,3,3,0,0,0.100,0.943,0,1
sub24,12,forced,5,20,learn,8,5,0,1,0.800,0.859,0,1
sub24,12,forced,5,21,learn,6,6,0,0,0.200,0.486,0,1
sub24,12,forced,5,22,learn,8,7,0,0,1.100,0.955,0,1
sub24,12,forced,5,23,learn,5,7,0,0,0.200,0.809,0,1
sub24,12,forced,5,24,learn,4,5,0,0,0.200,0.957,0,1
sub24,12,forced,5,25,learn,5,7,0,1,1.200,1.127,0,1
sub24,12,forced,5,26,learn,3,3,1,1,1.200,1.229,0,1
sub24,12,forced,5,27,learn,2,2,0,0,0.600,0.753,0,1
sub24,12,forced,5,28,learn,3,3,1,1,0.800,0.701,0,1
sub24,12,forced,5,29,learn,5,5,1,1,1.100,1.066,0,1
sub24,12,forced,5,30,learn,4,4,0,0,1,1.365,0,1
sub24,12,forced,5,31,learn,4,4,0,0,0.900,0.792,0,1
sub24,12,forced,5,32,learn,8,6,0,1,0.500,0.582,0,1
sub24,12,forced,5,33,learn,1,4,0,0,0.300,0.768,0,1
sub24,12,forced,5,34,learn,6,6,0,0,0.200,0.654,0,1
sub24,12,forced,5,35,learn,3,4,0,0,0.600,0.714,0,1
sub24,12,forced,5,36,learn,3,3,0,0,1,0.851,0,1
sub24,12,forced,5,37,learn,1,1,0,0,1.200,1.297,0,1
sub24,12,forced,5,38,learn,7,1,0,1,0.100,0.188,0,1
sub24,12,forced,5,39,learn,7,7,0,0,0.200,1.327,0,1
sub24,12,forced,5,40,learn,2,6,0,1,0.700,0.770,0,1
sub24,12,forced,5,41,learn,1,1,0,0,0.400,1.431,0,1
sub24,12,forced,5,42,learn,2,1,0,0,0.800,0.918,0,1
sub24,12,forced,5,43,learn,1,2,0,1,0.100,0.121,0,1
sub24,12,forced,5,44,learn,6,5,0,0,0.100,0.504,0,1
sub24,12,forced,5,45,learn,4,4,0,0,0.700,1.300,0,1
sub24,12,forced,5,46,learn,5,5,0,0,0.200,0.992,0,1
sub24,12,forced,5,47,learn,2,3,0,1,0.200,0.168,0,1
sub24,12,forced,5,48,learn,6,6,1,1,0.100,0.180,0,1
sub24,12,forced,5,49,learn,7,7,0,0,0.200,0.707,0,1
sub24,12,forced,5,50,learn,6,6,1,1,0.800,0.823,0,1
sub24,12,forced,5,51,learn,7,7,0,0,0.700,0.805,0,1
sub24,12,forced,5,52,learn,5,6,0,0,0.500,0.390,0,1
sub24,12,forced,5,53,learn,8,7,0,0,0.300,0.737,0,1
sub24,12,forced,5,54,learn,7,7,0,0,0.900,0.692,0,1
sub24,12,forced,5,55,learn,7,7,0,0,0.600,0.412,0,1
sub24,12,forced,5,56,learn,6,6,0,0,0.100,0.391,0,1
sub24,12,forced,5,57,learn,5,5,1,1,1,0.910,0,1
sub24,12,forced,5,58,learn,6,6,0,0,0.900,0.742,0,1
sub24,12,forced,5,59,learn,6,6,0,0,1,0.856,0,1
sub24,12,forced,5,60,learn,7,7,0,0,1.100,0.993,0,1
sub24,12,forced,5,61,learn,2,7,0,1,0.500,0.549,0,1
sub24,12,forced,5,62,learn,4,1,0,0,1,1.606,0,1
sub24,12,forced,5,63,learn,2,1,0,0,0.600,0.896,0,1
sub24,12,forced,5,64,learn,2,2,1,1,0.900,0.835,0,1
sub24,12,forced,5,65,learn,1,4,0,1,0.800,0.731,0,1
sub24,12,forced,5,66,learn,8,5,0,0,1.100,1.202,0,1
sub24,12,forced,5,67,learn,3,4,0,1,0.700,0.742,0,1
sub24,12,forced,5,68,learn,4,4,0,0,0.100,0.215,0,1
sub24,12,forced,5,69,learn,5,5,1,1,0.900,0.926,0,1
sub24,12,forced,5,70,learn,4,4,0,0,1.100,0.936,0,1
sub24,12,forced,5,71,learn,3,3,0,0,1.200,1.048,0,1
sub24,12,forced,5,72,learn,6,5,0,0,0.200,0.999,0,1
sub24,12,forced,5,73,learn,6,5,0,1,1.100,1.112,0,1
sub24,12,forced,5,74,learn,3,3,0,0,0.200,0.846,0,1
sub24,12,forced,5,75,learn,6,5,0,0,0.300,1.162,0,1
sub24,12,forced,5,76,learn,5,6,0,1,0.400,0.447,0,1
sub24,12,forced,5,77,learn,8,7,0,0,1.200,1.044,0,1
sub24,12,forced,5,78,learn,2,3,0,0,0.600,0.738,0,1
sub24,12,forced,5,79,learn,6,5,0,1,0.700,0.689,0,1
sub24,12,forced,5,80,learn,7,7,1,1,0.800,0.769,0,1
sub24,12,forced,5,81,learn,7,7,1,1,0.300,0.360,0,1
sub24,12,forced,5,82,learn,1,1,1,1,0.900,0.818,0,1
sub24,12,forced,5,83,learn,8,7,0,0,0.200,0.421,0,1
sub24,12,forced,5,84,learn,8,8,0,0,1.200,1.062,0,1
sub24,12,forced,5,85,learn,3,8,0,0,0.400,0.218,0,1
sub24,12,forced,5,86,learn,8,7,0,0,0.900,1.192,0,1
sub24,12,forced,5,87,learn,1,1,1,1,0.800,0.748,0,1
sub24,12,forced,5,88,learn,2,2,0,0,0.200,0.817,0,1
sub24,12,forced,5,89,learn,4,4,1,1,1.100,1.014,0,1
sub24,12,forced,5,90,learn,7,5,0,0,0.500,1.398,0,1
sub24,12,forced,5,91,learn,1,1,0,0,0.300,0.759,0,1
sub24,12,forced,5,92,learn,3,4,0,0,0.200,0.535,0,1
sub24,12,forced,5,93,learn,3,3,1,1,0.800,0.795,0,1
sub24,12,forced,5,94,learn,6,5,0,0,0.100,0.773,0,1
sub24,12,forced,5,95,learn,4,1,0,1,0.800,0.866,0,1
sub24,12,forced,5,96,learn,1,1,1,1,0.900,0.814,0,1
sub24,12,forced,6,1,learn,7,6,0,1,1.200,1.142,0,1
sub24,12,forced,6,2,learn,4,1,0,1,0.900,0.865,0,1
sub24,12,forced,6,3,learn,4,1,0,0,0.200,0.493,0,1
sub24,12,forced,6,4,learn,3,3,1,1,1.100,1.048,0,1
sub24,12,forced,6,5,learn,2,2,0,0,1.200,1.057,0,1
sub24,12,forced,6,6,learn,7,7,0,0,1,1.125,0,1
sub24,12,forced,6,7,learn,1,1,0,0,0.400,0.826,0,1
sub24,12,forced,6,8,learn,4,4,0,0,0.600,0.702,0,1
sub24,12,forced,6,9,learn,7,6,0,0,0.300,0.743,0,1
sub24,12,forced,6,10,learn,8,7,0,0,0.100,0.461,0,1
sub24,12,forced,6,11,learn,8,8,1,1,0.800,0.764,0,1
sub24,12,forced,6,12,learn,1,1,0,0,0.900,0.761,0,1
sub24,12,forced,6,13,learn,7,6,0,0,0.400,0.634,0,1
sub24,12,forced,6,14,learn,3,3,1,1,0.900,0.809,0,1
sub24,12,forced,6,15,learn,2,1,0,0,0.100,0.637,0,1
sub24,12,forced,6,16,learn,6,8,0,1,0.600,0.653,0,1
sub24,12,forced,6,17,learn,8,8,0,0,0.700,0.817,0,1
sub24,12,forced,6,18,learn,7,8,0,1,0.700,0.723,0,1
sub24,12,forced,6,19,learn,8,8,0,0,0.400,2.032,0,1
sub24,12,forced,6,20,learn,8,8,1,1,1,1.009,0,1
sub24,12,forced,6,21,learn,4,4,0,0,0.200,1.493,0,1
sub24,12,forced,6,22,learn,1,1,0,0,0.600,0.726,0,1
sub24,12,forced,6,23,learn,5,6,0,1,0.400,0.479,0,1
sub24,12,forced,6,24,learn,3,3,1,1,1,0.906,0,1
sub24,12,forced,6,25,learn,7,5,0,0,0.200,0.604,0,1
sub24,12,forced,6,26,learn,7,6,0,1,0.400,0.437,0,1
sub24,12,forced,6,27,learn,1,1,0,0,1.200,1.009,0,1
sub24,12,forced,6,28,learn,4,2,0,1,0.100,0.189,0,1
sub24,12,forced,6,29,learn,7,5,0,0,0.200,0.441,0,1
sub24,12,forced,6,30,learn,8,7,0,0,0.500,0.813,0,1
sub24,12,forced,6,31,learn,8,8,0,0,0.400,0.858,0,1
sub24,12,forced,6,32,learn,4,4,1,1,1,0.991,0,1
sub24,12,forced,6,33,learn,2,1,0,0,0.800,0.676,0,1
sub24,12,forced,6,34,learn,5,6,0,1,1,1.073,0,1
sub24,12,forced,6,35,learn,8,5,0,0,0.400,0.821,0,1
sub24,12,forced,6,36,learn,6,6,0,0,1.100,1.245,0,1
sub24,12,forced,6,37,learn,2,4,0,0,0.700,0.866,0,1
sub24,12,forced,6,38,learn,8,5,0,1,0.700,0.643,0,1
sub24,12,forced,6,39,learn,4,1,0,0,0.600,0.845,0,1
sub24,12,forced,6,40,learn,1,3,0,0,0.100,0.733,0,1
sub24,12,forced,6,41,learn,4,4,0,0,0.400,0.685,0,1
sub24,12,forced,6,42,learn,2,1,0,0,0.500,0.628,0,1
sub24,12,forced,6,43,learn,3,3,0,0,0.400,0.630,0,1
sub24,12,forced,6,44,learn,3,3,1,1,0.400,0.378,0,1
sub24,12,forced,6,45,learn,5,5,0,0,0.300,0.571,0,1
sub24,12,forced,6,46,learn,3,3,0,0,0.100,0.470,0,1
