"rt","time_elapsed","subject","subID","group","day","trialType","phase","key_press","stim","stimNum","corrresp","hierarchy","trialNum","corr","responses"
"763763","763748","HierDypqe0s0vj","sub05","05","6","","","","","","","","","",""
"","775035","HierDypqe0s0vj","sub05","05","6","fullscreen","","","","","","","","",""
"1507","776544","HierDypqe0s0vj","sub05","05","6","","prac","","","","","","","",""
"1033","777581","HierDypqe0s0vj","sub05","05","6","","","32","","","","","","",""
"2187.9999999998836","779771","HierDypqe0s0vj","sub05","05","6","","prac","","","","","","","",""
"1057","780835","HierDypqe0s0vj","sub05","05","6","rl","test","83","img/p_c_diag.png","2","83","pattern,shape,color","1","1",""
"null","781839","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","1","",""
"1009","782849","HierDypqe0s0vj","sub05","05","6","rl","test","75","img/b_d_dots.png","7","75","pattern,shape,color","2","1",""
"null","783852","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","2","",""
"1564","785418","HierDypqe0s0vj","sub05","05","6","rl","test","72","img/b_c_dots.png","5","72","pattern,shape,color","3","1",""
"null","786421","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","3","",""
"887","787311","HierDypqe0s0vj","sub05","05","6","rl","test","65","img/b_c_diag.png","1","65","pattern,shape,color","4","1",""
"null","788314","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","4","",""
"747.0000000001164","789063","HierDypqe0s0vj","sub05","05","6","rl","test","70","img/p_d_diag.png","4","70","pattern,shape,color","5","1",""
"null","790066","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","5","",""
"1480","791547","HierDypqe0s0vj","sub05","05","6","rl","test","74","img/p_c_dots.png","6","74","pattern,shape,color","6","1",""
"null","792551","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","6","",""
"1060","793612","HierDypqe0s0vj","sub05","05","6","rl","test","68","img/b_d_diag.png","3","68","pattern,shape,color","7","1",""
"null","794615","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","7","",""
"1469","796086","HierDypqe0s0vj","sub05","05","6","rl","test","74","img/p_c_dots.png","6","74","pattern,shape,color","8","1",""
"null","797090","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","8","",""
"900","797991","HierDypqe0s0vj","sub05","05","6","rl","test","65","img/b_c_diag.png","1","65","pattern,shape,color","9","1",""
"null","798995","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","9","",""
"1273","800271","HierDypqe0s0vj","sub05","05","6","rl","test","76","img/p_d_dots.png","8","76","pattern,shape,color","10","1",""
"null","801274","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","10","",""
"603","801880","HierDypqe0s0vj","sub05","05","6","rl","test","76","img/p_d_dots.png","8","76","pattern,shape,color","11","1",""
"null","802883","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","11","",""
"819","803703","HierDypqe0s0vj","sub05","05","6","rl","test","68","img/b_d_diag.png","3","68","pattern,shape,color","12","1",""
"null","804707","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","12","",""
"752","805462","HierDypqe0s0vj","sub05","05","6","rl","test","72","img/b_c_dots.png","5","72","pattern,shape,color","13","1",""
"null","806465","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","13","",""
"1815","808281","HierDypqe0s0vj","sub05","05","6","rl","test","83","img/p_c_diag.png","2","83","pattern,shape,color","14","1",""
"null","809284","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","14","",""
"856","810143","HierDypqe0s0vj","sub05","05","6","rl","test","72","img/b_c_dots.png","5","72","pattern,shape,color","15","1",""
"null","811146","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","15","",""
"1595","812743","HierDypqe0s0vj","sub05","05","6","rl","test","75","img/b_d_dots.png","7","75","pattern,shape,color","16","1",""
"null","813747","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","16","",""
"918","814667","HierDypqe0s0vj","sub05","05","6","rl","test","70","img/p_d_diag.png","4","70","pattern,shape,color","17","1",""
"null","815671","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","17","",""
"1058","816731","HierDypqe0s0vj","sub05","05","6","rl","test","83","img/p_c_diag.png","2","83","pattern,shape,color","18","1",""
"null","817735","HierDypqe0s0vj","sub05","05","6","feedback","test","null","","","na","","18","",""
