"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","hierarchy","responses"
"1297","1323","HierDy5qw5xqtq","sub12","12","8","","","","","","","","","","","",""
"","3065","HierDy5qw5xqtq","sub12","12","8","fullscreen","","","","","","","","","","",""
"355181","358258","HierDy5qw5xqtq","sub12","12","8","","","","","","","","","","","",""
"652","358924","HierDy5qw5xqtq","sub12","12","8","motor","76","img/motor_8.png","76","motor","8","1","1","0","0","",""
"null","359039","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"394","359444","HierDy5qw5xqtq","sub12","12","8","motor","75","img/motor_7.png","75","motor","7","2","1","0","0","",""
"null","359553","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"492","360054","HierDy5qw5xqtq","sub12","12","8","motor","72","img/motor_5.png","72","motor","5","3","1","0","0","",""
"null","360164","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"426","360601","HierDy5qw5xqtq","sub12","12","8","motor","76","img/motor_8.png","76","motor","8","4","1","0","0","",""
"null","360711","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"403","361124","HierDy5qw5xqtq","sub12","12","8","motor","72","img/motor_5.png","72","motor","5","5","1","0","0","",""
"null","361235","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"578","361821","HierDy5qw5xqtq","sub12","12","8","motor","70","img/motor_3.png","68","motor","3","6","0","1","0","",""
"338","362168","HierDy5qw5xqtq","sub12","12","8","motorRepeat","68","img/motor_3.png","68","motor","3","6","1","0","0","",""
"null","362279","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"407","362695","HierDy5qw5xqtq","sub12","12","8","motor","68","img/motor_3.png","68","motor","3","7","1","0","0","",""
"null","362805","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"432","363245","HierDy5qw5xqtq","sub12","12","8","motor","76","img/motor_8.png","76","motor","8","8","1","0","0","",""
"null","363355","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"485","363849","HierDy5qw5xqtq","sub12","12","8","motor","75","img/motor_7.png","75","motor","7","9","1","0","0","",""
"null","363960","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"554","364522","HierDy5qw5xqtq","sub12","12","8","motor","83","img/motor_2.png","83","motor","2","10","1","0","0","",""
"null","364633","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"460","365102","HierDy5qw5xqtq","sub12","12","8","motor","70","img/motor_4.png","70","motor","4","11","1","0","0","",""
"null","365213","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"482","365704","HierDy5qw5xqtq","sub12","12","8","motor","83","img/motor_2.png","83","motor","2","12","1","0","0","",""
"null","365814","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"433","366256","HierDy5qw5xqtq","sub12","12","8","motor","65","img/motor_1.png","65","motor","1","13","1","0","0","",""
"null","366368","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"471","366849","HierDy5qw5xqtq","sub12","12","8","motor","83","img/motor_2.png","83","motor","2","14","1","0","0","",""
"null","366959","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"629","367597","HierDy5qw5xqtq","sub12","12","8","motor","74","img/motor_6.png","74","motor","6","15","1","0","0","",""
"null","367707","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"616","368332","HierDy5qw5xqtq","sub12","12","8","motor","75","img/motor_7.png","75","motor","7","16","1","0","0","",""
"null","368442","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"370","368821","HierDy5qw5xqtq","sub12","12","8","motor","76","img/motor_8.png","76","motor","8","17","1","0","0","",""
"null","368932","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"436","369375","HierDy5qw5xqtq","sub12","12","8","motor","65","img/motor_1.png","65","motor","1","18","1","0","0","",""
"null","369487","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"494","369990","HierDy5qw5xqtq","sub12","12","8","motor","76","img/motor_8.png","76","motor","8","19","1","0","0","",""
"null","370101","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"463","370572","HierDy5qw5xqtq","sub12","12","8","motor","68","img/motor_3.png","68","motor","3","20","1","0","0","",""
"null","370683","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"432","371125","HierDy5qw5xqtq","sub12","12","8","motor","76","img/motor_8.png","76","motor","8","21","1","0","0","",""
"null","371236","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"773","372018","HierDy5qw5xqtq","sub12","12","8","motor","74","img/motor_6.png","74","motor","6","22","1","0","0","",""
"null","372128","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"468","372606","HierDy5qw5xqtq","sub12","12","8","motor","72","img/motor_5.png","72","motor","5","23","1","0","0","",""
"null","372716","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"386","373112","HierDy5qw5xqtq","sub12","12","8","motor","74","img/motor_6.png","74","motor","6","24","1","0","0","",""
"null","373223","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"472","373704","HierDy5qw5xqtq","sub12","12","8","motor","70","img/motor_4.png","70","motor","4","25","1","0","0","",""
"null","373815","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"409","374234","HierDy5qw5xqtq","sub12","12","8","motor","74","img/motor_6.png","74","motor","6","26","1","0","0","",""
"null","374344","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"397","374750","HierDy5qw5xqtq","sub12","12","8","motor","74","img/motor_6.png","74","motor","6","27","1","0","0","",""
"null","374860","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"599","375467","HierDy5qw5xqtq","sub12","12","8","motor","83","img/motor_2.png","83","motor","2","28","1","0","0","",""
"null","375578","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"493","376080","HierDy5qw5xqtq","sub12","12","8","motor","72","img/motor_5.png","72","motor","5","29","1","0","0","",""
"null","376191","HierDy5qw5xqtq","sub12","12","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"451","376651","HierDy5qw5xqtq","sub12","12","8","motor","75","img/motor_7.png","75","motor","7","30","1","0","0","",""
