"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"1022","1038","HierDyzmn7deb2","sub12","12","1","","","","","","","","","","","","",""
"","3296","HierDyzmn7deb2","sub12","12","1","fullscreen","","","","","","","","","","","",""
"297732","301040","HierDyzmn7deb2","sub12","12","1","","","","","","","","","","","","",""
"569","301621","HierDyzmn7deb2","sub12","12","1","motor","70","img/motor_4.png","70","motor","4","1","1","0","0","","",""
"null","301734","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"473","302218","HierDyzmn7deb2","sub12","12","1","motor","65","img/motor_1.png","65","motor","1","2","1","0","0","","",""
"null","302330","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"576","302914","HierDyzmn7deb2","sub12","12","1","motor","65","img/motor_1.png","65","motor","1","3","1","0","0","","",""
"null","303026","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"602","303638","HierDyzmn7deb2","sub12","12","1","motor","72","img/motor_5.png","72","motor","5","4","1","0","0","","",""
"null","303749","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"404","304162","HierDyzmn7deb2","sub12","12","1","motor","76","img/motor_8.png","76","motor","8","5","1","0","0","","",""
"null","304273","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"484","304763","HierDyzmn7deb2","sub12","12","1","motor","70","img/motor_5.png","72","motor","5","6","0","1","0","","",""
"49","304820","HierDyzmn7deb2","sub12","12","1","motorRepeat","72","img/motor_5.png","72","motor","5","6","1","0","0","","",""
"null","304932","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"544","305486","HierDyzmn7deb2","sub12","12","1","motor","65","img/motor_1.png","65","motor","1","7","1","0","0","","",""
"null","305597","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"374","305981","HierDyzmn7deb2","sub12","12","1","motor","72","img/motor_5.png","72","motor","5","8","1","0","0","","",""
"null","306091","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"461","306563","HierDyzmn7deb2","sub12","12","1","motor","74","img/motor_6.png","74","motor","6","9","1","0","0","","",""
"null","306673","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"358","307040","HierDyzmn7deb2","sub12","12","1","motor","76","img/motor_8.png","76","motor","8","10","1","0","0","","",""
"null","307150","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"565","307725","HierDyzmn7deb2","sub12","12","1","motor","75","img/motor_7.png","75","motor","7","11","1","0","0","","",""
"null","307836","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"545","308389","HierDyzmn7deb2","sub12","12","1","motor","70","img/motor_2.png","83","motor","2","12","0","1","0","","",""
"385","308779","HierDyzmn7deb2","sub12","12","1","motorRepeat","83","img/motor_2.png","83","motor","2","12","1","0","0","","",""
"null","308891","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"491","309391","HierDyzmn7deb2","sub12","12","1","motor","72","img/motor_5.png","72","motor","5","13","1","0","0","","",""
"null","309501","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"574","310082","HierDyzmn7deb2","sub12","12","1","motor","70","img/motor_4.png","70","motor","4","14","1","0","0","","",""
"null","310192","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"492","310693","HierDyzmn7deb2","sub12","12","1","motor","65","img/motor_1.png","65","motor","1","15","1","0","0","","",""
"null","310801","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"576","311386","HierDyzmn7deb2","sub12","12","1","motor","68","img/motor_3.png","68","motor","3","16","1","0","0","","",""
"null","311495","HierDyzmn7deb2","sub12","12","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
