"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"2335","2363","HierDypod34ufk","sub06","06","1","","","","","","","","","","","","",""
"","4081","HierDypod34ufk","sub06","06","1","fullscreen","","","","","","","","","","","",""
"115937","120029","HierDypod34ufk","sub06","06","1","","","","","","","","","","","","",""
"794","120838","HierDypod34ufk","sub06","06","1","motor","76","img/motor_8.png","76","motor","8","1","1","0","0","","",""
"null","120951","HierDypod34ufk","sub06","06","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"542","121504","HierDypod34ufk","sub06","06","1","motor","72","img/motor_5.png","72","motor","5","2","1","0","0","","",""
"null","121617","HierDypod34ufk","sub06","06","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"693","122323","HierDypod34ufk","sub06","06","1","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","","",""
"null","122437","HierDypod34ufk","sub06","06","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"460","122910","HierDypod34ufk","sub06","06","1","motor","65","img/motor_1.png","65","motor","1","4","1","0","0","","",""
"null","123021","HierDypod34ufk","sub06","06","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"513","123547","HierDypod34ufk","sub06","06","1","motor","65","img/motor_1.png","65","motor","1","5","1","0","0","","",""
"null","123659","HierDypod34ufk","sub06","06","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"433","124100","HierDypod34ufk","sub06","06","1","motor","76","img/motor_8.png","76","motor","8","6","1","0","0","","",""
"null","124212","HierDypod34ufk","sub06","06","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"754","124976","HierDypod34ufk","sub06","06","1","motor","68","img/motor_3.png","68","motor","3","7","1","0","0","","",""
"null","125087","HierDypod34ufk","sub06","06","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"683","125780","HierDypod34ufk","sub06","06","1","motor","72","img/motor_5.png","72","motor","5","8","1","0","0","","",""
"null","125890","HierDypod34ufk","sub06","06","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"544","126448","HierDypod34ufk","sub06","06","1","motor","74","img/motor_6.png","74","motor","6","9","1","0","0","","",""
"null","126562","HierDypod34ufk","sub06","06","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"754","127327","HierDypod34ufk","sub06","06","1","motor","83","img/motor_2.png","83","motor","2","10","1","0","0","","",""
"null","127438","HierDypod34ufk","sub06","06","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"473","127921","HierDypod34ufk","sub06","06","1","motor","76","img/motor_8.png","76","motor","8","11","1","0","0","","",""
"null","128033","HierDypod34ufk","sub06","06","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"538","128581","HierDypod34ufk","sub06","06","1","motor","65","img/motor_1.png","65","motor","1","12","1","0","0","","",""
"null","128692","HierDypod34ufk","sub06","06","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"495","129197","HierDypod34ufk","sub06","06","1","motor","83","img/motor_2.png","83","motor","2","13","1","0","0","","",""
"null","129309","HierDypod34ufk","sub06","06","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"564","129882","HierDypod34ufk","sub06","06","1","motor","83","img/motor_2.png","83","motor","2","14","1","0","0","","",""
"null","129994","HierDypod34ufk","sub06","06","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"475","130479","HierDypod34ufk","sub06","06","1","motor","68","img/motor_3.png","68","motor","3","15","1","0","0","","",""
"null","130590","HierDypod34ufk","sub06","06","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"408","131009","HierDypod34ufk","sub06","06","1","motor","76","img/motor_8.png","76","motor","8","16","1","0","0","","",""
"null","131118","HierDypod34ufk","sub06","06","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"567","131695","HierDypod34ufk","sub06","06","1","motor","72","img/motor_5.png","72","motor","5","17","1","0","0","","",""
"null","131807","HierDypod34ufk","sub06","06","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"598","132416","HierDypod34ufk","sub06","06","1","motor","70","img/motor_4.png","70","motor","4","18","1","0","0","","",""
"null","132527","HierDypod34ufk","sub06","06","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"593","133128","HierDypod34ufk","sub06","06","1","motor","72","img/motor_5.png","72","motor","5","19","1","0","0","","",""
"null","133240","HierDypod34ufk","sub06","06","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"643","133893","HierDypod34ufk","sub06","06","1","motor","75","img/motor_7.png","75","motor","7","20","1","0","0","","",""
"null","134003","HierDypod34ufk","sub06","06","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"638","134650","HierDypod34ufk","sub06","06","1","motor","70","img/motor_3.png","68","motor","3","21","0","1","0","","",""
"231","134892","HierDypod34ufk","sub06","06","1","motorRepeat","68","img/motor_3.png","68","motor","3","21","1","0","0","","",""
