"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","hierarchy","responses"
"20815","20830","HierDyhrqc39p8","sub13","01","8","","","","","","","","","","","",""
"","22875","HierDyhrqc39p8","sub13","01","8","fullscreen","","","","","","","","","","",""
"72075","94961","HierDyhrqc39p8","sub13","01","8","","","","","","","","","","","",""
"656","95626","HierDyhrqc39p8","sub13","01","8","motor","83","img/motor_2.png","83","motor","2","1","1","0","0","",""
"null","95734","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"557","96299","HierDyhrqc39p8","sub13","01","8","motor","74","img/motor_6.png","74","motor","6","2","1","0","0","",""
"null","96407","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"513","96927","HierDyhrqc39p8","sub13","01","8","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","97035","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"416","97459","HierDyhrqc39p8","sub13","01","8","motor","70","img/motor_4.png","70","motor","4","4","1","0","0","",""
"null","97566","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"469","98040","HierDyhrqc39p8","sub13","01","8","motor","72","img/motor_5.png","72","motor","5","5","1","0","0","",""
"null","98147","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"478","98631","HierDyhrqc39p8","sub13","01","8","motor","83","img/motor_2.png","83","motor","2","6","1","0","0","",""
"null","98736","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"406","99148","HierDyhrqc39p8","sub13","01","8","motor","65","img/motor_1.png","65","motor","1","7","1","0","0","",""
"null","99253","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"527","99786","HierDyhrqc39p8","sub13","01","8","motor","68","img/motor_3.png","68","motor","3","8","1","0","0","",""
"null","99892","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"439","100338","HierDyhrqc39p8","sub13","01","8","motor","70","img/motor_4.png","70","motor","4","9","1","0","0","",""
"null","100445","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"370","100822","HierDyhrqc39p8","sub13","01","8","motor","65","img/motor_1.png","65","motor","1","10","1","0","0","",""
"null","100930","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"391","101326","HierDyhrqc39p8","sub13","01","8","motor","68","img/motor_3.png","68","motor","3","11","1","0","0","",""
"null","101432","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"500","101938","HierDyhrqc39p8","sub13","01","8","motor","74","img/motor_6.png","74","motor","6","12","1","0","0","",""
"null","102046","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"456","102507","HierDyhrqc39p8","sub13","01","8","motor","68","img/motor_3.png","68","motor","3","13","1","0","0","",""
"null","102612","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"416","103035","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","14","1","0","0","",""
"null","103143","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"711","103861","HierDyhrqc39p8","sub13","01","8","motor","83","img/motor_2.png","83","motor","2","15","1","0","0","",""
"null","103967","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"427","104401","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","16","1","0","0","",""
"null","104509","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"381","104898","HierDyhrqc39p8","sub13","01","8","motor","72","img/motor_5.png","72","motor","5","17","1","0","0","",""
"null","105003","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"422","105431","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","18","1","0","0","",""
"null","105539","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"677","106222","HierDyhrqc39p8","sub13","01","8","motor","83","img/motor_2.png","83","motor","2","19","1","0","0","",""
"null","106330","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"408","106745","HierDyhrqc39p8","sub13","01","8","motor","72","img/motor_5.png","72","motor","5","20","1","0","0","",""
"null","106853","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"451","107311","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","21","1","0","0","",""
"null","107420","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"416","107842","HierDyhrqc39p8","sub13","01","8","motor","72","img/motor_5.png","72","motor","5","22","1","0","0","",""
"null","107948","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"504","108458","HierDyhrqc39p8","sub13","01","8","motor","83","img/motor_2.png","83","motor","2","23","1","0","0","",""
"null","108563","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"444","109016","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","24","1","0","0","",""
"null","109122","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"441","109570","HierDyhrqc39p8","sub13","01","8","motor","70","img/motor_4.png","70","motor","4","25","1","0","0","",""
"null","109677","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"628","110312","HierDyhrqc39p8","sub13","01","8","motor","75","img/motor_7.png","75","motor","7","26","1","0","0","",""
"null","110421","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"537","110965","HierDyhrqc39p8","sub13","01","8","motor","83","img/motor_2.png","83","motor","2","27","1","0","0","",""
"null","111073","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"491","111571","HierDyhrqc39p8","sub13","01","8","motor","74","img/motor_6.png","74","motor","6","28","1","0","0","",""
"null","111679","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"475","112161","HierDyhrqc39p8","sub13","01","8","motor","83","img/motor_2.png","83","motor","2","29","1","0","0","",""
"null","112268","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"416","112690","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","30","1","0","0","",""
"null","112797","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"606","113408","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","31","1","0","0","",""
"null","113514","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"430","113952","HierDyhrqc39p8","sub13","01","8","motor","65","img/motor_1.png","65","motor","1","32","1","0","0","",""
"null","114060","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"481","114547","HierDyhrqc39p8","sub13","01","8","motor","72","img/motor_5.png","72","motor","5","33","1","0","0","",""
"null","114655","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"469","115130","HierDyhrqc39p8","sub13","01","8","motor","70","img/motor_4.png","70","motor","4","34","1","0","0","",""
"null","115236","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"514","115755","HierDyhrqc39p8","sub13","01","8","motor","74","img/motor_6.png","74","motor","6","35","1","0","0","",""
"null","115860","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"702","116570","HierDyhrqc39p8","sub13","01","8","motor","68","img/motor_3.png","68","motor","3","36","1","0","0","",""
"null","116679","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"404","117090","HierDyhrqc39p8","sub13","01","8","motor","65","img/motor_1.png","65","motor","1","37","1","0","0","",""
"null","117197","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"429","117632","HierDyhrqc39p8","sub13","01","8","motor","72","img/motor_5.png","72","motor","5","38","1","0","0","",""
"null","117738","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"467","118210","HierDyhrqc39p8","sub13","01","8","motor","70","img/motor_4.png","70","motor","4","39","1","0","0","",""
"null","118315","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"572","118897","HierDyhrqc39p8","sub13","01","8","motor","74","img/motor_7.png","75","motor","7","40","0","1","0","",""
"700","119602","HierDyhrqc39p8","sub13","01","8","motorRepeat","75","img/motor_7.png","75","motor","7","40","1","0","0","",""
"null","119709","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"494","120210","HierDyhrqc39p8","sub13","01","8","motor","72","img/motor_5.png","72","motor","5","41","1","0","0","",""
"null","120317","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"397","120721","HierDyhrqc39p8","sub13","01","8","motor","65","img/motor_1.png","65","motor","1","42","1","0","0","",""
"null","120828","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"679","121516","HierDyhrqc39p8","sub13","01","8","motor","68","img/motor_3.png","68","motor","3","43","1","0","0","",""
"null","121624","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"536","122171","HierDyhrqc39p8","sub13","01","8","motor","83","img/motor_2.png","83","motor","2","44","1","0","0","",""
"null","122282","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"543","122834","HierDyhrqc39p8","sub13","01","8","motor","68","img/motor_3.png","68","motor","3","45","1","0","0","",""
"null","122947","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"551","123506","HierDyhrqc39p8","sub13","01","8","motor","74","img/motor_6.png","74","motor","6","46","1","0","0","",""
"null","123617","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"129","123756","HierDyhrqc39p8","sub13","01","8","motor","74","img/motor_5.png","72","motor","5","47","0","1","0","",""
"308","124072","HierDyhrqc39p8","sub13","01","8","motorRepeat","72","img/motor_5.png","72","motor","5","47","1","0","0","",""
"null","124182","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"458","124650","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","48","1","0","0","",""
"null","124759","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"412","125182","HierDyhrqc39p8","sub13","01","8","motor","72","img/motor_5.png","72","motor","5","49","1","0","0","",""
"null","125292","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"366","125665","HierDyhrqc39p8","sub13","01","8","motor","76","img/motor_8.png","76","motor","8","50","1","0","0","",""
"null","125776","HierDyhrqc39p8","sub13","01","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"409","126195","HierDyhrqc39p8","sub13","01","8","motor","65","img/motor_1.png","65","motor","1","51","1","0","0","",""
