"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","hierarchy","responses"
"13373","13397","HierDykd4bp8jp","sub05","05","8","","","","","","","","","","","",""
"","15275","HierDykd4bp8jp","sub05","05","8","fullscreen","","","","","","","","","","",""
"37986","53273","HierDykd4bp8jp","sub05","05","8","","","","","","","","","","","",""
"783","54067","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","1","1","0","0","",""
"null","54175","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"487","54668","HierDykd4bp8jp","sub05","05","8","motor","72","img/motor_5.png","72","motor","5","2","1","0","0","",""
"null","54776","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"542","55326","HierDykd4bp8jp","sub05","05","8","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","55435","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"426","55869","HierDykd4bp8jp","sub05","05","8","motor","65","img/motor_1.png","65","motor","1","4","1","0","0","",""
"null","55979","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"413","56400","HierDykd4bp8jp","sub05","05","8","motor","65","img/motor_1.png","65","motor","1","5","1","0","0","",""
"null","56510","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"490","57009","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","6","1","0","0","",""
"null","57119","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"697","57825","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","7","1","0","0","",""
"null","57931","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"543","58484","HierDykd4bp8jp","sub05","05","8","motor","72","img/motor_5.png","72","motor","5","8","1","0","0","",""
"null","58593","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"428","59029","HierDykd4bp8jp","sub05","05","8","motor","74","img/motor_6.png","74","motor","6","9","1","0","0","",""
"null","59140","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"542","59692","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","10","1","0","0","",""
"null","59802","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"468","60278","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","11","1","0","0","",""
"null","60389","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"476","60873","HierDykd4bp8jp","sub05","05","8","motor","65","img/motor_1.png","65","motor","1","12","1","0","0","",""
"null","60983","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"395","61385","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","13","1","0","0","",""
"null","61496","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"404","61911","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","14","1","0","0","",""
"null","62021","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"425","62462","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","15","1","0","0","",""
"null","62575","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"485","63070","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","16","1","0","0","",""
"null","63181","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"354","63544","HierDykd4bp8jp","sub05","05","8","motor","72","img/motor_5.png","72","motor","5","17","1","0","0","",""
"null","63655","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"410","64076","HierDykd4bp8jp","sub05","05","8","motor","70","img/motor_4.png","70","motor","4","18","1","0","0","",""
"null","64186","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"427","64621","HierDykd4bp8jp","sub05","05","8","motor","72","img/motor_5.png","72","motor","5","19","1","0","0","",""
"null","64732","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"598","65342","HierDykd4bp8jp","sub05","05","8","motor","75","img/motor_7.png","75","motor","7","20","1","0","0","",""
"null","65454","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"681","66142","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","21","1","0","0","",""
"null","66253","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"496","66761","HierDykd4bp8jp","sub05","05","8","motor","65","img/motor_1.png","65","motor","1","22","1","0","0","",""
"null","66872","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"439","67321","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","23","1","0","0","",""
"null","67431","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"508","67949","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","24","1","0","0","",""
"null","68059","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"347","68416","HierDykd4bp8jp","sub05","05","8","motor","75","img/motor_7.png","75","motor","7","25","1","0","0","",""
"null","68528","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"468","69007","HierDykd4bp8jp","sub05","05","8","motor","70","img/motor_4.png","70","motor","4","26","1","0","0","",""
"null","69118","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"512","69640","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","27","1","0","0","",""
"null","69751","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"686","70445","HierDykd4bp8jp","sub05","05","8","motor","74","img/motor_6.png","74","motor","6","28","1","0","0","",""
"null","70555","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"610","71175","HierDykd4bp8jp","sub05","05","8","motor","65","img/motor_1.png","65","motor","1","29","1","0","0","",""
"null","71287","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"515","71812","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","30","1","0","0","",""
"null","71922","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"497","72428","HierDykd4bp8jp","sub05","05","8","motor","65","img/motor_1.png","65","motor","1","31","1","0","0","",""
"null","72539","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"606","73155","HierDykd4bp8jp","sub05","05","8","motor","74","img/motor_6.png","74","motor","6","32","1","0","0","",""
"null","73266","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"461","73738","HierDykd4bp8jp","sub05","05","8","motor","74","img/motor_6.png","74","motor","6","33","1","0","0","",""
"null","73848","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"477","74335","HierDykd4bp8jp","sub05","05","8","motor","75","img/motor_7.png","75","motor","7","34","1","0","0","",""
"null","74443","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"594","75047","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","35","1","0","0","",""
"null","75157","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"382","75549","HierDykd4bp8jp","sub05","05","8","motor","70","img/motor_4.png","70","motor","4","36","1","0","0","",""
"null","75659","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"470","76140","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","37","1","0","0","",""
"null","76252","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"422","76683","HierDykd4bp8jp","sub05","05","8","motor","70","img/motor_4.png","70","motor","4","38","1","0","0","",""
"null","76793","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"506","77309","HierDykd4bp8jp","sub05","05","8","motor","72","img/motor_5.png","72","motor","5","39","1","0","0","",""
"null","77420","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"518","77947","HierDykd4bp8jp","sub05","05","8","motor","75","img/motor_7.png","75","motor","7","40","1","0","0","",""
"null","78055","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"361","78426","HierDykd4bp8jp","sub05","05","8","motor","72","img/motor_5.png","72","motor","5","41","1","0","0","",""
"null","78537","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"415","78960","HierDykd4bp8jp","sub05","05","8","motor","75","img/motor_7.png","75","motor","7","42","1","0","0","",""
"null","79071","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"533","79611","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","43","1","0","0","",""
"null","79722","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"452","80183","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","44","1","0","0","",""
"null","80294","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"477","80780","HierDykd4bp8jp","sub05","05","8","motor","70","img/motor_4.png","70","motor","4","45","1","0","0","",""
"null","80891","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"501","81400","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","46","1","0","0","",""
"null","81509","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"594","82112","HierDykd4bp8jp","sub05","05","8","motor","74","img/motor_6.png","74","motor","6","47","1","0","0","",""
"null","82223","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"524","82757","HierDykd4bp8jp","sub05","05","8","motor","72","img/motor_5.png","72","motor","5","48","1","0","0","",""
"null","82867","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"542","83418","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","49","1","0","0","",""
"null","83529","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"507","84045","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","50","1","0","0","",""
"null","84157","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"657","84822","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","51","1","0","0","",""
"null","84931","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"505","85446","HierDykd4bp8jp","sub05","05","8","motor","75","img/motor_7.png","75","motor","7","52","1","0","0","",""
"null","85556","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"462","86027","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","53","1","0","0","",""
"null","86138","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"396","86545","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","54","1","0","0","",""
"null","86653","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"507","87170","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","55","1","0","0","",""
"null","87279","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"775","88064","HierDykd4bp8jp","sub05","05","8","motor","76","img/motor_8.png","76","motor","8","56","1","0","0","",""
"null","88175","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"520","88706","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","57","1","0","0","",""
"null","88815","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"502","89326","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_3.png","68","motor","3","58","1","0","0","",""
"null","89435","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"556","90000","HierDykd4bp8jp","sub05","05","8","motor","65","img/motor_1.png","65","motor","1","59","1","0","0","",""
"null","90108","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"457","90574","HierDykd4bp8jp","sub05","05","8","motor","70","img/motor_4.png","70","motor","4","60","1","0","0","",""
"null","90685","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"450","91144","HierDykd4bp8jp","sub05","05","8","motor","83","img/motor_2.png","83","motor","2","61","1","0","0","",""
"null","91254","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"527","91789","HierDykd4bp8jp","sub05","05","8","motor","75","img/motor_7.png","75","motor","7","62","1","0","0","",""
"null","91901","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"680","92591","HierDykd4bp8jp","sub05","05","8","motor","68","img/motor_4.png","70","motor","4","63","0","1","0","",""
"735","93335","HierDykd4bp8jp","sub05","05","8","motorRepeat","70","img/motor_4.png","70","motor","4","63","1","0","0","",""
"null","93444","HierDykd4bp8jp","sub05","05","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
