"rt","time_elapsed","subject","subID","group","day","trialType","phase","key_press","stim","stimNum","corrresp","hierarchy","trialNum","corr","responses"
"147800.00000000003","147799","HierDyju990l3k","sub05","05","3","","","","","","","","","",""
"","181498","HierDyju990l3k","sub05","05","3","fullscreen","","","","","","","","",""
"18460.00000000003","199959","HierDyju990l3k","sub05","05","3","","prac","","","","","","","",""
"1722.000000000029","201686","HierDyju990l3k","sub05","05","3","","","32","","","","","","",""
"2395","204083","HierDyju990l3k","sub05","05","3","","prac","","","","","","","",""
"null","206587","HierDyju990l3k","sub05","05","3","rl","test","null","img/p_d_diag.png","4","70","pattern,shape,color","1","0",""
"null","207591","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","1","",""
"1949.000000000029","209543","HierDyju990l3k","sub05","05","3","rl","test","74","img/p_c_dots.png","6","74","pattern,shape,color","2","1",""
"null","210547","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","2","",""
"1171","211721","HierDyju990l3k","sub05","05","3","rl","test","68","img/b_d_diag.png","3","68","pattern,shape,color","3","1",""
"null","212724","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","3","",""
"1099","213826","HierDyju990l3k","sub05","05","3","rl","test","65","img/b_c_diag.png","1","65","pattern,shape,color","4","1",""
"null","214829","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","4","",""
"1367","216199","HierDyju990l3k","sub05","05","3","rl","test","75","img/b_d_dots.png","7","75","pattern,shape,color","5","1",""
"null","217202","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","5","",""
"1591","218796","HierDyju990l3k","sub05","05","3","rl","test","72","img/b_c_dots.png","5","72","pattern,shape,color","6","1",""
"null","219799","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","6","",""
"1089","220890","HierDyju990l3k","sub05","05","3","rl","test","83","img/p_c_diag.png","2","83","pattern,shape,color","7","1",""
"null","221893","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","7","",""
"null","224397","HierDyju990l3k","sub05","05","3","rl","test","null","img/b_d_dots.png","7","75","pattern,shape,color","8","0",""
"null","225401","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","8","",""
"1867","227269","HierDyju990l3k","sub05","05","3","rl","test","74","img/p_c_dots.png","6","74","pattern,shape,color","9","1",""
"null","228273","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","9","",""
"731.0000000000291","229006","HierDyju990l3k","sub05","05","3","rl","test","74","img/p_d_dots.png","8","76","pattern,shape,color","10","0",""
"null","230009","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","10","",""
"760","230772","HierDyju990l3k","sub05","05","3","rl","test","76","img/p_d_dots.png","8","76","pattern,shape,color","11","1",""
"null","231774","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","11","",""
"799","232575","HierDyju990l3k","sub05","05","3","rl","test","65","img/b_c_diag.png","1","65","pattern,shape,color","12","1",""
"null","233578","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","12","",""
"669","234249","HierDyju990l3k","sub05","05","3","rl","test","70","img/p_d_diag.png","4","70","pattern,shape,color","13","1",""
"null","235252","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","13","",""
"866","236120","HierDyju990l3k","sub05","05","3","rl","test","68","img/b_d_diag.png","3","68","pattern,shape,color","14","1",""
"null","237123","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","14","",""
"817.0000000000291","237942","HierDyju990l3k","sub05","05","3","rl","test","70","img/p_d_diag.png","4","70","pattern,shape,color","15","1",""
"null","238945","HierDyju990l3k","sub05","05","3","feedback","test","null","","","na","","15","",""
"1165.999999999971","240113","HierDyju990l3k","sub05","05","3","rl","test","83","img/p_c_diag.png","2","83","pattern,shape,color","16","1",""
