"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","hierarchy","responses"
"15611","15619","HierDyys5tnf6k","sub06","06","8","","","","","","","","","","","",""
"","17320","HierDyys5tnf6k","sub06","06","8","fullscreen","","","","","","","","","","",""
"165010","182343","HierDyys5tnf6k","sub06","06","8","","","","","","","","","","","",""
"4376","186731","HierDyys5tnf6k","sub06","06","8","motor","76","img/motor_8.png","76","motor","8","1","1","0","0","",""
"null","186843","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"657","187509","HierDyys5tnf6k","sub06","06","8","motor","72","img/motor_5.png","72","motor","5","2","1","0","0","",""
"null","187619","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"606","188235","HierDyys5tnf6k","sub06","06","8","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","188345","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"482","188835","HierDyys5tnf6k","sub06","06","8","motor","65","img/motor_1.png","65","motor","1","4","1","0","0","",""
"null","188946","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"417","189373","HierDyys5tnf6k","sub06","06","8","motor","65","img/motor_1.png","65","motor","1","5","1","0","0","",""
"null","189484","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"425","189918","HierDyys5tnf6k","sub06","06","8","motor","76","img/motor_8.png","76","motor","8","6","1","0","0","",""
"null","190026","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"452","190488","HierDyys5tnf6k","sub06","06","8","motor","68","img/motor_3.png","68","motor","3","7","1","0","0","",""
"null","190599","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"460","191069","HierDyys5tnf6k","sub06","06","8","motor","72","img/motor_5.png","72","motor","5","8","1","0","0","",""
"null","191178","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"412","191600","HierDyys5tnf6k","sub06","06","8","motor","74","img/motor_6.png","74","motor","6","9","1","0","0","",""
"null","191711","HierDyys5tnf6k","sub06","06","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
