id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline,day
sub19,7,forced,2,1,motor,1,1,0,0,1.200,1.986,0,1
sub19,7,forced,2,2,motor,5,5,0,0,0.500,0.615,0,1
sub19,7,forced,2,3,motor,4,4,0,0,0.200,0.391,0,1
sub19,7,forced,2,4,motor,2,2,0,0,0.300,0.453,0,1
sub19,7,forced,2,5,motor,3,2,0,1,0.800,0.812,0,1
sub19,7,forced,2,6,motor,2,2,1,1,0.500,0.457,0,1
sub19,7,forced,2,7,motor,3,3,0,0,0.400,0.730,0,1
sub19,7,forced,2,8,motor,7,7,1,1,0.300,0.303,0,1
sub19,7,forced,2,9,motor,8,8,0,0,1.100,0.967,0,1
sub19,7,forced,2,10,motor,4,4,1,1,0.700,0.604,0,1
sub19,7,forced,2,11,motor,3,3,0,0,0.300,0.541,0,1
sub19,7,forced,2,12,motor,6,6,1,1,0.500,0.597,0,1
sub19,7,forced,2,13,motor,4,4,0,0,0.200,0.368,0,1
sub19,7,forced,2,14,motor,7,7,0,0,0.900,0.795,0,1
sub19,7,forced,2,15,motor,6,6,0,0,1.100,0.799,0,1
sub19,7,forced,2,16,motor,2,3,0,0,0.200,0.394,0,1
sub19,7,forced,2,17,motor,4,4,0,0,0.100,0.470,0,1
sub19,7,forced,2,18,motor,2,4,0,0,0.100,0.326,0,1
sub19,7,forced,2,19,motor,6,3,0,0,0.100,0.455,0,1
sub19,7,forced,2,20,motor,1,1,0,0,1,1.424,0,1
sub19,7,forced,5,1,learn,3,3,0,0,1.200,3.405,0,1
sub19,7,forced,5,2,learn,4,4,0,0,0.500,3.777,0,1
sub19,7,forced,5,3,learn,7,6,0,0,0.200,0.458,0,1
sub19,7,forced,5,4,learn,7,7,0,0,0.300,2.292,0,1
sub19,7,forced,5,5,learn,3,6,0,0,0.800,0.948,0,1
sub19,7,forced,5,6,learn,3,3,0,0,0.500,0.745,0,1
sub19,7,forced,5,7,learn,8,7,0,0,0.400,0.680,0,1
sub19,7,forced,5,8,learn,6,6,0,0,0.300,1.811,0,1
sub19,7,forced,5,9,learn,4,4,0,0,1.100,7.401,0,1
sub19,7,forced,5,10,learn,4,4,1,1,0.700,0.603,0,1
sub19,7,forced,5,11,learn,2,2,0,0,0.300,0.761,0,1
sub19,7,forced,5,12,learn,1,1,0,0,0.500,0.611,0,1
sub19,7,forced,5,13,learn,3,2,0,0,0.200,0.949,0,1
sub19,7,forced,5,14,learn,1,1,0,0,0.900,0.797,0,1
sub19,7,forced,5,15,learn,6,8,0,1,1.100,1.199,0,1
sub19,7,forced,5,16,learn,5,5,0,0,0.200,0.615,0,1
sub19,7,forced,5,17,learn,4,4,0,0,0.100,4.084,0,1
sub19,7,forced,5,18,learn,6,7,0,0,0.100,1.099,0,1
sub19,7,forced,5,19,learn,6,7,0,0,0.100,0.450,0,1
sub19,7,forced,5,20,learn,5,5,1,1,1,0.979,0,1
sub19,7,forced,5,21,learn,1,1,0,0,0.100,0.495,0,1
sub19,7,forced,5,22,learn,2,2,0,0,0.200,2.259,0,1
sub19,7,forced,5,23,learn,6,7,0,0,1,1.117,0,1
sub19,7,forced,5,24,learn,3,5,0,0,0.500,1.037,0,1
sub19,7,forced,5,25,learn,6,6,0,0,0.300,3.606,0,1
sub19,7,forced,5,26,learn,5,5,1,1,0.700,0.676,0,1
sub19,7,forced,5,27,learn,4,8,0,0,0.600,0.702,0,1
sub19,7,forced,5,28,learn,6,6,0,0,1,1.154,0,1
sub19,7,forced,5,29,learn,3,2,0,0,0.200,1.393,0,1
sub19,7,forced,5,30,learn,5,1,0,1,1,0.968,0,1
sub19,7,forced,5,31,learn,4,4,0,0,0.700,1.514,0,1
sub19,7,forced,5,32,learn,6,8,0,0,0.600,0.711,0,1
sub19,7,forced,5,33,learn,3,2,0,0,0.900,1.142,0,1
sub19,7,forced,5,34,learn,4,6,0,0,0.100,0.565,0,1
sub19,7,forced,5,35,learn,7,7,0,0,0.600,3.881,0,1
sub19,7,forced,5,36,learn,5,5,0,0,0.500,0.715,0,1
sub19,7,forced,5,37,learn,2,4,0,0,0.800,0.946,0,1
sub19,7,forced,5,38,learn,7,3,0,0,0.400,3.673,0,1
sub19,7,forced,5,39,learn,1,1,0,0,0.100,3.859,0,1
sub19,7,forced,5,40,learn,2,2,0,0,0.600,1.874,0,1
sub19,7,forced,5,41,learn,7,6,0,0,0.300,2.578,0,1
sub19,7,forced,5,42,learn,8,8,0,0,0.100,1.052,0,1
sub19,7,forced,5,43,learn,2,2,0,0,0.500,1.732,0,1
sub19,7,forced,5,44,learn,4,4,0,0,1.200,1.054,0,1
sub19,7,forced,5,45,learn,8,8,0,0,0.400,2.466,0,1
sub19,7,forced,5,46,learn,1,1,1,1,0.800,0.723,0,1
sub19,7,forced,5,47,learn,4,4,0,0,0.400,4.767,0,1
sub19,7,forced,5,48,learn,5,5,0,0,0.400,0.538,0,1
sub19,7,forced,5,49,learn,3,2,0,0,0.500,1.503,0,1
sub19,7,forced,5,50,learn,6,8,0,1,1,1.017,0,1
sub19,7,forced,5,51,learn,6,3,0,1,1.200,1.253,0,1
sub19,7,forced,5,52,learn,1,1,1,1,0.900,0.861,0,1
sub19,7,forced,5,53,learn,3,2,0,0,0.700,0.849,0,1
sub19,7,forced,5,54,learn,8,8,1,1,1,1.018,0,1
sub19,7,forced,5,55,learn,3,5,0,0,0.200,0.824,0,1
sub19,7,forced,5,56,learn,5,6,0,0,0.400,0.730,0,1
sub19,7,forced,5,57,learn,7,3,0,0,0.200,1.694,0,1
sub19,7,forced,5,58,learn,5,5,0,0,1.200,2.377,0,1
sub19,7,forced,5,59,learn,7,7,0,0,0.100,0.749,0,1
sub19,7,forced,5,60,learn,8,8,0,0,0.400,0.975,0,1
sub19,7,forced,5,61,learn,4,4,0,0,0.100,0.776,0,1
sub19,7,forced,5,62,learn,5,5,0,0,0.800,0.930,0,1
sub19,7,forced,5,63,learn,5,5,0,0,0.900,0.507,0,1
