"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"86955","86993","HierDyjn1krfhm","02","02","1","","","","","","","","","","","","",""
"","88640","HierDyjn1krfhm","02","02","1","fullscreen","","","","","","","","","","","",""
"47407","136059","HierDyjn1krfhm","02","02","1","","","","","","","","","","","","",""
"912","136986","HierDyjn1krfhm","02","02","1","motor","76","img/motor_8.png","76","motor","8","1","1","0","0","","",""
"null","137099","HierDyjn1krfhm","02","02","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"489","137600","HierDyjn1krfhm","02","02","1","motor","75","img/motor_7.png","75","motor","7","2","1","0","0","","",""
"null","137713","HierDyjn1krfhm","02","02","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"552","138276","HierDyjn1krfhm","02","02","1","motor","72","img/motor_5.png","72","motor","5","3","1","0","0","","",""
"null","138389","HierDyjn1krfhm","02","02","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"448","138850","HierDyjn1krfhm","02","02","1","motor","76","img/motor_8.png","76","motor","8","4","1","0","0","","",""
"null","138963","HierDyjn1krfhm","02","02","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"440","139414","HierDyjn1krfhm","02","02","1","motor","72","img/motor_5.png","72","motor","5","5","1","0","0","","",""
"null","139528","HierDyjn1krfhm","02","02","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"996","140535","HierDyjn1krfhm","02","02","1","motor","68","img/motor_3.png","68","motor","3","6","1","0","0","","",""
"null","140647","HierDyjn1krfhm","02","02","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"382","141040","HierDyjn1krfhm","02","02","1","motor","68","img/motor_3.png","68","motor","3","7","1","0","0","","",""
"null","141151","HierDyjn1krfhm","02","02","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"404","141566","HierDyjn1krfhm","02","02","1","motor","76","img/motor_8.png","76","motor","8","8","1","0","0","","",""
"null","141676","HierDyjn1krfhm","02","02","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"478","142163","HierDyjn1krfhm","02","02","1","motor","75","img/motor_7.png","75","motor","7","9","1","0","0","","",""
"null","142271","HierDyjn1krfhm","02","02","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"637","142917","HierDyjn1krfhm","02","02","1","motor","83","img/motor_2.png","83","motor","2","10","1","0","0","","",""
