"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy","responses"
"50563","50580","HierDyfo0nz1sw","sub14","02","1","","","","","","","","","","","","",""
"","53111","HierDyfo0nz1sw","sub14","02","1","fullscreen","","","","","","","","","","","",""
"1433992","1487116","HierDyfo0nz1sw","sub14","02","1","","","","","","","","","","","","",""
"1629","1488757","HierDyfo0nz1sw","sub14","02","1","motor","68","img/motor_3.png","68","motor","3","1","1","0","0","","",""
"null","1488871","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"861","1489742","HierDyfo0nz1sw","sub14","02","1","motor","75","img/motor_7.png","75","motor","7","2","1","0","0","","",""
"null","1489856","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"612","1490479","HierDyfo0nz1sw","sub14","02","1","motor","65","img/motor_1.png","65","motor","1","3","1","0","0","","",""
"null","1490590","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"1032","1491636","HierDyfo0nz1sw","sub14","02","1","motor","74","img/motor_6.png","74","motor","6","4","1","0","0","","",""
"null","1491748","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"562","1492320","HierDyfo0nz1sw","sub14","02","1","motor","72","img/motor_5.png","72","motor","5","5","1","0","0","","",""
"null","1492430","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"661","1493102","HierDyfo0nz1sw","sub14","02","1","motor","68","img/motor_3.png","68","motor","3","6","1","0","0","","",""
"null","1493214","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"583","1493806","HierDyfo0nz1sw","sub14","02","1","motor","83","img/motor_2.png","83","motor","2","7","1","0","0","","",""
"null","1493916","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"536","1494462","HierDyfo0nz1sw","sub14","02","1","motor","70","img/motor_4.png","70","motor","4","8","1","0","0","","",""
"null","1494573","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"497","1495080","HierDyfo0nz1sw","sub14","02","1","motor","72","img/motor_5.png","72","motor","5","9","1","0","0","","",""
"null","1495192","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"507","1495709","HierDyfo0nz1sw","sub14","02","1","motor","68","img/motor_3.png","68","motor","3","10","1","0","0","","",""
"null","1495821","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_3.png","68","motor","","","","","","","",""
"509","1496339","HierDyfo0nz1sw","sub14","02","1","motor","70","img/motor_4.png","70","motor","4","11","1","0","0","","",""
"null","1496450","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"486","1496945","HierDyfo0nz1sw","sub14","02","1","motor","70","img/motor_4.png","70","motor","4","12","1","0","0","","",""
"null","1497058","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"553","1497618","HierDyfo0nz1sw","sub14","02","1","motor","74","img/motor_6.png","74","motor","6","13","1","0","0","","",""
"null","1497729","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"437","1498175","HierDyfo0nz1sw","sub14","02","1","motor","72","img/motor_5.png","72","motor","5","14","1","0","0","","",""
"null","1498285","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"633","1498927","HierDyfo0nz1sw","sub14","02","1","motor","75","img/motor_7.png","75","motor","7","15","1","0","0","","",""
"null","1499036","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_7.png","75","motor","","","","","","","",""
"601","1499647","HierDyfo0nz1sw","sub14","02","1","motor","83","img/motor_2.png","83","motor","2","16","1","0","0","","",""
"null","1499758","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_2.png","83","motor","","","","","","","",""
"497","1500264","HierDyfo0nz1sw","sub14","02","1","motor","70","img/motor_4.png","70","motor","4","17","1","0","0","","",""
"null","1500375","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"521","1500905","HierDyfo0nz1sw","sub14","02","1","motor","74","img/motor_6.png","74","motor","6","18","1","0","0","","",""
"null","1501016","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"497","1501523","HierDyfo0nz1sw","sub14","02","1","motor","65","img/motor_1.png","65","motor","1","19","1","0","0","","",""
"null","1501635","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_1.png","65","motor","","","","","","","",""
"440","1502084","HierDyfo0nz1sw","sub14","02","1","motor","72","img/motor_5.png","72","motor","5","20","1","0","0","","",""
"null","1502196","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"391","1502596","HierDyfo0nz1sw","sub14","02","1","motor","74","img/motor_6.png","74","motor","6","21","1","0","0","","",""
"null","1502706","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_6.png","74","motor","","","","","","","",""
"567","1503282","HierDyfo0nz1sw","sub14","02","1","motor","76","img/motor_8.png","76","motor","8","22","1","0","0","","",""
"null","1503393","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_8.png","76","motor","","","","","","","",""
"462","1503865","HierDyfo0nz1sw","sub14","02","1","motor","70","img/motor_4.png","70","motor","4","23","1","0","0","","",""
"null","1503977","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_4.png","70","motor","","","","","","","",""
"530","1504516","HierDyfo0nz1sw","sub14","02","1","motor","72","img/motor_5.png","72","motor","5","24","1","0","0","","",""
"null","1504625","HierDyfo0nz1sw","sub14","02","1","iti","null","img/motor_5.png","72","motor","","","","","","","",""
"590","1505226","HierDyfo0nz1sw","sub14","02","1","motor","83","img/motor_2.png","83","motor","2","25","1","0","0","","",""
