"rt","time_elapsed","subject","subID","group","day","trialType","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","hierarchy","responses"
"1104","1130","HierDypbpj8kx7","sub14","02","8","","","","","","","","","","","",""
"","3075","HierDypbpj8kx7","sub14","02","8","fullscreen","","","","","","","","","","",""
"2122590","2125678","HierDypbpj8kx7","sub14","02","8","","","","","","","","","","","",""
"884","2126576","HierDypbpj8kx7","sub14","02","8","motor","83","img/motor_2.png","83","motor","2","1","1","0","0","",""
"null","2126689","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"787","2127488","HierDypbpj8kx7","sub14","02","8","motor","74","img/motor_6.png","74","motor","6","2","1","0","0","",""
"null","2127600","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"549","2128162","HierDypbpj8kx7","sub14","02","8","motor","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","2128274","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"373","2128658","HierDypbpj8kx7","sub14","02","8","motor","70","img/motor_4.png","70","motor","4","4","1","0","0","",""
"null","2128770","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"445","2129226","HierDypbpj8kx7","sub14","02","8","motor","74","img/motor_5.png","72","motor","5","5","0","1","0","",""
"309","2129546","HierDypbpj8kx7","sub14","02","8","motorRepeat","72","img/motor_5.png","72","motor","5","5","1","0","0","",""
"null","2129657","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"550","2130218","HierDypbpj8kx7","sub14","02","8","motor","83","img/motor_2.png","83","motor","2","6","1","0","0","",""
"null","2130331","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"422","2130764","HierDypbpj8kx7","sub14","02","8","motor","65","img/motor_1.png","65","motor","1","7","1","0","0","",""
"null","2130875","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"620","2131504","HierDypbpj8kx7","sub14","02","8","motor","68","img/motor_3.png","68","motor","3","8","1","0","0","",""
"null","2131615","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"469","2132092","HierDypbpj8kx7","sub14","02","8","motor","70","img/motor_4.png","70","motor","4","9","1","0","0","",""
"null","2132200","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"425","2132635","HierDypbpj8kx7","sub14","02","8","motor","65","img/motor_1.png","65","motor","1","10","1","0","0","",""
"null","2132745","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_1.png","65","motor","","","","","","",""
"577","2133331","HierDypbpj8kx7","sub14","02","8","motor","68","img/motor_3.png","68","motor","3","11","1","0","0","",""
"null","2133441","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"494","2133946","HierDypbpj8kx7","sub14","02","8","motor","74","img/motor_6.png","74","motor","6","12","1","0","0","",""
"null","2134057","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_6.png","74","motor","","","","","","",""
"566","2134631","HierDypbpj8kx7","sub14","02","8","motor","68","img/motor_3.png","68","motor","3","13","1","0","0","",""
"null","2134741","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_3.png","68","motor","","","","","","",""
"624","2135376","HierDypbpj8kx7","sub14","02","8","motor","76","img/motor_8.png","76","motor","8","14","1","0","0","",""
"null","2135485","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"573","2136066","HierDypbpj8kx7","sub14","02","8","motor","83","img/motor_2.png","83","motor","2","15","1","0","0","",""
"null","2136176","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"475","2136660","HierDypbpj8kx7","sub14","02","8","motor","76","img/motor_8.png","76","motor","8","16","1","0","0","",""
"null","2136768","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"509","2137288","HierDypbpj8kx7","sub14","02","8","motor","72","img/motor_5.png","72","motor","5","17","1","0","0","",""
"null","2137398","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"438","2137842","HierDypbpj8kx7","sub14","02","8","motor","76","img/motor_8.png","76","motor","8","18","1","0","0","",""
"null","2137953","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"538","2138498","HierDypbpj8kx7","sub14","02","8","motor","83","img/motor_2.png","83","motor","2","19","1","0","0","",""
"null","2138610","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"475","2139094","HierDypbpj8kx7","sub14","02","8","motor","72","img/motor_5.png","72","motor","5","20","1","0","0","",""
"null","2139203","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"372","2139584","HierDypbpj8kx7","sub14","02","8","motor","76","img/motor_8.png","76","motor","8","21","1","0","0","",""
"null","2139692","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"329","2140030","HierDypbpj8kx7","sub14","02","8","motor","72","img/motor_5.png","72","motor","5","22","1","0","0","",""
"null","2140140","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_5.png","72","motor","","","","","","",""
"584","2140734","HierDypbpj8kx7","sub14","02","8","motor","83","img/motor_2.png","83","motor","2","23","1","0","0","",""
"null","2140843","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"393","2141244","HierDypbpj8kx7","sub14","02","8","motor","76","img/motor_8.png","76","motor","8","24","1","0","0","",""
"null","2141355","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_8.png","76","motor","","","","","","",""
"483","2141845","HierDypbpj8kx7","sub14","02","8","motor","70","img/motor_4.png","70","motor","4","25","1","0","0","",""
"null","2141956","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_4.png","70","motor","","","","","","",""
"465","2142430","HierDypbpj8kx7","sub14","02","8","motor","74","img/motor_7.png","75","motor","7","26","0","1","0","",""
"304","2142743","HierDypbpj8kx7","sub14","02","8","motorRepeat","75","img/motor_7.png","75","motor","7","26","1","0","0","",""
"null","2142853","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_7.png","75","motor","","","","","","",""
"534","2143396","HierDypbpj8kx7","sub14","02","8","motor","83","img/motor_2.png","83","motor","2","27","1","0","0","",""
"null","2143505","HierDypbpj8kx7","sub14","02","8","iti","null","img/motor_2.png","83","motor","","","","","","",""
"464","2143979","HierDypbpj8kx7","sub14","02","8","motor","74","img/motor_6.png","74","motor","6","28","1","0","0","",""
