id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,good_timing,t_proposed_prep,t_prep,missed_stim_deadline,day
sub20,8,forced,2,1,motor,1,1,0,0,1.200,0.364,0,8
sub20,8,forced,2,2,motor,7,7,1,1,0.500,0.489,0,8
sub20,8,forced,2,3,motor,8,8,0,0,0.800,0.648,0,8
sub20,8,forced,2,4,motor,7,7,1,1,0.400,0.342,0,8
sub20,8,forced,2,5,motor,5,5,0,0,1.200,1.004,0,8
sub20,8,forced,2,6,motor,6,6,0,0,1,0.877,0,8
sub20,8,forced,2,7,motor,5,5,0,0,0.100,0.248,0,8
sub20,8,forced,2,8,motor,8,8,0,0,0.800,0.647,0,8
sub20,8,forced,2,9,motor,8,8,0,0,1.200,1.016,0,8
sub20,8,forced,2,10,motor,6,6,1,1,1.100,1.010,0,8
sub20,8,forced,2,11,motor,3,3,0,0,0.700,0.593,0,8
sub20,8,forced,2,12,motor,8,8,1,1,0.500,0.440,0,8
sub20,8,forced,2,13,motor,3,5,0,0,0.200,0.361,0,8
sub20,8,forced,2,14,motor,5,5,0,0,1.200,1.082,0,8
sub20,8,forced,2,15,motor,7,7,1,1,0.300,0.387,0,8
sub20,8,forced,2,16,motor,2,2,0,0,0.200,0.388,0,8
sub20,8,forced,2,17,motor,4,4,0,0,1.200,1.066,0,8
sub20,8,forced,2,18,motor,7,7,0,0,0.200,0.380,0,8
sub20,8,forced,2,19,motor,2,2,1,1,0.900,0.921,0,8
sub20,8,forced,2,20,motor,5,5,1,1,0.500,0.438,0,8
sub20,8,forced,5,1,learn,4,3,0,0,1.200,5.633,0,8
sub20,8,forced,5,2,learn,5,2,0,0,0.500,0.803,0,8
sub20,8,forced,5,3,learn,8,8,0,0,0.800,1.287,0,8
sub20,8,forced,5,4,learn,1,1,0,0,0.400,0.539,0,8
sub20,8,forced,5,5,learn,8,7,0,1,1.200,1.193,0,8
sub20,8,forced,5,6,learn,8,8,0,0,1,0.834,0,8
sub20,8,forced,5,7,learn,5,2,0,0,0.100,1.315,0,8
sub20,8,forced,5,8,learn,1,1,1,1,0.800,0.709,0,8
sub20,8,forced,5,9,learn,1,1,0,0,1.200,1.007,0,8
sub20,8,forced,5,10,learn,3,3,0,0,1.100,0.910,0,8
sub20,8,forced,5,11,learn,2,2,0,0,0.700,0.852,0,8
sub20,8,forced,5,12,learn,4,4,0,0,0.500,5.232,0,8
sub20,8,forced,5,13,learn,6,5,0,0,0.200,0.880,0,8
sub20,8,forced,5,14,learn,6,6,0,0,1.200,0.948,0,8
sub20,8,forced,5,15,learn,5,5,0,0,0.300,0.529,0,8
sub20,8,forced,5,16,learn,4,4,0,0,0.200,0.546,0,8
sub20,8,forced,5,17,learn,5,5,0,0,1.200,1.055,0,8
sub20,8,forced,5,18,learn,1,2,0,0,0.200,0.628,0,8
sub20,8,forced,5,19,learn,2,2,0,0,0.900,0.721,0,8
sub20,8,forced,5,20,learn,5,5,0,0,0.500,0.939,0,8
sub20,8,forced,5,21,learn,6,6,0,0,0.400,1.041,0,8
sub20,8,forced,5,22,learn,1,1,0,0,0.300,0.854,0,8
sub20,8,forced,5,23,learn,4,4,0,0,0.200,1.985,0,8
sub20,8,forced,5,24,learn,2,2,1,1,1.100,1.052,0,8
sub20,8,forced,5,25,learn,5,5,1,1,1.100,1.144,0,8
sub20,8,forced,5,26,learn,4,4,1,1,0.700,0.688,0,8
sub20,8,forced,5,27,learn,2,2,0,0,0.500,0.669,0,8
sub20,8,forced,5,28,learn,3,3,0,0,0.400,0.895,0,8
sub20,8,forced,5,29,learn,6,5,0,1,0.900,0.884,0,8
sub20,8,forced,5,30,learn,7,7,1,1,0.900,0.906,0,8
sub20,8,forced,5,31,learn,4,4,1,1,1.100,1.065,0,8
sub20,8,forced,5,32,learn,2,3,0,1,0.800,0.871,0,8
sub20,8,forced,5,33,learn,8,7,0,0,0.500,1.163,0,8
sub20,8,forced,5,34,learn,1,1,0,0,1.100,0.574,0,8
sub20,8,forced,5,35,learn,7,7,0,0,1.200,1.009,0,8
sub20,8,forced,5,36,learn,1,1,1,1,0.900,0.870,0,8
sub20,8,forced,5,37,learn,6,6,0,0,0.700,0.933,0,8
