rt,responses,time_elapsed,subject,prolificID,demoID,trialType,question_order,key_press,stim,corrresp,phase,stimNum,trialNum,corr,repeatTrial,motorSwitch,pracCounter,hierarchy
12494,"{""Q0"":""ms1000201""}",12531,HierDy7wfwke53,s15ulp761x,ms1000201,,,,,,,,,,,,,
2117,,14662,HierDy7wfwke53,s15ulp761x,ms1000201,,,,,,,,,,,,,
,,16985,HierDy7wfwke53,s15ulp761x,ms1000201,fullscreen,,,,,,,,,,,,
13714,"{""Vision"":""Yes"",""Handedness"":""Left"",""Gender"":""female""}",30708,HierDy7wfwke53,s15ulp761x,ms1000201,,"[0,1,2]",,,,,,,,,,,
3881,"{""Q0"":""19""}",34595,HierDy7wfwke53,s15ulp761x,ms1000201,,,,,,,,,,,,,
97640,,132254,HierDy7wfwke53,s15ulp761x,ms1000201,,,,,,,,,,,,,
882,,133150,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,76,img/motor_8.png,76,motor,8,1,1,0,0,,
27,,133266,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,75,img/motor_8.png,76,motor,,,,,,,
614,,133890,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,72,img/motor_5.png,72,motor,5,2,1,0,0,,
null,,133998,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_5.png,72,motor,,,,,,,
563,,134569,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,70,img/motor_4.png,70,motor,4,3,1,0,0,,
null,,134677,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_4.png,70,motor,,,,,,,
565,,135251,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,65,img/motor_1.png,65,motor,1,4,1,0,0,,
55,,135359,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,83,img/motor_1.png,65,motor,,,,,,,
11,,135379,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,68,img/motor_1.png,65,motor,1,5,0,1,0,,
519,,135906,HierDy7wfwke53,s15ulp761x,ms1000201,motorRepeat,,65,img/motor_1.png,65,motor,1,5,1,0,0,,
null,,136020,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_1.png,65,motor,,,,,,,
478,,136512,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,76,img/motor_8.png,76,motor,8,6,1,0,0,,
null,,136627,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_8.png,76,motor,,,,,,,
534,,137177,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,68,img/motor_3.png,68,motor,3,7,1,0,0,,
null,,137292,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_3.png,68,motor,,,,,,,
638,,137938,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,72,img/motor_5.png,72,motor,5,8,1,0,0,,
null,,138047,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_5.png,72,motor,,,,,,,
484,,138539,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,74,img/motor_6.png,74,motor,6,9,1,0,0,,
null,,138647,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_6.png,74,motor,,,,,,,
533,,139193,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,83,img/motor_2.png,83,motor,2,10,1,0,0,,
null,,139302,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_2.png,83,motor,,,,,,,
451,,139763,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,76,img/motor_8.png,76,motor,8,11,1,0,0,,
null,,139870,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_8.png,76,motor,,,,,,,
499,,140379,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,65,img/motor_1.png,65,motor,1,12,1,0,0,,
null,,140487,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_1.png,65,motor,,,,,,,
484,,140977,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,83,img/motor_2.png,83,motor,2,13,1,0,0,,
null,,141091,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_2.png,83,motor,,,,,,,
406,,141505,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,83,img/motor_2.png,83,motor,2,14,1,0,0,,
null,,141619,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_2.png,83,motor,,,,,,,
470,,142098,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,68,img/motor_3.png,68,motor,3,15,1,0,0,,
null,,142207,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_3.png,68,motor,,,,,,,
468,,142683,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,76,img/motor_8.png,76,motor,8,16,1,0,0,,
null,,142797,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_8.png,76,motor,,,,,,,
443,,143257,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,72,img/motor_5.png,72,motor,5,17,1,0,0,,
null,,143366,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_5.png,72,motor,,,,,,,
500,,143881,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,70,img/motor_4.png,70,motor,4,18,1,0,0,,
null,,143989,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_4.png,70,motor,,,,,,,
405,,144402,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,72,img/motor_5.png,72,motor,5,19,1,0,0,,
null,,144510,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_5.png,72,motor,,,,,,,
572,,145090,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,75,img/motor_7.png,75,motor,7,20,1,0,0,,
null,,145198,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_7.png,75,motor,,,,,,,
549,,145754,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,83,img/motor_3.png,68,motor,3,21,0,1,0,,
15,,145781,HierDy7wfwke53,s15ulp761x,ms1000201,motorRepeat,,68,img/motor_3.png,68,motor,3,21,1,0,0,,
null,,145890,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_3.png,68,motor,,,,,,,
560,,146458,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,65,img/motor_1.png,65,motor,1,22,1,0,0,,
null,,146572,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_1.png,65,motor,,,,,,,
485,,147067,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,68,img/motor_3.png,68,motor,3,23,1,0,0,,
null,,147175,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_3.png,68,motor,,,,,,,
396,,147578,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,76,img/motor_8.png,76,motor,8,24,1,0,0,,
null,,147686,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_8.png,76,motor,,,,,,,
427,,148121,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,75,img/motor_7.png,75,motor,7,25,1,0,0,,
null,,148229,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_7.png,75,motor,,,,,,,
516,,148755,HierDy7wfwke53,s15ulp761x,ms1000201,motor,,70,img/motor_4.png,70,motor,4,26,1,0,0,,
null,,148863,HierDy7wfwke53,s15ulp761x,ms1000201,iti,,null,img/motor_4.png,70,motor,,,,,,,
