rt,responses,time_elapsed,subject,prolificID,demoID,trialType,question_order,key_press,stim,corrresp,phase,stimNum,trialNum,corr,repeatTrial,motorSwitch,pracCounter,hierarchy
138011,"{""Q0"":""ms1000269""}",138043,HierDygnsoggh1,1snfqmhhvp,ms1000269,,,,,,,,,,,,,
8750,,146802,HierDygnsoggh1,1snfqmhhvp,ms1000269,,,,,,,,,,,,,
,,149427,HierDygnsoggh1,1snfqmhhvp,ms1000269,fullscreen,,,,,,,,,,,,
11171,"{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}",160615,HierDygnsoggh1,1snfqmhhvp,ms1000269,,"[0,1,2]",,,,,,,,,,,
1625,"{""Q0"":""22""}",162250,HierDygnsoggh1,1snfqmhhvp,ms1000269,,,,,,,,,,,,,
146471,,308741,HierDygnsoggh1,1snfqmhhvp,ms1000269,,,,,,,,,,,,,
641,,309392,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,68,img/motor_3.png,68,motor,3,1,1,0,0,,
null,,309501,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_3.png,68,motor,,,,,,,
643,,310157,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,75,img/motor_7.png,75,motor,7,2,1,0,0,,
null,,310267,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_7.png,75,motor,,,,,,,
452,,310727,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,65,img/motor_1.png,65,motor,1,3,1,0,0,,
null,,310836,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_1.png,65,motor,,,,,,,
524,,311368,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,74,img/motor_6.png,74,motor,6,4,1,0,0,,
null,,311482,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_6.png,74,motor,,,,,,,
500,,311990,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,72,img/motor_5.png,72,motor,5,5,1,0,0,,
null,,312104,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_5.png,72,motor,,,,,,,
486,,312600,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,68,img/motor_3.png,68,motor,3,6,1,0,0,,
null,,312714,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_3.png,68,motor,,,,,,,
516,,313240,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,83,img/motor_2.png,83,motor,2,7,1,0,0,,
null,,313348,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_2.png,83,motor,,,,,,,
468,,313823,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,70,img/motor_4.png,70,motor,4,8,1,0,0,,
null,,313931,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_4.png,70,motor,,,,,,,
540,,314479,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,72,img/motor_5.png,72,motor,5,9,1,0,0,,
null,,314593,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_5.png,72,motor,,,,,,,
446,,315054,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,68,img/motor_3.png,68,motor,3,10,1,0,0,,
null,,315163,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_3.png,68,motor,,,,,,,
429,,315599,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,70,img/motor_4.png,70,motor,4,11,1,0,0,,
null,,315708,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_4.png,70,motor,,,,,,,
396,,316111,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,70,img/motor_4.png,70,motor,4,12,1,0,0,,
null,,316219,HierDygnsoggh1,1snfqmhhvp,ms1000269,iti,,null,img/motor_4.png,70,motor,,,,,,,
477,,316703,HierDygnsoggh1,1snfqmhhvp,ms1000269,motor,,74,img/motor_6.png,74,motor,6,13,1,0,0,,
