"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"9831","{""Q0"":""ms1000358""}","9868","HierDyjam8he5z","jvtive05zb","ms1000358","","","","","","","","","","","","",""
"5775","","15655","HierDyjam8he5z","jvtive05zb","ms1000358","","","","","","","","","","","","",""
"","","17580","HierDyjam8he5z","jvtive05zb","ms1000358","fullscreen","","","","","","","","","","","",""
"16016","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""female""}","33602","HierDyjam8he5z","jvtive05zb","ms1000358","","[0,1,2]","","","","","","","","","","",""
"4425","{""Q0"":""21""}","38043","HierDyjam8he5z","jvtive05zb","ms1000358","","","","","","","","","","","","",""
"119148","","157203","HierDyjam8he5z","jvtive05zb","ms1000358","","","","","","","","","","","","",""
"1092","","158310","HierDyjam8he5z","jvtive05zb","ms1000358","motor","","70","img/motor_4.png","70","motor","4","1","1","0","0","",""
"null","","158420","HierDyjam8he5z","jvtive05zb","ms1000358","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"587","","159015","HierDyjam8he5z","jvtive05zb","ms1000358","motor","","74","img/motor_5.png","72","motor","5","2","0","1","0","",""
"2224","","161247","HierDyjam8he5z","jvtive05zb","ms1000358","motorRepeat","","72","img/motor_5.png","72","motor","5","2","1","0","0","",""
"null","","161355","HierDyjam8he5z","jvtive05zb","ms1000358","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"1010","","162375","HierDyjam8he5z","jvtive05zb","ms1000358","motor","","83","img/motor_2.png","83","motor","2","3","1","0","0","",""
"null","","162484","HierDyjam8he5z","jvtive05zb","ms1000358","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"602","","163095","HierDyjam8he5z","jvtive05zb","ms1000358","motor","","75","img/motor_7.png","75","motor","7","4","1","0","0","",""
"null","","163203","HierDyjam8he5z","jvtive05zb","ms1000358","iti","","null","img/motor_7.png","75","motor","","","","","","",""
