"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"310148","{""Q0"":""ms1000291""}","310176","HierDycvhquekj","7jpjl9ykmr","ms1000291","","","","","","","","","","","","",""
"6532","","316723","HierDycvhquekj","7jpjl9ykmr","ms1000291","","","","","","","","","","","","",""
"","","319241","HierDycvhquekj","7jpjl9ykmr","ms1000291","fullscreen","","","","","","","","","","","",""
"13242","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","332502","HierDycvhquekj","7jpjl9ykmr","ms1000291","","[0,1,2]","","","","","","","","","","",""
"5091","{""Q0"":""19""}","337608","HierDycvhquekj","7jpjl9ykmr","ms1000291","","","","","","","","","","","","",""
"138828","","476458","HierDycvhquekj","7jpjl9ykmr","ms1000291","","","","","","","","","","","","",""
"881","","477350","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","75","img/motor_7.png","75","motor","7","1","1","0","0","",""
"null","","477458","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"450","","477917","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","76","img/motor_8.png","76","motor","8","2","1","0","0","",""
"null","","478024","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"421","","478460","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","72","img/motor_5.png","72","motor","5","3","1","0","0","",""
"null","","478569","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"429","","479012","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","74","img/motor_6.png","74","motor","6","4","1","0","0","",""
"null","","479127","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"373","","479508","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","76","img/motor_8.png","76","motor","8","5","1","0","0","",""
"null","","479623","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"413","","480045","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","75","img/motor_7.png","75","motor","7","6","1","0","0","",""
"null","","480154","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"332","","480494","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","72","img/motor_5.png","72","motor","5","7","1","0","0","",""
"null","","480607","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"292","","480916","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","74","img/motor_6.png","74","motor","6","8","1","0","0","",""
"null","","481024","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"532","","481566","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","65","img/motor_1.png","65","motor","1","9","1","0","0","",""
"null","","481674","HierDycvhquekj","7jpjl9ykmr","ms1000291","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"364","","482045","HierDycvhquekj","7jpjl9ykmr","ms1000291","motor","","83","img/motor_2.png","83","motor","2","10","1","0","0","",""
