"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"6222","{""Q0"":""ms1000411""}","6257","HierDyqs0m0ww5","beo13y2m7l","ms1000411","","","","","","","","","","","","",""
"2737","","9013","HierDyqs0m0ww5","beo13y2m7l","ms1000411","","","","","","","","","","","","",""
"","","10834","HierDyqs0m0ww5","beo13y2m7l","ms1000411","fullscreen","","","","","","","","","","","",""
"16503","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","27355","HierDyqs0m0ww5","beo13y2m7l","ms1000411","","[0,1,2]","","","","","","","","","","",""
"6355","{""Q0"":""21""}","33726","HierDyqs0m0ww5","beo13y2m7l","ms1000411","","","","","","","","","","","","",""
"127886","","161624","HierDyqs0m0ww5","beo13y2m7l","ms1000411","","","","","","","","","","","","",""
"651","","162285","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","76","img/motor_8.png","76","motor","8","1","1","0","0","",""
"null","","162394","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"594","","163003","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","75","img/motor_7.png","75","motor","7","2","1","0","0","",""
"null","","163113","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"557","","163676","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","72","img/motor_5.png","72","motor","5","3","1","0","0","",""
"null","","163785","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"524","","164323","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","76","img/motor_8.png","76","motor","8","4","1","0","0","",""
"null","","164438","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"502","","164948","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","72","img/motor_5.png","72","motor","5","5","1","0","0","",""
"null","","165056","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"1708","","166773","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","83","img/motor_3.png","68","motor","3","6","0","1","0","",""
"1551","","168331","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motorRepeat","","68","img/motor_3.png","68","motor","3","6","1","0","0","",""
"null","","168440","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"1277","","169731","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","68","img/motor_3.png","68","motor","3","7","1","0","0","",""
"null","","169846","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_3.png","68","motor","","","","","","",""
"662","","170523","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","76","img/motor_8.png","76","motor","8","8","1","0","0","",""
"null","","170637","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"631","","171276","HierDyqs0m0ww5","beo13y2m7l","ms1000411","motor","","75","img/motor_7.png","75","motor","7","9","1","0","0","",""
"null","","171391","HierDyqs0m0ww5","beo13y2m7l","ms1000411","iti","","null","img/motor_7.png","75","motor","","","","","","",""
