rt,responses,time_elapsed,subject,prolificID,demoID,trialType,question_order,key_press,stim,corrresp,phase,stimNum,trialNum,corr,repeatTrial,motorSwitch,pracCounter,hierarchy
7971,"{""Q0"":""ms1000272""}",8005,HierDyoxlnh4wk,osukwhqswx,ms1000272,,,,,,,,,,,,,
5389,,13408,HierDyoxlnh4wk,osukwhqswx,ms1000272,,,,,,,,,,,,,
,,15835,HierDyoxlnh4wk,osukwhqswx,ms1000272,fullscreen,,,,,,,,,,,,
13058,"{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}",28909,HierDyoxlnh4wk,osukwhqswx,ms1000272,,"[0,1,2]",,,,,,,,,,,
1736,"{""Q0"":""22""}",30660,HierDyoxlnh4wk,osukwhqswx,ms1000272,,,,,,,,,,,,,
75619,,106300,HierDyoxlnh4wk,osukwhqswx,ms1000272,,,,,,,,,,,,,
1226,,107537,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,83,img/motor_2.png,83,motor,2,1,1,0,0,,
null,,107652,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_2.png,83,motor,,,,,,,
970,,108631,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,74,img/motor_6.png,74,motor,6,2,1,0,0,,
null,,108740,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_6.png,74,motor,,,,,,,
694,,109441,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,70,img/motor_4.png,70,motor,4,3,1,0,0,,
null,,109550,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_4.png,70,motor,,,,,,,
1555,,111120,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,70,img/motor_4.png,70,motor,4,4,1,0,0,,
null,,111235,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_4.png,70,motor,,,,,,,
638,,111887,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,72,img/motor_5.png,72,motor,5,5,1,0,0,,
null,,112002,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_5.png,72,motor,,,,,,,
597,,112615,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,83,img/motor_2.png,83,motor,2,6,1,0,0,,
null,,112724,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_2.png,83,motor,,,,,,,
637,,113375,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,65,img/motor_1.png,65,motor,1,7,1,0,0,,
null,,113483,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_1.png,65,motor,,,,,,,
573,,114070,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,70,img/motor_3.png,68,motor,3,8,0,1,0,,
442,,114527,HierDyoxlnh4wk,osukwhqswx,ms1000272,motorRepeat,,68,img/motor_3.png,68,motor,3,8,1,0,0,,
null,,114636,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_3.png,68,motor,,,,,,,
493,,115144,HierDyoxlnh4wk,osukwhqswx,ms1000272,motor,,70,img/motor_4.png,70,motor,4,9,1,0,0,,
null,,115259,HierDyoxlnh4wk,osukwhqswx,ms1000272,iti,,null,img/motor_4.png,70,motor,,,,,,,
