rt,responses,time_elapsed,subject,prolificID,demoID,trialType,question_order,key_press,stim,corrresp,phase,stimNum,trialNum,corr,repeatTrial,motorSwitch,pracCounter,hierarchy
7831,"{""Q0"":""ms1000203""}",7864,HierDy96kzfve8,77dc2ab8m7,ms1000203,,,,,,,,,,,,,
2166,,10042,HierDy96kzfve8,77dc2ab8m7,ms1000203,,,,,,,,,,,,,
,,12133,HierDy96kzfve8,77dc2ab8m7,ms1000203,fullscreen,,,,,,,,,,,,
19033,"{""Vision"":""Yes"",""Handedness"":""Left"",""Gender"":""nonbinary""}",31177,HierDy96kzfve8,77dc2ab8m7,ms1000203,,"[0,1,2]",,,,,,,,,,,
4187,"{""Q0"":""18""}",35377,HierDy96kzfve8,77dc2ab8m7,ms1000203,,,,,,,,,,,,,
78180,,113570,HierDy96kzfve8,77dc2ab8m7,ms1000203,,,,,,,,,,,,,
1505,,115086,HierDy96kzfve8,77dc2ab8m7,ms1000203,motor,,68,img/motor_3.png,68,motor,3,1,1,0,0,,
null,,115199,HierDy96kzfve8,77dc2ab8m7,ms1000203,iti,,null,img/motor_3.png,68,motor,,,,,,,
739,,115949,HierDy96kzfve8,77dc2ab8m7,ms1000203,motor,,75,img/motor_7.png,75,motor,7,2,1,0,0,,
null,,116060,HierDy96kzfve8,77dc2ab8m7,ms1000203,iti,,null,img/motor_7.png,75,motor,,,,,,,
502,,116573,HierDy96kzfve8,77dc2ab8m7,ms1000203,motor,,65,img/motor_1.png,65,motor,1,3,1,0,0,,
null,,116684,HierDy96kzfve8,77dc2ab8m7,ms1000203,iti,,null,img/motor_1.png,65,motor,,,,,,,
377,,117070,HierDy96kzfve8,77dc2ab8m7,ms1000203,motor,,75,img/motor_6.png,74,motor,6,4,0,1,0,,
242,,117321,HierDy96kzfve8,77dc2ab8m7,ms1000203,motorRepeat,,72,img/motor_6.png,74,motor,6,4,0,1,0,,
304,,117636,HierDy96kzfve8,77dc2ab8m7,ms1000203,motorRepeat,,74,img/motor_6.png,74,motor,6,4,1,0,0,,
null,,117748,HierDy96kzfve8,77dc2ab8m7,ms1000203,iti,,null,img/motor_6.png,74,motor,,,,,,,
