"rt","responses","time_elapsed","subject","prolificID","demoID","trialType","question_order","key_press","stim","corrresp","phase","stimNum","trialNum","corr","repeatTrial","motorSwitch","pracCounter","hierarchy"
"5304","{""Q0"":""ms1000342""}","5342","HierDywevwzk4n","ffdao4j52c","ms1000342","","","","","","","","","","","","",""
"3380","","8735","HierDywevwzk4n","ffdao4j52c","ms1000342","","","","","","","","","","","","",""
"","","10883","HierDywevwzk4n","ffdao4j52c","ms1000342","fullscreen","","","","","","","","","","","",""
"16950","{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}","27845","HierDywevwzk4n","ffdao4j52c","ms1000342","","[0,1,2]","","","","","","","","","","",""
"5186","{""Q0"":""21""}","33045","HierDywevwzk4n","ffdao4j52c","ms1000342","","","","","","","","","","","","",""
"81304","","114362","HierDywevwzk4n","ffdao4j52c","ms1000342","","","","","","","","","","","","",""
"1214","","115588","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","76","img/motor_8.png","76","motor","8","1","1","0","0","",""
"null","","115702","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"477","","116191","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","72","img/motor_5.png","72","motor","5","2","1","0","0","",""
"null","","116303","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"469","","116785","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","70","img/motor_4.png","70","motor","4","3","1","0","0","",""
"null","","116898","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"356","","117265","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","65","img/motor_1.png","65","motor","1","4","1","0","0","",""
"null","","117378","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_1.png","65","motor","","","","","","",""
"444","","117833","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","74","img/motor_6.png","74","motor","6","5","1","0","0","",""
"null","","117945","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"404","","118360","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","75","img/motor_7.png","75","motor","7","6","1","0","0","",""
"null","","118472","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"363","","118846","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","74","img/motor_6.png","74","motor","6","7","1","0","0","",""
"null","","118957","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"399","","119368","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","70","img/motor_4.png","70","motor","4","8","1","0","0","",""
"null","","119481","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"399","","119891","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","75","img/motor_7.png","75","motor","7","9","1","0","0","",""
"null","","120002","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"399","","120412","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","76","img/motor_8.png","76","motor","8","10","1","0","0","",""
"null","","120526","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_8.png","76","motor","","","","","","",""
"348","","120885","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","72","img/motor_4.png","70","motor","4","11","0","1","0","",""
"74","","120971","HierDywevwzk4n","ffdao4j52c","ms1000342","motorRepeat","","70","img/motor_4.png","70","motor","4","11","1","0","0","",""
"null","","121082","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_4.png","70","motor","","","","","","",""
"594","","121688","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","74","img/motor_6.png","74","motor","6","12","1","0","0","",""
"null","","121800","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_6.png","74","motor","","","","","","",""
"369","","122179","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","72","img/motor_5.png","72","motor","5","13","1","0","0","",""
"null","","122291","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_5.png","72","motor","","","","","","",""
"379","","122681","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","75","img/motor_7.png","75","motor","7","14","1","0","0","",""
"null","","122792","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"399","","123202","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","83","img/motor_2.png","83","motor","2","15","1","0","0","",""
"null","","123314","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"380","","123706","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","75","img/motor_7.png","75","motor","7","16","1","0","0","",""
"null","","123818","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_7.png","75","motor","","","","","","",""
"344","","124173","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","83","img/motor_2.png","83","motor","2","17","1","0","0","",""
"null","","124285","HierDywevwzk4n","ffdao4j52c","ms1000342","iti","","null","img/motor_2.png","83","motor","","","","","","",""
"377","","124673","HierDywevwzk4n","ffdao4j52c","ms1000342","motor","","72","img/motor_5.png","72","motor","5","18","1","0","0","",""
