rt,responses,time_elapsed,subject,prolificID,demoID,trialType,question_order,key_press,stim,corrresp,phase,stimNum,trialNum,corr,repeatTrial,motorSwitch,pracCounter,hierarchy
268264,"{""Q0"":""ms1000200""}",268293,HierDyd89f9utl,ektu78e09a,ms1000200,,,,,,,,,,,,,
2948,,271255,HierDyd89f9utl,ektu78e09a,ms1000200,,,,,,,,,,,,,
,,274810,HierDyd89f9utl,ektu78e09a,ms1000200,fullscreen,,,,,,,,,,,,
15009,"{""Vision"":""Yes"",""Handedness"":""Left"",""Gender"":""female""}",289836,HierDyd89f9utl,ektu78e09a,ms1000200,,"[0,1,2]",,,,,,,,,,,
5356,"{""Q0"":""20""}",295208,HierDyd89f9utl,ektu78e09a,ms1000200,,,,,,,,,,,,,
84353,,379582,HierDyd89f9utl,ektu78e09a,ms1000200,,,,,,,,,,,,,
1218,,380816,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,76,img/motor_8.png,76,motor,8,1,1,0,0,,
null,,380927,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_8.png,76,motor,,,,,,,
675,,381616,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,72,img/motor_5.png,72,motor,5,2,1,0,0,,
null,,381732,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_5.png,72,motor,,,,,,,
660,,382397,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,70,img/motor_4.png,70,motor,4,3,1,0,0,,
null,,382506,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_4.png,70,motor,,,,,,,
591,,383112,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,65,img/motor_1.png,65,motor,1,4,1,0,0,,
null,,383220,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_1.png,65,motor,,,,,,,
773,,384008,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,74,img/motor_6.png,74,motor,6,5,1,0,0,,
null,,384116,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_6.png,74,motor,,,,,,,
525,,384656,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,75,img/motor_7.png,75,motor,7,6,1,0,0,,
null,,384771,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_7.png,75,motor,,,,,,,
694,,385473,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,74,img/motor_6.png,74,motor,6,7,1,0,0,,
null,,385581,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_6.png,74,motor,,,,,,,
572,,386162,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,70,img/motor_4.png,70,motor,4,8,1,0,0,,
null,,386276,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_4.png,70,motor,,,,,,,
612,,386904,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,75,img/motor_7.png,75,motor,7,9,1,0,0,,
null,,387013,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_7.png,75,motor,,,,,,,
470,,387489,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,76,img/motor_8.png,76,motor,8,10,1,0,0,,
null,,387599,HierDyd89f9utl,ektu78e09a,ms1000200,iti,,null,img/motor_8.png,76,motor,,,,,,,
563,,388169,HierDyd89f9utl,ektu78e09a,ms1000200,motor,,70,img/motor_4.png,70,motor,4,11,1,0,0,,
