rt,responses,time_elapsed,subject,prolificID,demoID,trialType,question_order,key_press,stim,corrresp,phase,stimNum,trialNum,corr,repeatTrial,motorSwitch,pracCounter,hierarchy
970922,"{""Q0"":""ms1000199""}",970956,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,,,,,,,,,,,,,
1884,,972849,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,,,,,,,,,,,,,
,,975059,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,fullscreen,,,,,,,,,,,,
12965,"{""Vision"":""Yes"",""Handedness"":""Right"",""Gender"":""male""}",988034,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,,"[0,1,2]",,,,,,,,,,,
4248,"{""Q0"":""21""}",992295,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,,,,,,,,,,,,,
128631,,1120936,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,,,,,,,,,,,,,
627,,1121572,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,83,img/motor_2.png,83,motor,2,1,1,0,0,,
null,,1121682,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_2.png,83,motor,,,,,,,
879,,1122572,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,72,img/motor_5.png,72,motor,5,2,1,0,0,,
null,,1122682,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_5.png,72,motor,,,,,,,
780,,1123471,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,74,img/motor_6.png,74,motor,6,3,1,0,0,,
null,,1123582,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_6.png,74,motor,,,,,,,
621,,1124213,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,83,img/motor_2.png,83,motor,2,4,1,0,0,,
null,,1124324,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_2.png,83,motor,,,,,,,
650,,1124983,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,68,img/motor_3.png,68,motor,3,5,1,0,0,,
null,,1125093,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_3.png,68,motor,,,,,,,
647,,1125750,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,74,img/motor_6.png,74,motor,6,6,1,0,0,,
null,,1125860,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_6.png,74,motor,,,,,,,
510,,1126380,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,72,img/motor_5.png,72,motor,5,7,1,0,0,,
null,,1126490,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_5.png,72,motor,,,,,,,
586,,1127086,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,83,img/motor_2.png,83,motor,2,8,1,0,0,,
null,,1127196,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_2.png,83,motor,,,,,,,
591,,1127797,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,70,img/motor_4.png,70,motor,4,9,1,0,0,,
null,,1127907,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_4.png,70,motor,,,,,,,
677,,1128593,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,75,img/motor_7.png,75,motor,7,10,1,0,0,,
null,,1128703,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_7.png,75,motor,,,,,,,
1496,,1130209,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,75,img/motor_7.png,75,motor,7,11,1,0,0,,
null,,1130320,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_7.png,75,motor,,,,,,,
994,,1131324,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,83,img/motor_2.png,83,motor,2,12,1,0,0,,
null,,1131435,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_2.png,83,motor,,,,,,,
593,,1132036,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,75,img/motor_7.png,75,motor,7,13,1,0,0,,
null,,1132146,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_7.png,75,motor,,,,,,,
650,,1132806,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,72,img/motor_5.png,72,motor,5,14,1,0,0,,
null,,1132917,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_5.png,72,motor,,,,,,,
547,,1133473,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,65,img/motor_1.png,65,motor,1,15,1,0,0,,
null,,1133583,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_1.png,65,motor,,,,,,,
487,,1134080,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,65,img/motor_1.png,65,motor,1,16,1,0,0,,
null,,1134191,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_1.png,65,motor,,,,,,,
788,,1134990,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,74,img/motor_6.png,74,motor,6,17,1,0,0,,
null,,1135100,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_6.png,74,motor,,,,,,,
427,,1135537,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,74,img/motor_6.png,74,motor,6,18,1,0,0,,
null,,1135646,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_6.png,74,motor,,,,,,,
479,,1136136,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,83,img/motor_2.png,83,motor,2,19,1,0,0,,
null,,1136246,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_2.png,83,motor,,,,,,,
486,,1136741,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,74,img/motor_6.png,74,motor,6,20,1,0,0,,
null,,1136851,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_6.png,74,motor,,,,,,,
570,,1137431,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,70,img/motor_4.png,70,motor,4,21,1,0,0,,
null,,1137541,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_4.png,70,motor,,,,,,,
498,,1138048,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,76,img/motor_8.png,76,motor,8,22,1,0,0,,
null,,1138159,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_8.png,76,motor,,,,,,,
552,,1138720,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,70,img/motor_4.png,70,motor,4,23,1,0,0,,
null,,1138830,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_4.png,70,motor,,,,,,,
447,,1139288,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,72,img/motor_5.png,72,motor,5,24,1,0,0,,
null,,1139398,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,iti,,null,img/motor_5.png,72,motor,,,,,,,
443,,1139850,HierDy8l8wvsyu,xz0wvylm2u,ms1000199,motor,,76,img/motor_8.png,76,motor,8,25,1,0,0,,
